Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,WindDir9am
1.6,41.75758889852558,98.0,68.0,7.0,1.0,1,19.1,19.9,3.9,270.0
0.0,41.75758889852558,74.0,70.0,7.0,8.0,0,19.6,19.9,0.0,337.5
5.4,41.75758889852558,97.0,64.0,8.0,1.0,1,20.1,22.1,6.9,270.0
0.0,41.75758889852558,67.0,42.0,1.0,2.0,0,16.7,18.8,8.6,315.0
0.0,41.75758889852558,49.0,52.0,5.0,7.0,0,14.1,14.6,3.4,270.0
0.0,41.75758889852558,75.0,87.0,7.0,8.0,0,14.5,15.3,0.1,202.5
7.2,41.75758889852558,86.0,83.0,6.0,7.0,1,15.8,16.8,2.4,202.5
3.4,41.75758889852558,88.0,73.0,7.0,7.0,1,17.3,17.5,1.3,270.0
0.0,41.75758889852558,90.0,69.0,7.0,8.0,0,19.2,19.4,4.1,270.0
0.0,41.75758889852558,91.0,69.0,6.0,7.0,0,18.6,20.3,5.0,292.5
3.6,41.75758889852558,81.0,60.0,7.0,7.0,1,17.2,17.9,0.6,270.0
2.2,41.75758889852558,66.0,40.0,1.0,1.0,1,18.0,18.5,9.4,270.0
0.0,41.75758889852558,61.0,54.0,1.0,3.0,0,16.3,17.3,9.3,270.0
0.0,41.75758889852558,74.0,43.0,1.0,7.0,0,17.0,17.1,7.0,292.5
0.0,41.75758889852558,72.0,45.0,1.0,1.0,0,18.8,19.2,9.2,270.0
0.0,41.75758889852558,69.0,43.0,1.0,0.0,0,19.4,19.6,9.8,270.0
0.0,41.75758889852558,47.0,38.0,0.0,1.0,0,19.3,20.2,9.7,292.5
0.0,41.75758889852558,57.0,32.0,0.0,0.0,0,18.9,19.4,9.3,270.0
0.0,41.75758889852558,68.0,43.0,1.0,1.0,0,18.1,18.7,8.8,270.0
0.0,41.75758889852558,84.0,42.0,2.0,1.0,0,20.8,21.0,9.8,292.5
0.0,41.75758889852558,47.0,35.0,1.0,1.0,0,21.6,22.1,9.8,337.5
0.2,41.75758889852558,45.0,34.0,0.0,1.0,0,19.2,19.6,9.5,270.0
0.0,41.75758889852558,55.0,35.0,1.0,1.0,0,18.8,19.2,9.7,292.5
0.0,41.75758889852558,63.0,42.0,1.0,1.0,0,17.4,17.9,9.6,270.0
1.2,41.75758889852558,84.0,88.0,7.0,7.0,1,12.9,15.0,0.4,270.0
14.2,41.75758889852558,78.0,48.0,6.0,6.0,1,16.8,17.4,2.5,292.5
0.0,41.75758889852558,84.0,59.0,1.0,3.0,0,17.7,18.4,7.8,270.0
0.0,41.75758889852558,87.0,55.0,7.0,5.0,0,19.3,19.8,4.3,270.0
0.2,41.75758889852558,80.0,49.0,1.0,4.0,0,16.4,17.2,5.5,270.0
0.0,41.75758889852558,57.0,43.0,2.0,7.0,0,13.2,13.3,4.6,270.0
1.8,41.75758889852558,58.0,38.0,7.0,3.0,1,15.8,15.8,4.9,292.5
0.0,41.75758889852558,46.0,27.0,1.0,1.0,0,16.1,16.5,9.8,270.0
0.0,41.75758889852558,67.0,45.0,4.0,7.0,0,15.0,15.9,8.3,270.0
0.0,41.75758889852558,67.0,58.0,8.0,8.0,0,17.1,17.3,0.0,270.0
0.0,41.75758889852558,80.0,54.0,7.0,1.0,0,22.9,23.1,6.1,270.0
0.0,41.75758889852558,81.0,70.0,1.0,1.0,0,17.4,19.8,9.7,270.0
0.0,41.75758889852558,81.0,50.0,1.0,1.0,0,17.4,18.0,9.6,292.5
0.0,41.75758889852558,84.0,38.0,4.0,5.0,0,17.3,18.5,9.0,270.0
0.0,41.75758889852558,73.0,21.0,1.0,1.0,0,17.9,18.7,8.7,270.0
0.0,41.75758889852558,53.0,32.0,1.0,2.0,0,18.2,18.2,9.5,270.0
0.0,41.75758889852558,41.0,55.0,8.0,8.0,0,16.8,17.6,0.0,0.0
2.8,41.75758889852558,56.0,31.0,1.0,1.0,1,16.7,17.5,9.7,315.0
0.0,41.75758889852558,52.0,31.0,0.0,1.0,0,13.9,15.1,10.0,270.0
0.0,41.75758889852558,67.0,61.0,6.0,6.0,0,14.1,14.7,4.0,270.0
7.0,41.75758889852558,95.0,70.0,8.0,7.0,1,14.7,15.9,1.7,270.0
8.8,41.75758889852558,93.0,81.0,8.0,7.0,1,12.6,12.7,0.1,247.5
16.2,41.75758889852558,79.0,47.0,1.0,5.0,1,15.5,17.0,8.6,270.0
0.0,41.75758889852558,71.0,41.0,2.0,7.0,0,16.4,17.6,7.6,270.0
3.8,41.75758889852558,79.0,79.0,6.0,8.0,1,10.2,13.6,3.6,270.0
33.2,41.75758889852558,86.0,59.0,6.0,6.0,1,13.5,15.0,6.9,270.0
0.2,41.75758889852558,65.0,43.0,2.0,1.0,0,16.2,17.0,9.7,270.0
0.0,41.75758889852558,71.0,42.0,1.0,2.0,0,18.5,20.3,10.2,270.0
0.0,41.75758889852558,40.0,46.0,6.0,7.0,0,16.8,20.8,1.8,292.5
0.0,41.75758889852558,48.0,32.0,1.0,1.0,0,16.6,16.8,10.1,270.0
0.0,41.75758889852558,52.0,34.0,0.0,1.0,0,18.7,18.8,10.0,270.0
0.0,41.75758889852558,62.0,45.0,6.0,6.0,0,15.0,17.2,5.9,270.0
0.0,41.75758889852558,67.0,52.0,1.0,5.0,0,16.3,16.3,8.5,270.0
0.0,41.75758889852558,89.0,70.0,7.0,7.0,0,14.3,15.5,3.4,270.0
0.8,41.75758889852558,74.0,75.0,1.0,7.0,0,11.4,16.5,6.0,270.0
4.6,41.75758889852558,58.0,38.0,7.0,5.0,1,18.4,18.6,5.7,270.0
0.0,41.75758889852558,56.0,37.0,1.0,4.0,0,16.4,17.3,9.6,270.0
0.0,41.75758889852558,62.0,38.0,2.0,2.0,0,13.5,15.6,5.9,315.0
0.4,41.75758889852558,46.0,35.0,1.0,4.0,0,15.4,15.9,10.7,270.0
0.0,41.75758889852558,50.0,28.0,1.0,1.0,0,15.8,16.3,10.0,270.0
0.0,41.75758889852558,49.0,34.0,1.0,2.0,0,16.0,17.4,10.5,247.5
0.0,41.75758889852558,51.0,28.0,0.0,1.0,0,18.0,18.5,10.4,270.0
0.0,41.75758889852558,49.0,33.0,1.0,1.0,0,18.1,18.8,10.7,270.0
0.0,41.75758889852558,48.0,42.0,1.0,4.0,0,16.6,18.0,9.2,270.0
0.0,41.75758889852558,45.0,35.0,1.0,1.0,0,15.5,16.4,10.4,270.0
0.0,41.75758889852558,59.0,33.0,6.0,7.0,0,15.3,15.8,7.6,270.0
0.6,41.75758889852558,65.0,32.0,1.0,5.0,0,17.5,17.6,10.8,270.0
0.0,41.75758889852558,58.0,35.0,7.0,7.0,0,19.2,19.5,7.4,90.0
0.0,41.75758889852558,58.0,44.0,8.0,7.0,0,18.2,20.2,1.1,270.0
2.6,41.75758889852558,90.0,87.0,8.0,8.0,1,10.5,11.9,0.0,270.0
20.8,41.75758889852558,65.0,53.0,7.0,7.0,1,13.4,14.8,5.9,202.5
0.0,41.75758889852558,63.0,47.0,1.0,2.0,0,16.6,17.3,10.4,270.0
0.0,41.75758889852558,76.0,48.0,7.0,5.0,0,16.0,16.4,7.1,270.0
0.0,41.75758889852558,78.0,51.0,2.0,3.0,0,18.7,21.5,9.3,292.5
0.0,41.75758889852558,59.0,54.69438607024917,3.0,4.0,0,15.3,17.6,8.4,270.0
2.4,41.75758889852558,85.0,59.0,3.0,5.0,1,15.8,16.9,8.5,270.0
0.0,41.75758889852558,70.0,62.0,2.0,4.0,0,16.1,18.2,10.1,292.5
0.0,41.75758889852558,82.0,65.0,5.0,7.0,0,15.7,16.0,6.3,270.0
12.0,41.75758889852558,91.0,71.0,7.0,7.0,1,19.1,19.2,0.3,22.5
0.2,41.75758889852558,54.0,41.0,0.0,0.0,0,19.0,21.0,11.3,270.0
0.0,41.75758889852558,56.0,39.0,0.0,1.0,0,18.9,20.6,11.1,270.0
0.0,41.75758889852558,67.0,64.0,7.0,7.0,0,16.0,17.9,6.2,157.5
0.4,41.75758889852558,55.0,64.0,7.0,8.0,0,15.8,17.1,0.7,135.0
1.6,41.75758889852558,76.0,88.0,8.0,8.0,1,14.2,15.7,0.0,112.5
62.2,41.75758889852558,92.0,88.0,8.0,8.0,1,12.3,14.2,0.0,180.0
21.6,41.75758889852558,69.0,51.0,2.0,6.0,1,18.3,19.0,9.4,270.0
0.0,41.75758889852558,68.0,51.0,1.0,2.0,0,16.4,17.5,9.9,270.0
0.0,41.75758889852558,49.0,43.0,1.0,1.0,0,15.4,16.4,10.9,247.5
0.0,41.75758889852558,66.0,44.0,1.0,1.0,0,16.6,16.8,10.7,270.0
0.0,41.75758889852558,72.0,60.0,1.0,2.0,0,16.8,17.7,10.3,292.5
0.0,41.75758889852558,53.0,35.0,1.0,1.0,0,21.9,24.3,10.8,270.0
0.0,41.75758889852558,40.0,47.0,3.0,1.0,0,25.0,30.6,10.6,90.0
3.6,41.75758889852558,82.0,79.0,8.0,6.0,1,19.3,23.5,2.8,0.0
4.0,41.75758889852558,58.0,23.0,1.0,1.0,1,27.8,27.9,11.0,0.0
0.0,41.75758889852558,30.0,25.0,1.0,1.0,0,19.5,19.8,11.3,270.0
0.0,41.75758889852558,60.0,58.0,6.0,6.0,0,15.0,16.3,4.6,180.0
0.0,41.75758889852558,63.0,61.0,1.0,4.0,0,18.3,19.4,10.1,270.0
0.0,41.75758889852558,67.0,47.0,1.0,0.0,0,24.0,25.8,10.4,270.0
0.0,41.75758889852558,46.0,17.0,0.0,6.0,0,31.6,32.8,10.9,0.0
0.0,41.75758889852558,73.0,61.0,4.0,0.0,0,20.7,21.6,10.9,90.0
0.0,41.75758889852558,64.0,33.0,0.0,7.0,0,27.6,29.8,7.5,270.0
2.6,41.75758889852558,88.0,60.0,8.0,5.0,1,16.9,17.0,3.0,202.5
2.2,41.75758889852558,60.0,50.0,3.0,1.0,1,17.5,18.6,11.1,292.5
0.0,41.75758889852558,67.0,54.0,1.0,1.0,0,18.2,18.6,10.9,270.0
0.0,41.75758889852558,56.0,53.0,1.0,5.0,0,21.6,22.2,11.4,112.5
0.0,41.75758889852558,67.0,62.0,4.0,1.0,0,21.4,25.4,11.4,180.0
0.0,41.75758889852558,35.0,62.0,2.0,2.0,0,21.5,32.9,8.4,292.5
0.0,41.75758889852558,42.0,63.0,1.0,7.0,0,16.1,21.8,7.1,225.0
0.8,41.75758889852558,61.0,48.0,2.0,1.0,0,19.0,19.2,11.1,270.0
0.0,41.75758889852558,70.0,69.0,6.0,1.0,0,20.5,24.7,10.6,292.5
0.0,41.75758889852558,44.0,39.0,3.0,1.0,0,29.7,31.1,10.0,45.0
0.0,41.75758889852558,41.0,20.0,1.0,7.0,0,33.9,34.8,9.8,292.5
9.6,41.75758889852558,89.0,88.0,7.0,8.0,1,19.0,19.4,0.0,112.5
3.4,41.75758889852558,93.0,86.0,8.0,8.0,1,16.0,19.1,0.0,202.5
1.8,41.75758889852558,85.0,71.0,8.0,7.0,1,20.2,22.8,3.3,202.5
0.4,41.75758889852558,51.0,42.0,1.0,1.0,0,17.2,20.6,11.7,270.0
0.0,41.75758889852558,53.0,47.0,4.0,1.0,0,18.4,19.7,10.0,270.0
0.0,41.75758889852558,56.0,58.0,1.0,1.0,0,19.2,19.9,11.7,270.0
0.0,41.75758889852558,76.0,57.0,3.0,3.0,0,20.5,21.5,10.7,292.5
0.0,41.75758889852558,82.0,65.0,5.0,3.0,0,20.0,22.3,7.2,270.0
0.0,41.75758889852558,76.0,69.0,1.0,1.0,0,20.8,22.5,10.6,270.0
0.0,41.75758889852558,72.0,43.0,2.0,2.0,0,27.7,29.2,9.2,270.0
0.6,41.75758889852558,89.0,84.0,8.0,7.0,0,17.6,21.0,2.3,202.5
9.0,41.75758889852558,63.0,55.0,7.0,8.0,1,18.1,18.9,5.0,157.5
0.0,41.75758889852558,64.0,42.0,1.0,1.0,0,20.3,22.1,11.4,270.0
0.0,41.75758889852558,71.0,49.0,1.0,2.0,0,22.4,24.9,11.7,270.0
0.0,41.75758889852558,77.0,82.0,5.0,2.0,0,19.7,23.2,10.3,180.0
0.0,41.75758889852558,64.0,48.0,1.0,2.0,0,26.6,26.8,10.8,270.0
0.0,41.75758889852558,76.0,55.0,7.0,1.0,0,21.8,22.2,5.7,202.5
1.8,41.75758889852558,68.0,59.0,6.0,7.0,1,18.8,19.2,8.4,202.5
12.6,41.75758889852558,87.0,74.0,7.0,7.0,1,12.4,14.3,2.3,247.5
11.4,41.75758889852558,71.0,75.0,6.0,7.0,1,14.1,15.7,5.0,225.0
2.0,41.75758889852558,66.0,51.0,6.0,6.0,1,18.2,20.2,10.2,292.5
0.0,41.75758889852558,66.0,47.0,1.0,1.0,0,22.2,24.0,11.5,270.0
0.0,41.75758889852558,58.0,57.0,6.0,7.0,0,23.6,24.4,8.7,112.5
0.0,41.75758889852558,55.0,38.0,2.0,1.0,0,29.8,33.6,11.8,90.0
0.0,41.75758889852558,67.0,70.0,5.0,8.0,0,20.5,21.9,5.7,180.0
6.2,41.75758889852558,93.0,91.0,8.0,8.0,1,16.7,17.3,0.0,112.5
7.6,41.75758889852558,92.0,70.0,8.0,6.0,1,23.5,25.8,3.7,270.0
0.2,41.75758889852558,53.0,24.0,6.0,7.0,0,34.6,35.0,5.0,0.0
0.4,41.75758889852558,73.0,64.0,7.0,7.0,0,20.4,21.2,2.4,180.0
0.8,41.75758889852558,72.0,60.0,7.0,7.0,0,20.0,23.1,0.2,270.0
2.8,41.75758889852558,62.0,35.0,2.0,4.0,1,28.6,30.3,10.3,292.5
0.2,41.75758889852558,59.0,62.0,7.0,6.0,0,17.8,19.0,6.2,180.0
0.0,41.75758889852558,59.0,60.0,6.0,8.0,0,20.1,21.0,5.0,270.0
0.0,41.75758889852558,58.0,45.0,5.0,7.0,0,25.0,30.3,10.3,270.0
0.0,41.75758889852558,61.0,60.0,6.0,8.0,0,21.3,24.1,4.1,292.5
0.2,41.75758889852558,62.0,47.0,7.0,8.0,0,22.8,25.2,0.2,337.5
0.4,41.75758889852558,46.0,60.0,1.0,2.0,0,21.5,23.0,11.0,270.0
0.0,41.75758889852558,63.0,56.0,5.0,1.0,0,22.2,23.3,8.1,90.0
0.0,41.75758889852558,66.0,49.0,3.0,2.0,0,22.3,23.1,9.9,270.0
0.0,41.75758889852558,69.0,54.0,7.0,1.0,0,24.0,24.6,10.7,337.5
0.0,41.75758889852558,61.0,65.0,3.0,3.0,0,24.2,24.9,11.9,67.5
0.0,41.75758889852558,65.0,57.0,5.0,5.0,0,26.1,27.0,9.1,67.5
6.6,41.75758889852558,92.0,73.0,8.0,7.0,1,21.5,23.1,2.4,157.5
1.2,41.75758889852558,75.0,64.0,7.0,7.0,1,19.4,22.4,4.0,180.0
0.0,41.75758889852558,60.0,50.0,7.0,7.0,0,20.0,20.9,1.4,90.0
0.0,41.75758889852558,60.0,60.0,7.0,8.0,0,21.6,23.4,8.3,22.5
6.2,41.75758889852558,91.0,78.0,8.0,8.0,1,20.9,22.1,1.0,22.5
29.4,41.75758889852558,70.0,59.0,3.0,5.0,1,26.7,27.6,7.5,292.5
0.2,41.75758889852558,34.0,46.0,1.0,3.0,0,23.7,27.7,11.8,247.5
0.0,41.75758889852558,49.0,30.0,3.0,6.0,0,17.2,20.6,9.8,292.5
0.2,41.75758889852558,50.0,55.0,7.0,5.0,0,18.4,19.7,2.1,292.5
2.4,41.75758889852558,47.0,49.0,1.0,4.0,1,20.7,22.3,10.5,202.5
0.0,41.75758889852558,62.0,63.0,5.0,3.0,0,19.3,21.8,9.4,202.5
0.0,41.75758889852558,55.0,55.0,7.0,8.0,0,19.2,21.8,0.1,90.0
