Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp
0.0,43.0,13.0,26.0,84.0,78.0,0,23.2,27.1
17.8,61.0,37.0,33.0,81.0,78.0,1,20.8,22.8
0.6,30.0,13.0,19.0,85.0,54.0,0,22.8,24.4
0.0,24.0,11.0,19.0,85.0,75.0,0,23.0,24.4
0.0,70.0,26.0,35.0,73.0,79.0,0,22.6,23.6
17.0,83.0,46.0,56.0,77.0,85.0,1,21.0,22.2
8.2,85.0,37.0,35.0,86.0,86.0,1,21.7,22.9
29.8,46.0,17.0,19.0,93.0,85.0,1,23.0,24.0
2.2,43.0,2.0,13.0,91.0,84.0,1,24.2,25.3
0.8,50.0,9.0,37.0,92.0,77.0,0,20.1,21.7
0.8,44.0,6.0,24.0,79.0,74.0,0,21.5,23.6
0.0,54.0,44.0,39.0,77.0,72.0,0,19.6,21.0
7.6,43.0,22.0,33.0,75.0,70.0,1,19.8,20.9
0.0,44.0,19.0,31.0,70.0,75.0,0,19.5,20.8
0.0,28.0,9.0,13.0,80.0,69.0,0,21.1,22.6
0.0,19.0,7.0,13.0,74.0,76.0,0,21.3,23.6
0.2,19.0,4.0,7.0,85.0,81.0,0,22.6,23.9
0.0,17.0,11.0,13.0,88.0,83.0,0,22.6,24.4
0.0,26.0,13.0,9.0,92.0,88.0,0,21.1,22.4
5.4,24.0,13.0,19.0,87.0,81.0,1,21.4,24.7
0.2,33.0,9.0,15.0,65.0,36.0,0,27.8,28.2
0.0,43.0,11.0,15.0,49.0,57.0,0,21.8,24.0
0.0,52.0,11.0,33.0,60.0,65.0,0,20.9,21.7
0.0,69.0,22.0,24.0,74.0,88.0,0,17.9,20.8
6.0,80.0,37.0,57.0,89.0,67.0,1,21.4,21.4
14.0,80.0,41.0,56.0,75.0,64.0,1,20.0,21.1
0.2,72.0,43.0,37.0,58.0,71.0,0,20.9,21.7
0.2,56.0,9.0,33.0,75.0,62.0,0,20.2,21.3
0.0,46.0,20.0,11.0,90.0,65.0,0,20.2,21.4
0.4,39.0,17.0,31.0,75.0,76.0,0,21.1,23.7
0.4,44.0,13.0,11.0,52.0,47.0,0,23.2,24.1
0.0,63.0,11.0,19.0,49.0,39.0,0,20.3,21.5
0.0,39.0,15.0,17.0,50.0,35.0,0,18.2,19.1
0.0,39.0,17.0,17.0,55.0,38.0,0,21.1,22.6
0.0,35.0,15.0,13.0,76.0,78.0,0,16.3,18.3
5.0,46.0,19.0,24.0,86.0,77.0,1,17.0,17.4
2.6,26.0,15.0,19.0,76.0,66.0,1,20.0,20.6
0.0,56.0,13.0,26.0,67.0,72.0,0,19.3,20.8
34.8,33.0,13.0,19.0,87.0,73.0,1,19.5,19.9
0.0,35.0,15.0,15.0,77.0,61.0,0,21.3,22.8
12.4,57.0,15.0,35.0,88.0,67.0,1,19.8,20.4
0.6,30.0,11.0,19.0,78.0,64.0,0,20.4,22.3
0.0,43.0,11.0,26.0,76.0,53.0,0,20.6,21.1
3.4,52.0,19.0,31.0,80.0,77.0,1,18.8,19.4
21.2,46.0,13.0,24.0,70.0,55.0,1,19.9,20.7
2.2,56.0,15.0,37.0,88.0,59.0,1,18.4,19.0
19.2,28.0,13.0,13.0,71.0,51.0,1,18.1,20.0
0.0,26.0,15.0,22.0,69.0,60.0,0,18.5,20.9
0.0,26.0,15.0,9.0,70.0,45.0,0,20.4,20.9
0.0,31.0,15.0,13.0,54.0,40.0,0,20.8,21.3
0.0,35.0,15.0,19.0,59.0,41.0,0,21.3,21.9
0.0,46.0,17.0,20.0,53.0,46.0,0,21.1,22.4
0.0,33.0,9.0,22.0,63.0,59.0,0,17.6,19.2
0.0,41.0,17.0,22.0,78.0,60.0,0,20.0,20.8
0.4,57.0,17.0,35.0,78.0,71.0,0,18.6,21.4
2.6,57.0,39.0,41.0,58.0,70.0,1,19.5,21.4
0.6,78.0,48.0,41.0,60.0,60.0,0,19.7,20.6
3.6,81.0,50.0,44.0,76.0,70.0,1,20.1,20.5
5.6,65.0,44.0,41.0,73.0,70.0,1,20.1,21.0
0.0,46.0,31.0,26.0,68.0,66.0,0,19.7,21.2
0.0,33.0,6.0,13.0,76.0,67.0,0,19.9,22.2
0.0,20.0,11.0,9.0,81.0,70.0,0,19.5,22.1
0.0,24.0,13.0,9.0,84.0,81.0,0,17.4,18.1
0.4,54.0,13.0,20.0,87.0,72.0,0,17.8,18.9
50.4,65.0,13.0,31.0,82.0,74.0,1,16.3,16.9
30.2,69.0,17.0,13.0,90.0,91.0,1,14.9,17.7
17.6,61.0,15.0,35.0,80.0,58.0,1,18.1,19.2
0.0,44.0,7.0,24.0,66.0,75.0,0,16.9,18.3
7.4,31.0,15.0,11.0,86.0,79.0,1,18.1,19.5
5.6,31.0,9.0,20.0,92.0,79.0,1,18.8,20.3
0.4,19.0,7.0,2.0,92.0,84.0,0,17.1,18.6
0.8,24.0,13.0,9.0,80.0,60.0,0,17.9,19.2
0.0,30.0,13.0,11.0,66.0,49.0,0,17.8,18.7
0.0,35.0,17.0,13.0,80.0,55.0,0,18.1,19.2
0.0,37.0,17.0,19.0,67.0,48.0,0,18.5,19.8
0.0,43.0,15.0,17.0,69.0,49.0,0,14.7,16.7
0.0,42.18305084745763,17.0,19.0,48.0,38.0,0,13.8,14.7
3.3872994195971327,28.0,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,14.8
0.0,26.0,15.0,9.0,60.0,46.0,0,16.1,17.3
0.0,31.0,11.0,7.0,70.0,46.0,0,16.6,19.1
0.0,37.0,9.0,7.0,70.0,46.0,0,17.6,19.4
0.0,22.0,13.0,4.0,67.0,49.0,0,17.9,19.3
0.8,70.0,19.0,26.0,86.0,92.0,0,14.0,16.6
39.2,52.0,17.0,24.0,92.0,79.0,1,15.1,17.7
7.6,54.0,24.0,33.0,64.0,69.0,1,16.9,17.9
3.2,56.0,26.0,20.0,60.0,61.0,1,16.6,18.0
5.2,59.0,11.0,31.0,81.0,90.0,1,16.2,19.1
2.8,50.0,22.0,22.0,84.0,88.0,1,18.3,19.5
23.8,54.0,13.0,13.0,92.0,79.0,1,17.2,19.2
0.2,26.0,13.0,15.0,80.0,80.0,0,17.5,19.1
0.2,28.0,13.0,2.0,71.0,61.0,0,17.0,18.4
0.0,28.0,15.0,9.0,72.0,56.0,0,15.9,17.3
0.0,24.0,9.0,15.0,68.0,59.0,0,16.0,19.3
0.0,24.0,11.0,7.0,74.0,67.0,0,16.2,18.4
0.0,26.0,13.0,7.0,76.0,60.0,0,17.4,19.0
0.2,30.0,11.0,13.0,64.0,57.0,0,18.8,20.5
0.0,52.0,13.0,33.0,78.0,61.0,0,18.2,19.1
0.0,41.0,15.0,15.0,68.0,36.0,0,20.8,21.6
0.0,35.0,24.0,13.0,55.0,41.0,0,17.8,18.5
0.0,54.0,22.0,24.0,50.0,40.0,0,15.6,16.7
0.0,26.0,13.0,15.0,57.0,40.0,0,16.1,17.0
0.0,41.0,13.0,26.0,59.0,51.0,0,15.0,15.7
0.0,28.0,15.0,9.0,67.0,59.0,0,14.5,15.3
2.4,56.0,15.0,9.0,90.0,82.0,1,12.7,15.6
24.4,54.0,15.0,15.0,92.0,59.0,1,15.4,16.5
1.8,48.0,17.0,24.0,90.0,58.0,1,16.3,17.2
3.0,50.0,20.0,19.0,81.0,74.0,1,15.3,17.7
4.2,26.0,17.0,0.0,79.0,65.0,1,16.1,17.1
0.0,35.0,19.0,22.0,79.0,74.0,0,15.3,16.8
0.2,39.0,11.0,11.0,72.0,66.0,0,16.0,16.3
0.0,39.0,9.0,15.0,69.0,48.0,0,16.2,16.7
0.0,28.0,11.0,9.0,70.0,63.0,0,14.3,17.9
0.0,46.0,13.0,6.0,85.0,70.0,0,13.0,14.1
20.6,56.0,20.0,33.0,82.0,76.0,1,14.8,15.4
0.0,30.0,13.0,20.0,70.0,59.0,0,16.5,18.8
0.0,28.0,13.0,11.0,60.0,53.0,0,17.9,18.9
0.0,39.0,13.0,30.0,60.0,54.0,0,18.1,21.0
0.0,37.0,17.0,24.0,65.0,66.0,0,18.7,21.1
0.0,56.0,28.0,31.0,56.0,52.0,0,22.2,24.0
2.6,56.0,9.0,15.0,64.0,50.0,1,16.2,17.2
12.6,31.0,15.0,17.0,73.0,70.0,1,14.5,15.2
0.2,33.0,9.0,7.0,78.0,57.0,0,17.2,19.0
0.0,35.0,11.0,19.0,83.0,81.0,0,14.0,14.3
2.8,24.0,13.0,2.0,68.0,48.0,1,17.5,17.8
0.0,26.0,13.0,22.0,64.0,61.0,0,15.3,19.0
0.0,26.0,11.0,13.0,64.0,56.0,0,17.0,17.6
0.0,24.0,13.0,15.0,64.0,62.0,0,15.9,19.0
0.0,26.0,11.0,6.0,65.0,51.0,0,18.7,19.5
0.0,31.0,11.0,7.0,61.0,48.0,0,17.4,18.7
0.0,28.0,13.0,17.0,59.0,57.0,0,17.2,18.9
0.0,33.0,15.0,13.0,57.0,59.0,0,18.1,20.1
0.2,37.0,19.0,17.0,79.0,60.0,0,17.1,19.4
0.0,24.0,13.0,15.0,65.0,56.0,0,16.6,17.5
0.0,41.0,6.0,22.0,68.0,68.0,0,17.1,19.7
0.2,57.0,17.0,35.0,68.0,43.0,0,21.0,23.2
0.2,43.0,15.0,31.0,53.0,66.0,0,14.4,14.7
0.0,20.0,9.0,9.0,64.0,55.0,0,14.9,16.1
0.0,39.0,2.0,24.0,74.0,70.0,0,17.5,18.1
0.0,63.0,9.0,26.0,73.0,79.0,0,16.5,17.6
3.2,31.0,11.0,7.0,65.0,46.0,1,18.1,20.4
0.0,28.0,13.0,15.0,56.0,58.0,0,17.4,19.6
0.0,24.0,11.0,15.0,62.0,69.0,0,17.7,18.6
0.0,26.0,11.0,11.0,61.0,64.0,0,18.6,19.3
0.2,46.0,26.0,35.0,61.0,72.0,0,18.6,22.7
0.0,48.0,15.0,9.0,73.0,65.0,0,18.6,20.7
0.0,26.0,15.0,22.0,46.0,58.0,0,16.4,17.7
0.0,44.0,6.0,26.0,68.0,63.0,0,16.8,19.6
0.0,33.0,13.0,22.0,65.0,66.0,0,19.4,23.1
0.0,57.0,20.0,28.0,64.0,77.0,0,19.3,24.0
0.0,46.0,17.0,20.0,59.0,60.0,0,17.1,20.2
0.0,31.0,9.0,26.0,72.0,81.0,0,19.2,23.9
0.0,52.0,9.0,22.0,58.0,37.0,0,24.1,27.0
0.0,48.0,13.0,17.0,35.0,25.0,0,20.2,20.8
0.0,41.0,19.0,17.0,36.0,20.0,0,22.5,22.5
0.0,39.0,26.0,24.0,49.0,60.0,0,19.4,23.6
0.0,35.0,15.0,20.0,49.0,64.0,0,19.9,23.6
0.0,57.0,22.0,35.0,70.0,62.0,0,22.6,26.2
0.2,54.0,19.0,15.0,32.0,31.0,0,19.9,20.3
0.0,30.0,15.0,17.0,46.0,33.0,0,20.5,21.3
0.0,26.0,11.0,19.0,49.0,50.0,0,17.9,20.4
0.0,41.0,13.0,17.0,77.0,70.0,0,17.8,19.1
0.0,43.0,11.0,9.0,76.0,81.0,0,17.8,21.2
8.2,41.0,30.0,17.0,91.0,49.0,1,23.0,24.3
1.0,35.0,22.0,20.0,45.0,47.0,0,18.0,19.3
0.0,54.0,11.0,28.0,78.0,64.0,0,18.0,20.4
0.0,61.0,15.0,31.0,76.0,75.0,0,17.1,18.6
0.0,33.0,13.0,22.0,52.0,64.0,0,15.4,21.3
0.0,35.0,17.0,13.0,49.0,35.0,0,20.6,21.2
0.0,28.0,13.0,22.0,48.0,52.0,0,17.5,20.2
0.0,35.0,13.0,20.0,48.0,52.0,0,18.0,22.4
0.0,33.0,15.0,22.0,43.0,70.0,0,20.3,25.7
0.0,41.0,30.0,28.0,49.0,28.0,0,27.6,30.1
0.0,54.0,31.0,31.0,68.0,77.0,0,17.5,19.7
0.0,28.0,6.0,20.0,81.0,76.0,0,19.8,22.8
0.0,39.0,28.0,19.0,91.0,90.0,0,18.8,19.4
0.4,63.0,9.0,39.0,92.0,34.0,0,28.3,30.0
0.0,52.0,13.0,31.0,49.0,71.0,0,19.6,22.4
0.0,30.0,13.0,24.0,66.0,72.0,0,19.6,22.9
0.0,30.0,9.0,26.0,50.0,58.0,0,22.8,25.8
1.8,42.18305084745763,26.0,13.0,76.0,77.0,1,18.6,20.9
3.3872994195971327,70.0,13.930836707152496,43.0,74.59075573549258,49.0,0,26.7,29.5
1.6,87.0,31.0,26.0,38.0,40.0,1,20.4,20.6
0.0,30.0,17.0,15.0,41.0,61.0,0,19.3,22.8
0.0,57.0,22.0,31.0,40.0,56.0,0,20.6,25.6
0.0,61.0,20.0,26.0,36.0,19.0,0,20.0,21.5
0.0,50.0,22.0,28.0,33.0,26.0,0,17.5,18.5
0.0,44.0,15.0,19.0,41.0,61.0,0,18.4,20.0
0.0,30.0,13.0,24.0,48.0,54.0,0,18.7,20.1
0.0,50.0,9.0,31.0,64.0,60.0,0,20.6,25.3
0.0,43.0,26.0,30.0,36.0,53.0,0,23.1,32.0
0.0,54.0,28.0,26.0,77.0,79.0,0,19.7,21.4
8.6,72.0,33.0,19.0,93.0,93.0,1,14.4,16.9
16.0,44.0,24.0,22.0,65.0,61.0,1,18.6,19.6
6.2,42.18305084745763,15.0,15.0,90.0,75.0,1,18.5,19.5
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,67.0,13.930836707152496,35.0,74.59075573549258,76.0,0,14.1,15.8
16.2,39.0,20.0,24.0,84.0,66.0,1,17.5,18.0
11.8,48.0,9.0,7.0,85.0,70.0,1,16.6,19.9
0.8,61.0,13.0,30.0,75.0,82.0,0,19.3,21.8
0.2,56.0,15.0,26.0,53.0,26.0,0,24.2,25.0
0.0,67.0,19.0,22.0,38.0,68.0,0,14.3,23.9
0.0,44.0,17.0,17.0,45.0,32.0,0,23.0,24.3
0.0,43.0,20.0,20.0,40.0,30.0,0,20.4,21.9
0.0,37.0,11.0,30.0,53.0,60.0,0,19.4,19.8
17.6,44.0,9.0,15.0,89.0,63.0,1,18.9,19.9
0.0,30.0,2.0,22.0,68.0,70.0,0,20.1,20.8
0.0,41.0,6.0,35.0,72.0,72.0,0,22.2,23.5
0.2,57.0,0.0,26.0,65.0,52.0,0,27.4,27.8
0.0,56.0,19.0,17.0,70.0,64.0,0,20.8,22.1
0.0,42.18305084745763,9.0,28.0,69.0,77.0,0,21.6,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,22.0,74.59075573549258,72.0,0,18.0,22.588937457969067
3.3872994195971327,31.0,9.0,24.0,75.0,77.0,0,20.9,24.3
0.0,30.0,13.0,17.0,75.0,78.0,0,21.6,22.4
0.0,33.0,7.0,24.0,82.0,72.0,0,23.1,23.4
0.0,46.0,17.0,24.0,79.0,71.0,0,22.2,23.9
0.0,46.0,30.0,33.0,74.0,75.0,0,22.4,23.6
0.0,35.0,22.0,13.0,89.0,79.0,0,22.8,23.3
0.0,54.0,20.0,22.0,80.0,21.0,0,36.9,37.5
0.0,44.0,30.0,20.0,78.0,78.0,0,19.3,21.0
0.0,48.0,19.0,41.0,77.0,78.0,0,18.9,21.6
0.2,42.18305084745763,31.0,26.0,72.0,73.0,0,20.0,20.6
3.3872994195971327,42.18305084745763,13.930836707152496,22.0,74.59075573549258,79.0,0,21.0,23.8
3.3872994195971327,33.0,13.930836707152496,22.0,74.59075573549258,83.0,0,21.9,22.7
0.0,41.0,9.0,30.0,81.0,69.0,0,23.0,25.4
0.0,43.0,11.0,28.0,71.0,63.0,0,23.6,24.9
0.0,20.0,9.0,19.0,79.0,73.0,0,22.3,23.0
0.0,42.18305084745763,11.0,33.0,78.0,77.0,0,22.9,25.8
3.3872994195971327,54.0,13.930836707152496,44.0,74.59075573549258,71.0,0,20.5,21.5
0.0,35.0,6.0,28.0,69.0,69.0,0,23.3,24.1
0.0,43.0,17.0,26.0,82.0,83.0,0,23.2,23.5
0.0,72.0,2.0,24.0,79.0,74.0,0,25.5,27.0
0.4,67.0,35.0,39.0,68.0,70.0,0,21.3,21.6
0.0,46.0,6.0,24.0,73.0,63.0,0,22.9,24.3
0.0,54.0,20.0,31.0,80.0,79.0,0,23.9,26.3
0.0,42.18305084745763,13.0,30.0,87.0,77.0,0,23.7,29.3
3.3872994195971327,54.0,13.930836707152496,20.0,74.59075573549258,76.0,0,23.3,26.6
0.0,63.0,33.0,30.0,85.0,23.0,0,37.8,39.2
0.0,76.0,39.0,46.0,76.0,74.0,0,20.5,22.2
1.2,50.0,28.0,30.0,93.0,95.0,1,18.4,21.4
3.6,39.0,2.0,24.0,90.0,76.0,1,24.5,25.1
0.0,44.0,15.0,26.0,84.0,78.0,0,23.7,27.3
2.0,46.0,17.0,24.0,66.0,66.0,1,25.7,33.1
0.0,57.0,17.0,35.0,91.0,76.0,0,25.2,29.4
0.0,37.0,7.0,26.0,82.0,61.0,0,25.0,26.2
0.0,69.0,24.0,50.0,65.0,80.0,0,17.9,22.4
17.0,72.0,26.0,44.0,75.0,72.0,1,18.1,18.8
7.6,69.0,19.0,39.0,82.0,61.0,1,20.1,20.9
0.0,54.0,9.0,28.0,55.0,60.0,0,22.1,24.5
0.0,56.0,30.0,39.0,76.0,76.0,0,22.0,22.4
0.0,33.0,20.0,22.0,75.0,68.0,0,22.4,24.2
0.2,44.0,9.0,24.0,72.0,70.0,0,24.1,26.0
0.0,65.0,9.0,20.0,77.0,78.0,0,24.7,27.4
0.0,81.0,9.0,26.0,81.0,79.0,0,23.8,25.3
0.8,46.0,33.0,28.0,79.0,68.0,0,23.3,23.9
0.0,63.0,19.0,28.0,81.0,84.0,0,23.4,26.8
0.0,42.18305084745763,19.0,30.0,34.0,42.0,0,24.1,28.0
3.3872994195971327,52.0,13.930836707152496,41.0,74.59075573549258,67.0,0,23.5,27.2
0.0,46.0,26.0,37.0,79.0,78.0,0,24.2,24.7
0.4,44.0,28.0,28.0,82.0,78.0,0,21.5,24.5
0.2,56.0,13.0,26.0,74.0,73.0,0,23.6,26.2
0.0,61.0,19.0,39.0,82.0,79.0,0,24.4,28.8
0.0,63.0,31.0,46.0,80.0,75.0,0,24.9,27.5
0.2,46.0,15.0,33.0,84.0,93.0,0,19.3,22.2
8.6,52.0,11.0,37.0,79.0,54.0,1,24.3,26.5
0.0,50.0,24.0,19.0,73.0,60.0,0,23.2,24.5
0.0,80.0,28.0,43.0,69.0,72.0,0,23.7,24.5
0.0,46.0,19.0,21.027936721642543,72.0,67.52119784656797,0,20.764211234443323,27.6
0.0,42.18305084745763,22.0,26.0,82.0,67.0,0,27.7,27.7
3.3872994195971327,67.0,20.0,48.0,76.0,79.0,0,24.9,25.8
0.0,59.0,24.0,44.0,82.0,89.0,0,20.9,24.3
14.0,61.0,37.0,33.0,91.0,94.0,1,18.4,19.7
5.4,31.0,15.0,20.0,94.0,96.0,1,19.9,21.5
18.6,44.0,13.0,22.0,97.0,93.0,1,21.8,22.1
9.0,44.0,28.0,31.0,84.0,77.0,1,22.5,22.6
0.0,44.0,33.0,24.0,75.0,69.0,0,24.5,25.2
2.6,33.0,4.0,26.0,94.0,87.0,1,23.1,24.7
2.2,31.0,6.0,11.0,88.0,77.0,1,25.2,28.7
0.0,39.0,30.0,31.0,85.0,91.0,0,22.7,24.6
19.4,57.0,31.0,28.0,92.0,90.0,1,20.0,21.3
1.2,39.0,19.0,20.0,77.0,62.0,1,24.2,25.4
0.0,52.0,20.0,41.0,72.0,77.0,0,24.4,26.8
0.0,43.0,13.0,30.0,81.0,87.0,0,22.5,24.8
0.2,48.0,20.0,20.0,85.0,79.0,0,23.5,24.2
0.0,30.0,17.0,19.0,71.0,67.0,0,25.2,25.9
0.0,33.0,13.0,24.0,84.0,79.0,0,25.6,30.3
0.0,44.0,19.0,35.0,64.0,79.0,0,24.9,27.6
0.0,44.0,19.0,31.0,71.0,75.0,0,24.6,26.2
0.0,42.18305084745763,22.0,37.0,89.0,80.0,0,25.7,22.588937457969067
3.3872994195971327,72.0,13.930836707152496,28.0,86.0,83.0,0,24.2,24.9
18.0,52.0,22.0,35.0,95.0,92.0,1,20.0,22.5
0.0,35.0,13.930836707152496,21.027936721642543,92.0,86.0,0,22.8,23.9
0.0,42.18305084745763,13.930836707152496,21.027936721642543,77.0,72.0,0,26.7,28.9
0.0,42.18305084745763,13.930836707152496,21.027936721642543,80.0,89.0,0,22.7,27.5
3.3872994195971327,76.0,13.930836707152496,20.0,74.59075573549258,26.0,0,25.6,25.8
0.0,35.0,19.0,20.0,48.0,45.0,0,22.8,23.5
0.0,26.0,7.0,22.0,40.0,56.0,0,24.8,26.6
0.0,24.0,9.0,17.0,83.0,71.0,0,28.4,28.8
0.2,43.0,9.0,28.0,82.0,80.0,0,26.5,32.3
0.0,83.0,22.0,21.027936721642543,43.0,67.52119784656797,0,20.764211234443323,40.2
0.6,46.0,15.0,20.0,79.0,77.0,0,22.7,23.8
0.0,37.0,11.0,21.027936721642543,85.0,67.52119784656797,0,20.764211234443323,26.9
2.0,44.0,9.0,15.0,92.0,77.0,1,27.3,27.9
0.0,44.0,31.0,28.0,91.0,78.0,0,25.7,26.1
