Rainfall,WindGustSpeed,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Sunshine,Pressure9am
0.0,61.0,35.0,45.0,19.0,3.0,3.0,0,1013.1,11.7,1014.4
0.0,63.0,30.0,46.0,24.0,1.0,1.0,0,1016.9,12.7,1017.9
0.0,57.0,24.0,41.0,18.0,0.0,0.0,0,1017.5,11.4,1020.8
0.0,46.0,19.0,48.0,17.0,1.0,0.0,0,1016.5,12.5,1019.3
0.0,57.0,24.0,53.0,13.0,1.0,0.0,0,1015.5,12.5,1018.4
0.0,63.0,24.0,38.0,25.0,0.0,1.0,0,1014.7,11.7,1017.9
0.0,39.0,17.0,25.0,17.0,1.0,4.0,0,1013.2,12.5,1016.1
0.0,39.0,20.0,53.0,11.0,0.0,0.0,0,1010.1,12.4,1013.4
0.0,41.0,26.0,34.0,16.0,0.0,2.0,0,1008.6,12.3,1011.2
0.0,44.0,4.0,37.0,20.0,1.0,5.0,0,1006.9,12.3,1009.8
0.0,56.0,35.0,25.0,33.0,7.0,7.0,0,1010.7,2.9,1009.5
0.0,54.0,28.0,61.0,29.0,1.0,0.0,0,1014.3,12.3,1015.9
0.0,44.0,13.0,55.0,23.0,0.0,0.0,0,1014.2,12.5,1017.3
0.0,35.0,6.0,39.0,12.0,0.0,0.0,0,1011.3,12.5,1014.5
0.0,44.0,19.0,17.0,7.0,1.0,1.0,0,1011.1,12.5,1012.3
0.0,43.0,7.0,60.0,21.0,1.0,7.0,0,1013.2,12.3,1015.3
0.0,35.0,11.0,20.0,6.0,1.0,4.0,0,1012.3,12.4,1014.2
0.0,48.0,15.0,12.0,11.0,0.0,0.0,0,1009.5,12.1,1013.1
0.0,46.0,13.0,17.0,12.0,1.0,4.0,0,1009.4,10.3,1011.3
0.0,46.0,15.0,39.0,19.0,3.0,4.0,0,1010.4,8.9,1011.9
0.0,43.0,17.0,47.0,19.0,5.0,2.0,0,1011.1,5.6,1012.4
0.0,54.0,31.0,41.0,10.0,7.0,6.0,0,1004.5,0.9,1009.7
0.0,63.0,35.0,68.0,61.0,7.0,6.0,0,1012.1,1.8,1007.4
2.2,56.0,26.0,58.0,28.0,1.0,1.0,1,1022.2,11.9,1024.4
0.0,46.0,20.0,59.0,41.0,1.0,2.0,0,1020.9,10.6,1023.8
0.0,44.0,13.0,70.0,34.0,2.0,1.0,0,1015.2,12.0,1019.0
0.0,30.0,7.0,65.0,26.0,1.0,7.0,0,1012.4,8.9,1015.1
0.0,56.0,31.0,37.0,28.0,6.0,5.0,0,1012.8,10.0,1014.2
0.4,56.0,35.0,79.0,38.0,8.0,7.0,0,1013.3,4.7,1015.6
4.2,52.0,26.0,74.0,17.0,5.0,1.0,1,1012.3,9.8,1015.2
0.2,46.0,7.0,50.0,25.0,5.0,7.0,0,1011.9,7.2,1014.3
0.2,41.0,7.0,72.0,23.0,7.0,3.0,0,1012.4,8.7,1013.6
0.0,30.0,6.0,51.0,25.0,0.0,1.0,0,1012.7,10.8,1015.4
0.0,56.0,31.0,51.0,26.0,0.0,0.0,0,1014.5,11.4,1015.4
0.0,46.0,20.0,52.0,27.0,0.0,0.0,0,1017.7,10.5,1020.2
0.0,46.0,20.0,66.0,37.0,1.0,4.0,0,1017.5,11.6,1020.2
0.0,37.0,9.0,60.0,24.0,0.0,0.0,0,1015.8,11.5,1018.9
0.0,41.0,28.0,38.0,15.0,3.0,1.0,0,1012.1,11.5,1015.1
0.0,44.156565656565654,19.0,26.0,12.0,1.0,5.0,0,1012.3,11.5,1014.6
0.0,37.0,20.0,64.0,8.0,1.0,7.0,0,1010.3,10.0,1014.0
0.0,83.0,19.0,10.0,6.0,5.0,7.0,0,1008.9,3.5,1010.2
0.0,54.0,20.0,64.0,24.0,1.0,1.0,0,1013.6,10.9,1015.1
0.0,35.0,9.0,48.0,16.0,1.0,1.0,0,1012.2,10.8,1015.1
0.0,35.0,19.0,43.0,35.0,7.0,7.0,0,1012.0,4.2,1014.7
0.8,46.0,17.0,49.0,26.0,1.0,1.0,0,1014.2,11.2,1016.1
0.0,50.0,26.0,74.0,33.0,1.0,0.0,0,1020.7,11.3,1021.0
0.0,43.0,17.0,52.0,20.0,0.0,0.0,0,1021.6,11.2,1024.9
0.0,31.0,6.0,27.0,10.0,0.0,0.0,0,1018.3,11.3,1021.5
0.0,31.0,7.0,16.0,8.0,1.0,1.0,0,1016.5,11.4,1019.1
0.0,44.156565656565654,9.0,20.0,5.0,1.0,2.0,0,1016.1,11.1,1018.9
0.0,35.0,9.0,16.0,10.0,3.0,5.0,0,1014.8,10.2,1017.2
0.0,44.156565656565654,11.0,25.0,13.0,0.0,0.0,0,1014.7,11.4,1017.0
0.0,52.0,4.0,29.0,15.0,0.0,0.0,0,1015.6,11.2,1017.9
0.0,61.0,35.0,70.0,23.0,7.0,1.0,0,1020.0,9.9,1021.4
0.0,50.0,20.0,59.0,30.0,7.0,0.0,0,1023.3,10.1,1025.9
0.0,44.0,26.0,61.0,31.0,1.0,1.0,0,1022.0,11.1,1026.0
0.0,50.0,22.0,43.0,25.0,1.0,0.0,0,1024.3,11.2,1027.0
0.0,43.0,24.0,46.0,24.0,0.0,0.0,0,1025.0,11.0,1028.9
0.0,30.0,9.0,50.0,21.0,1.0,2.0,0,1022.6,11.0,1026.3
0.0,28.0,11.0,47.0,13.0,1.0,1.0,0,1018.2,11.2,1021.4
0.0,39.0,13.0,32.0,16.0,4.0,6.0,0,1018.0,10.0,1020.6
0.0,28.0,6.0,29.0,12.0,1.0,1.0,0,1018.5,11.2,1021.4
0.0,33.0,11.0,19.0,12.0,1.0,1.0,0,1017.8,10.9,1021.1
0.0,39.0,9.0,26.0,12.0,1.0,1.0,0,1015.6,11.0,1019.7
0.0,67.0,13.0,45.0,36.0,7.0,7.0,0,1014.3,6.1,1016.5
1.0,43.0,13.0,61.0,29.0,1.0,1.0,0,1013.6,10.5,1016.5
0.0,33.0,13.0,55.0,26.0,2.0,3.0,0,1015.0,10.7,1017.7
0.0,31.0,15.0,52.0,26.0,1.0,0.0,0,1017.7,10.6,1019.8
0.0,31.0,13.0,60.0,19.0,0.0,0.0,0,1020.3,10.8,1023.2
0.0,33.0,17.0,48.0,25.0,2.0,7.0,0,1018.1,10.0,1022.8
0.0,26.0,2.0,48.0,26.0,7.0,7.0,0,1015.4,5.7,1019.0
0.0,37.0,19.0,47.0,20.0,7.0,1.0,0,1015.4,5.6,1018.2
0.0,43.0,22.0,23.0,14.0,1.0,1.0,0,1014.7,9.6,1018.6
0.0,69.0,31.0,30.0,68.0,7.0,8.0,0,1006.4,2.3,1011.2
1.4,67.0,37.0,81.0,47.0,7.0,7.0,1,1009.1,4.9,1009.3
0.0,87.0,41.0,78.0,51.0,8.0,6.0,0,1008.4,6.7,1011.5
0.2,46.0,26.0,65.0,43.0,3.0,6.0,0,1015.2,7.1,1015.9
0.0,48.0,28.0,70.0,38.0,1.0,2.0,0,1017.7,10.4,1020.6
0.0,31.0,15.0,82.0,49.0,5.0,6.0,0,1019.9,5.9,1023.2
0.2,28.0,13.0,73.0,42.0,1.0,2.0,0,1020.3,7.8,1022.7
0.0,17.0,6.0,50.0,32.0,6.0,7.0,0,1020.0,5.6,1022.9
0.0,28.0,11.0,44.0,28.0,1.0,1.0,0,1022.0,10.4,1024.7
0.0,33.0,13.0,71.0,40.0,1.0,4.0,0,1024.9,10.0,1027.1
0.0,35.0,7.0,63.0,36.0,7.0,3.0,0,1026.5,7.6,1028.7
0.0,30.0,15.0,57.0,25.0,0.0,1.0,0,1027.9,10.3,1030.8
0.0,26.0,6.0,52.0,24.0,7.0,6.0,0,1027.2,9.8,1030.9
0.0,35.0,13.0,61.0,35.0,3.0,2.0,0,1026.1,10.5,1029.5
0.0,43.0,17.0,65.0,34.0,1.0,5.0,0,1026.9,9.7,1029.5
0.0,37.0,19.0,64.0,34.0,0.0,1.0,0,1026.9,10.4,1030.5
0.0,28.0,13.0,66.0,37.0,1.0,1.0,0,1024.1,10.2,1028.0
0.0,26.0,13.0,66.0,40.0,1.0,3.0,0,1020.8,8.1,1024.2
0.0,31.0,9.0,62.0,33.0,1.0,3.0,0,1020.9,10.2,1023.4
0.0,33.0,17.0,61.0,31.0,1.0,7.0,0,1020.5,8.8,1023.8
0.0,30.0,20.0,75.0,30.0,1.0,1.0,0,1019.3,9.8,1022.7
0.0,39.0,19.0,80.0,38.0,1.0,5.0,0,1019.6,9.1,1022.3
0.0,43.0,19.0,77.0,54.0,1.0,7.0,0,1020.0,5.2,1022.0
0.0,35.0,19.0,84.0,48.0,6.0,4.0,0,1020.7,7.3,1023.0
0.0,26.0,7.0,82.0,56.0,6.0,7.0,0,1019.8,1.4,1023.1
0.0,19.0,11.0,75.0,45.0,7.0,8.0,0,1016.8,0.8,1020.9
4.0,17.0,2.0,91.0,60.0,8.0,7.0,1,1015.0,2.1,1017.4
0.0,37.0,22.0,68.0,35.0,0.0,1.0,0,1016.7,10.0,1018.9
0.0,43.0,26.0,77.0,38.0,0.0,1.0,0,1017.8,10.0,1021.2
0.0,44.0,24.0,63.0,32.0,1.0,1.0,0,1014.3,10.0,1018.8
0.0,52.0,37.0,59.0,30.0,7.0,7.0,0,1009.2,4.7,1012.4
0.0,37.0,11.0,62.0,40.0,8.0,8.0,0,1012.1,0.2,1014.9
18.0,33.0,17.0,92.0,53.0,1.0,4.0,1,1018.5,9.7,1018.9
0.0,22.0,9.0,88.0,46.0,1.0,1.0,0,1021.8,8.5,1023.8
0.0,31.0,9.0,88.0,37.0,1.0,3.0,0,1022.5,7.2,1024.9
0.0,24.0,13.0,82.0,45.0,1.0,5.0,0,1024.7,6.4,1026.4
0.0,24.0,11.0,67.0,41.0,5.0,5.0,0,1024.8,5.2,1027.2
0.0,26.0,9.0,65.0,45.0,6.0,8.0,0,1025.3,3.2,1027.1
0.0,30.0,15.0,70.0,40.0,5.0,5.0,0,1023.1,4.1,1025.8
0.0,28.0,11.0,79.0,46.0,7.0,7.0,0,1023.5,5.4,1026.0
0.0,22.0,13.0,82.0,45.0,1.0,7.0,0,1022.1,5.3,1024.8
0.0,28.0,13.0,85.0,36.0,7.0,7.0,0,1018.7,3.9,1022.2
0.0,30.0,9.0,59.0,28.0,1.0,1.0,0,1016.7,7.2,1020.6
0.2,44.0,17.0,81.0,64.0,8.0,8.0,0,1010.9,9.047932237169906,1015.1
5.0,52.0,22.0,87.0,66.0,3.0,2.0,1,1008.6,6.4,1010.1
0.2,48.0,26.0,88.0,59.0,2.0,2.0,0,1013.7,7.1,1015.2
0.2,46.0,30.0,94.0,53.0,4.0,7.0,0,1017.4,4.7,1018.8
0.0,54.0,31.0,78.0,51.0,1.0,4.0,0,1020.4,9.3,1021.8
0.0,22.0,9.0,89.0,47.0,7.0,6.0,0,1024.1,4.4,1025.6
0.0,39.0,24.0,64.0,40.0,4.0,1.0,0,1021.3,8.9,1025.8
0.0,56.0,37.0,43.0,32.0,7.0,7.0,0,1012.6,3.3,1018.9
0.2,46.0,28.0,69.0,31.0,1.0,1.0,0,1008.8,9.7,1011.3
0.0,56.0,33.0,68.0,56.0,6.0,6.0,0,1008.4,6.2,1009.0
0.0,46.0,31.0,88.0,49.0,5.0,5.0,0,1018.0,8.2,1017.2
0.0,28.0,11.0,82.0,49.0,1.0,5.0,0,1024.3,8.9,1025.7
0.0,19.0,7.0,80.0,48.0,1.0,4.0,0,1025.7,7.4,1028.8
0.0,20.0,2.0,71.0,30.0,1.0,3.0,0,1024.3,6.7,1027.7
0.0,44.0,30.0,56.0,29.0,1.0,1.0,0,1019.2,9.6,1024.4
0.0,50.0,17.0,50.0,30.0,7.0,1.0,0,1013.3,7.4,1015.5
0.2,30.0,17.0,55.0,29.0,1.0,6.0,0,1013.0,8.2,1016.0
0.0,43.0,26.0,61.0,24.0,1.0,1.0,0,1012.7,9.5,1015.6
0.0,44.0,28.0,49.0,30.0,0.0,1.0,0,1013.3,9.8,1015.7
0.0,30.0,13.0,83.0,42.0,2.0,5.0,0,1015.8,7.1,1018.0
0.0,41.0,20.0,54.0,90.0,6.0,8.0,0,1008.8,4.4,1012.9
7.4,52.0,31.0,94.0,83.0,2.0,7.0,1,1004.2,4.4,1005.0
0.6,22.0,13.0,97.0,61.0,8.0,5.0,0,1008.6,7.9,1010.1
0.0,44.0,30.0,80.0,33.0,6.0,1.0,0,1006.5,8.4,1008.7
0.0,52.0,31.0,75.0,35.0,1.0,7.0,0,1005.2,5.7,1010.0
0.0,98.0,48.0,35.0,16.0,3.0,1.0,0,1004.0,8.6,1000.9
0.0,46.0,28.0,50.0,37.0,1.0,3.0,0,1013.1,9.3,1014.3
0.0,52.0,35.0,82.0,46.0,1.0,6.0,0,1018.1,8.3,1018.8
0.0,44.0,28.0,80.0,49.0,3.0,1.0,0,1023.6,9.6,1024.3
0.0,22.0,11.0,98.0,60.0,8.0,7.0,0,1024.7,2.0,1027.5
0.0,22.0,2.0,66.0,61.0,7.0,8.0,0,1021.0,0.0,1023.8
0.0,30.0,9.0,70.0,67.0,8.0,8.0,0,1021.1,0.0,1022.9
0.0,31.0,13.0,56.0,39.0,7.0,7.0,0,1020.4,3.7,1023.3
0.0,30.0,11.0,47.0,30.0,1.0,1.0,0,1021.4,9.9,1023.8
0.0,33.0,17.0,44.0,20.0,1.0,6.0,0,1019.7,9.4,1023.4
0.0,59.0,41.0,50.0,20.0,7.0,7.0,0,1011.0,2.9,1017.3
3.0,46.0,26.0,88.0,42.0,7.0,4.0,1,1008.6,7.8,1010.5
0.0,37.0,19.0,83.0,34.0,1.0,1.0,0,1011.2,9.5,1013.2
0.0,57.0,28.0,81.0,54.0,1.0,6.0,0,1012.6,8.2,1014.3
0.4,63.0,43.0,87.0,61.0,7.0,6.0,0,1008.3,5.3,1010.8
5.8,37.0,26.0,93.0,62.0,1.0,5.0,1,1016.5,7.8,1016.9
0.6,26.0,11.0,93.0,45.0,1.0,2.0,0,1020.0,9.5,1021.3
0.0,44.0,26.0,81.0,37.0,7.0,3.0,0,1017.6,5.9,1021.5
0.0,37.0,17.0,61.0,29.0,1.0,1.0,0,1015.7,9.5,1018.9
0.0,44.0,26.0,59.0,22.0,1.0,0.0,0,1015.4,10.1,1019.7
0.0,57.0,28.0,24.0,7.0,0.0,0.0,0,1011.2,9.9,1015.8
0.0,52.0,19.0,27.0,25.0,1.0,1.0,0,1009.5,10.0,1011.5
0.0,57.0,37.0,46.0,32.0,0.0,2.0,0,1013.9,9.7,1013.7
0.0,24.0,4.0,86.0,35.0,1.0,1.0,0,1022.3,9.7,1024.0
0.0,41.0,17.0,47.0,23.0,0.0,0.0,0,1022.9,10.1,1025.5
0.0,57.0,28.0,31.0,17.0,1.0,2.0,0,1015.5,8.1,1021.3
1.6,57.0,37.0,79.0,47.0,7.0,5.0,1,1018.7,5.7,1016.0
0.0,31.0,19.0,79.0,45.0,0.0,5.0,0,1025.5,8.1,1027.4
0.0,28.0,15.0,91.0,45.0,1.0,5.0,0,1027.4,9.3,1029.7
0.0,44.156565656565654,15.0,90.0,53.0,1.0,5.0,0,1028.8,9.7,1030.9
0.0,31.0,19.0,90.0,54.0,7.0,7.0,0,1027.7,3.6,1030.7
0.2,44.156565656565654,7.0,94.0,47.0,5.0,7.0,0,1026.9,4.8,1029.2
0.0,26.0,6.0,57.0,36.0,1.0,1.0,0,1026.5,10.2,1029.9
0.0,35.0,20.0,56.0,27.0,0.0,0.0,0,1025.2,10.4,1028.2
0.0,22.0,9.0,55.0,25.0,0.0,1.0,0,1023.7,10.5,1026.8
0.0,31.0,15.0,63.0,31.0,7.0,7.0,0,1020.6,9.6,1023.4
0.0,52.0,31.0,43.0,15.0,1.0,1.0,0,1017.5,10.3,1021.1
0.0,57.0,37.0,32.0,12.0,0.0,0.0,0,1012.5,10.4,1017.6
0.0,48.0,22.0,49.0,24.0,1.0,0.0,0,1021.6,10.4,1022.5
0.0,41.0,20.0,39.0,14.0,0.0,1.0,0,1019.5,10.4,1023.7
0.0,50.0,31.0,28.0,11.0,7.0,5.0,0,1011.2,8.9,1016.6
0.0,57.0,33.0,68.0,30.0,1.0,3.0,0,1009.7,10.1,1010.5
0.0,31.0,20.0,69.0,34.0,1.0,5.0,0,1011.8,7.9,1013.8
0.0,26.0,13.0,53.0,35.0,0.0,1.0,0,1013.4,10.5,1016.3
0.0,43.0,26.0,57.0,23.0,7.0,1.0,0,1015.8,8.9,1018.8
0.0,37.0,22.0,55.0,19.0,0.0,0.0,0,1015.5,10.4,1020.2
0.0,81.0,33.0,32.0,13.0,1.0,3.0,0,1006.3,9.0,1012.7
0.8,61.0,37.0,54.0,10.0,1.0,1.0,0,1013.2,10.5,1012.7
0.0,26.0,6.0,63.0,37.0,0.0,2.0,0,1023.4,10.5,1024.5
0.0,44.0,30.0,49.0,19.0,1.0,5.0,0,1021.9,10.2,1026.5
0.0,52.0,20.0,27.0,39.0,6.0,7.0,0,1017.6,3.6,1020.8
0.8,39.0,24.0,47.0,15.0,3.0,1.0,0,1010.6,10.5,1017.6
0.0,63.0,17.0,50.0,57.0,7.0,7.0,0,1009.5,0.0,1010.9
2.0,39.0,26.0,94.0,64.0,7.0,7.0,1,1008.2,4.0,1010.1
0.0,59.0,30.0,67.0,23.0,1.0,1.0,0,1007.1,9.5,1011.1
0.0,78.0,43.0,71.0,19.0,6.0,1.0,0,1007.7,9.4,1011.5
0.0,56.0,37.0,57.0,36.0,1.0,6.0,0,1016.3,10.1,1018.1
0.0,24.0,13.0,61.0,23.0,1.0,0.0,0,1018.4,10.8,1022.3
0.0,41.0,11.0,43.0,23.0,0.0,3.0,0,1012.8,10.7,1017.3
0.4,52.0,24.0,68.0,61.0,8.0,7.0,0,1005.2,5.6,1012.5
1.2,65.0,37.0,79.0,33.0,7.0,6.0,1,1010.3,8.3,1009.8
0.0,37.0,19.0,61.0,28.40241448692153,0.0,5.0,0,1021.7,8.5,1023.6
0.0,33.0,20.0,69.0,35.0,0.0,4.0,0,1022.2,10.4,1025.7
0.0,31.0,9.0,65.0,24.0,1.0,1.0,0,1018.1,11.0,1023.1
0.0,59.0,31.0,24.0,12.0,7.0,5.0,0,1009.4,7.1,1014.8
0.0,54.0,30.0,50.0,26.0,1.0,1.0,0,1014.1,10.3,1016.6
0.0,46.0,20.0,69.0,38.0,4.0,6.0,0,1017.7,4.1,1019.8
0.0,46.0,22.0,46.0,20.0,0.0,0.0,0,1014.8,10.6,1020.0
0.0,56.0,31.0,18.0,14.0,3.0,2.0,0,1006.1,9.047932237169906,1008.1
0.0,54.0,28.0,63.0,33.0,6.0,6.0,0,1012.9,7.9,1013.9
0.2,28.0,4.0,75.0,30.0,1.0,1.0,0,1016.6,10.0,1020.5
0.0,28.0,9.0,45.0,23.0,3.0,3.0,0,1014.9,10.4,1018.8
0.0,44.0,17.0,27.0,11.0,0.0,0.0,0,1012.5,11.2,1016.8
0.0,76.0,43.0,5.0,28.40241448692153,1.0,1.0,0,1008.7,9.1,1013.1
0.0,72.0,46.0,2.0,3.0,1.0,6.0,0,1007.7,8.0,1012.3
0.0,48.0,28.0,29.0,15.0,1.0,0.0,0,1018.3,10.6,1019.6
0.0,33.0,6.0,38.0,15.0,0.0,1.0,0,1019.3,10.6,1023.9
0.0,37.0,24.0,14.0,13.0,1.0,1.0,0,1014.2,10.2,1019.9
0.0,70.0,39.0,9.0,34.0,6.0,7.0,0,1007.5,2.9,1011.5
11.8,48.0,19.0,79.0,49.0,5.0,4.0,1,1018.1,8.1,1018.6
0.0,44.0,20.0,65.0,32.0,1.0,5.0,0,1015.9,11.0,1021.5
0.2,37.0,17.0,55.0,25.0,1.0,1.0,0,1014.1,10.5,1016.4
0.0,35.0,9.0,47.0,22.0,7.0,6.0,0,1013.4,11.2,1017.6
0.4,115.0,63.0,58.0,6.0,4.0,8.0,0,997.3,4.2,1001.7
0.0,109.0,67.0,33.0,43.0,5.0,6.0,0,1002.0,9.1,999.5
0.0,56.0,24.0,57.0,29.0,1.0,1.0,0,1017.3,11.1,1018.9
0.0,48.0,24.0,43.0,17.0,0.0,0.0,0,1013.2,11.3,1019.6
0.0,100.0,57.0,49.0,39.0,3.0,6.0,0,1010.4,9.8,1010.1
0.0,70.0,31.0,51.0,26.0,1.0,3.0,0,1020.8,10.9,1021.4
0.0,52.0,17.0,48.0,31.0,4.0,1.0,0,1021.8,11.4,1026.2
0.0,28.0,4.0,57.0,27.0,1.0,1.0,0,1014.9,11.6,1021.4
0.0,61.0,35.0,25.0,8.0,6.0,8.0,0,1007.6,9.4,1012.9
0.0,76.0,44.0,5.0,1.0,5.0,7.0,0,1004.0,4.3,1006.7
2.2,44.0,19.0,90.0,85.0,8.0,8.0,1,1011.4,0.9,1013.5
9.8,59.0,24.0,74.0,44.0,6.0,6.0,1,1015.0,7.9,1015.9
0.0,33.0,17.0,57.0,36.0,7.0,3.0,0,1019.5,7.7,1022.0
0.0,43.0,15.0,57.0,25.0,0.0,1.0,0,1021.1,10.2,1022.8
0.0,41.0,11.0,72.0,31.0,1.0,1.0,0,1023.4,11.7,1025.7
0.0,46.0,9.0,60.0,31.0,3.0,7.0,0,1022.3,9.1,1025.1
0.0,35.0,15.0,52.0,20.0,0.0,0.0,0,1024.3,11.9,1025.6
0.0,35.0,13.0,40.0,18.0,1.0,2.0,0,1025.1,11.3,1027.6
0.0,30.0,6.0,38.0,12.0,2.0,2.0,0,1022.6,10.7,1025.7
0.0,54.0,13.0,25.0,9.0,2.0,6.0,0,1017.3,11.2,1022.0
0.0,63.0,43.0,13.0,4.0,8.0,8.0,0,1008.5,3.1,1014.4
0.4,70.0,46.0,55.0,20.0,5.0,6.0,0,1008.9,9.9,1012.4
0.0,72.0,43.0,67.0,29.0,7.0,7.0,0,1009.2,9.5,1009.9
0.0,52.0,28.0,66.0,29.0,5.0,1.0,0,1015.8,11.5,1016.4
0.0,56.0,31.0,64.0,19.0,6.0,2.0,0,1019.4,11.8,1020.2
0.0,44.0,20.0,53.0,25.0,1.0,1.0,0,1024.2,12.3,1026.2
0.0,39.0,19.0,67.0,28.0,1.0,0.0,0,1025.9,12.4,1028.6
0.0,33.0,7.0,48.0,16.0,0.0,0.0,0,1025.6,12.4,1028.7
0.0,44.0,22.0,20.0,8.0,0.0,0.0,0,1021.3,12.3,1025.5
0.0,39.0,20.0,13.0,4.0,0.0,2.0,0,1016.7,11.6,1019.9
0.0,35.0,2.0,58.0,19.0,7.0,7.0,0,1017.9,6.3,1019.6
0.0,41.0,9.0,47.0,9.0,2.0,4.0,0,1017.7,12.1,1019.7
0.0,37.0,17.0,32.0,8.0,6.0,7.0,0,1016.9,8.6,1019.9
0.0,65.0,4.0,17.0,10.0,7.0,7.0,0,1014.6,5.2,1017.5
0.0,65.0,39.0,57.0,19.0,5.0,1.0,0,1019.0,10.4,1020.3
0.0,52.0,24.0,46.0,14.0,0.0,0.0,0,1020.1,12.4,1024.2
0.0,39.0,24.0,43.0,18.0,0.0,1.0,0,1018.0,12.5,1021.4
0.0,44.0,20.0,35.0,23.0,3.0,3.0,0,1015.7,12.5,1020.1
0.0,37.0,19.0,37.0,19.0,1.0,3.0,0,1013.5,11.4,1016.6
0.0,33.0,11.0,25.0,16.0,1.0,6.0,0,1015.0,12.0,1016.4
0.0,41.0,9.0,40.0,13.0,2.0,5.0,0,1014.5,12.1,1017.5
0.0,46.0,20.0,19.0,11.0,2.0,7.0,0,1014.1,12.4,1017.5
0.0,72.0,31.0,15.0,9.0,5.0,7.0,0,1010.9,11.6,1015.4
0.8,56.0,30.0,54.0,26.0,7.0,1.0,0,1018.7,10.6,1019.9
0.0,44.0,22.0,59.0,16.0,0.0,0.0,0,1021.2,11.6,1023.6
0.0,39.0,17.0,49.0,16.0,0.0,0.0,0,1019.0,13.0,1022.8
0.0,37.0,9.0,29.0,10.0,0.0,1.0,0,1018.4,12.4,1020.5
0.0,44.0,17.0,9.0,3.0,1.0,1.0,0,1017.4,13.0,1020.5
0.0,48.0,17.0,16.0,8.0,0.0,0.0,0,1017.5,12.8,1020.4
0.0,43.0,15.0,24.0,15.0,0.0,1.0,0,1016.2,12.8,1019.2
