Rainfall,WindGustSpeed,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
0.0,30.0,7.0,78.0,60.0,3.0,3.0,0,9.9,11.4,8.0,1017.3,1014.5
0.6,37.0,24.0,96.0,62.0,7.0,7.0,0,9.6,10.8,4.4,1017.6,1017.9
1.2,39.0,13.0,73.0,88.0,7.0,7.0,1,7.7,10.0,1.3,1024.2,1024.1
1.0,28.0,15.0,82.0,47.0,6.0,2.0,0,10.7,11.5,2.4,1024.0,1019.4
0.0,28.0,15.0,93.0,48.0,5.0,1.0,0,10.6,11.1,8.3,1017.6,1013.5
0.0,35.0,19.0,73.0,54.0,7.0,5.0,0,13.4,14.1,8.3,1008.9,1003.8
1.0,33.0,2.0,85.0,68.0,4.0,6.0,0,11.4,13.1,4.8,993.8,991.7
0.0,57.0,31.0,69.0,55.0,6.0,5.0,0,10.8,12.0,3.9,1004.5,1006.2
0.0,33.0,13.0,71.0,52.0,1.0,1.0,0,12.6,15.2,9.3,1014.5,1013.0
0.0,35.0,7.0,74.0,41.0,1.0,1.0,0,15.0,15.9,9.3,1017.7,1017.4
0.0,35.0,15.0,74.0,43.0,2.0,2.0,0,16.0,16.2,8.6,1021.8,1020.0
0.0,28.0,9.0,72.0,50.0,5.0,5.0,0,12.9,14.3,8.5,1018.9,1017.6
0.0,20.0,15.0,76.0,63.0,5.0,3.0,0,12.2,12.9,8.4,1020.5,1019.2
0.0,24.0,9.0,84.0,70.0,7.0,6.0,0,11.7,13.2,2.2,1019.0,1015.6
0.4,28.0,17.0,70.0,51.0,1.0,2.0,0,10.9,13.1,8.6,1015.7,1013.3
0.0,22.0,9.0,85.0,66.0,6.0,7.0,0,9.9,10.4,2.1,1012.4,1011.8
0.0,50.0,9.0,78.0,53.0,1.0,5.0,0,10.5,12.7,9.1,1014.9,1012.5
0.4,63.0,28.0,71.0,46.0,8.0,3.0,0,8.3,11.9,5.1,1006.1,1004.7
3.0,78.0,31.0,62.0,44.0,7.0,7.0,1,10.5,11.1,3.6,1012.0,1009.4
15.0,57.0,26.0,77.0,73.0,7.0,7.0,1,8.8,11.1,5.0,1009.0,1007.7
1.8,44.0,15.0,78.0,63.0,4.0,6.0,1,8.5,9.5,6.6,1011.2,1010.2
5.6,61.0,22.0,67.0,65.0,8.0,6.0,1,9.1,10.0,5.6,1013.7,1015.7
3.2,33.0,17.0,73.0,84.0,2.0,6.0,1,8.3,12.3,5.8,1021.9,1020.8
1.0,56.0,22.0,71.0,48.0,2.0,4.0,0,12.0,13.5,8.3,1020.8,1018.2
0.0,91.0,43.0,51.0,35.0,7.0,4.0,0,15.4,17.2,5.1,1012.3,1005.6
0.8,39.0,13.0,70.0,36.0,1.0,4.0,0,12.7,13.1,8.6,1015.1,1011.7
0.2,54.0,20.0,56.0,61.0,1.0,6.0,0,7.5,11.6,7.2,1012.9,1015.9
5.2,28.0,13.0,66.0,40.0,1.0,2.0,1,11.8,12.7,9.5,1025.5,1023.4
0.0,50.0,4.0,65.0,57.0,2.0,6.0,0,13.0,14.0,8.7,1025.1,1023.8
0.0,33.0,9.0,63.0,45.0,2.0,5.0,0,13.4,15.5,6.580150990877634,1026.5,1024.7
0.0,35.0,15.0,64.0,41.0,1.0,1.0,0,15.3,15.5,8.8,1023.4,1018.4
0.0,37.0,11.0,61.0,51.0,8.0,8.0,0,13.4,13.8,0.1,1014.0,1012.4
0.0,26.0,13.0,64.0,48.0,5.0,6.0,0,14.8,16.2,6.9,1024.3,1024.2
0.0,22.0,13.0,70.0,53.0,1.0,1.0,0,13.5,13.8,10.6,1029.7,1027.5
0.0,31.0,11.0,73.0,49.0,0.0,3.0,0,14.8,16.6,8.0,1026.1,1022.0
0.0,52.0,22.0,74.0,43.0,7.0,7.0,0,16.6,17.5,4.4,1018.4,1011.2
1.0,54.0,15.0,66.0,40.0,7.0,6.0,0,15.9,19.5,5.9,997.1,997.2
0.0,63.0,28.0,48.0,48.0,7.0,2.0,0,13.3,13.7,5.7,1004.8,1006.2
1.6,74.0,28.0,70.0,32.0,3.0,3.0,1,9.9,12.6,8.9,1013.5,1021.7
0.0,33.0,13.0,60.0,47.0,1.0,4.0,0,10.9,14.0,10.2,1036.7,1036.2
0.0,31.0,9.0,66.0,32.0,0.0,1.0,0,15.0,15.4,10.6,1037.5,1032.9
0.0,39.0,15.0,55.0,36.0,1.0,2.0,0,15.3,17.2,7.5,1027.1,1021.7
0.0,37.0,19.0,57.0,28.0,1.0,5.0,0,18.9,19.2,9.9,1020.6,1016.0
0.0,50.0,11.0,68.0,60.0,7.0,7.0,0,10.7,16.1,2.9,1012.7,1012.8
0.4,52.0,20.0,58.0,58.0,6.0,7.0,0,9.1,10.6,8.2,1023.2,1024.0
0.8,31.0,9.0,46.0,52.0,2.0,5.0,0,10.5,12.1,8.4,1025.7,1023.0
0.0,28.0,13.0,66.0,48.0,3.0,7.0,0,15.0,16.1,6.8,1019.3,1015.6
0.8,52.0,20.0,51.0,43.0,5.0,4.0,0,18.2,20.0,10.4,1010.8,1005.9
0.8,87.0,39.0,75.0,43.0,7.0,7.0,0,18.4,18.9,5.4,999.7,993.7
2.2,93.0,54.0,50.0,38.0,7.0,7.0,1,20.0,21.0,6.580150990877634,997.8,995.4
0.0,87.0,31.0,44.0,46.0,7.0,7.0,0,14.9,20.0,9.3,986.3,989.3
0.4,83.0,39.0,48.0,31.0,6.0,3.0,0,15.5,16.0,8.1,988.0,984.0
1.4,59.0,13.0,60.0,60.0,5.0,5.0,1,8.4,11.1,8.9,1004.5,1012.6
0.2,43.0,17.0,55.0,37.0,7.0,6.0,0,16.5,16.8,9.3,1021.9,1018.1
0.0,47.530914826498424,20.0,49.0,42.0,2.0,6.0,0,17.6,18.7,9.1,1014.4,1007.9
0.0,67.0,22.0,42.0,36.0,3.0,5.0,0,20.3,21.4,8.4,1001.8,996.7
0.0,85.0,31.0,52.0,48.0,8.0,2.0,0,12.0,15.3,5.3,995.5,994.8
10.8,98.0,50.0,51.0,36.0,5.0,6.0,1,17.0,17.5,11.1,1003.6,998.3
0.0,80.0,7.0,50.0,88.0,8.0,8.0,0,8.9,16.5,7.4,992.1,994.7
1.2,70.0,22.0,39.0,38.0,1.0,5.0,1,12.8,14.4,9.5,1003.4,1007.7
0.2,54.0,20.0,58.0,39.0,7.0,7.0,0,15.5,16.8,6.1,1022.5,1021.9
0.0,47.530914826498424,39.0,36.0,18.0,4.0,2.0,0,21.9,22.6,10.0,1019.9,1012.5
0.0,106.0,24.0,42.0,62.0,8.0,7.0,0,11.9,18.2,1.5,1005.2,1007.7
3.0,39.0,20.0,57.0,39.0,6.0,5.0,1,14.8,16.0,5.8,1015.6,1010.1
0.0,72.0,31.0,53.0,45.0,7.0,7.0,0,16.2,16.9,5.5,1003.0,996.8
2.2,48.0,20.0,38.0,40.0,3.0,6.0,1,12.0,14.0,9.6,1012.1,1011.9
0.8,56.0,31.0,44.0,36.0,3.0,3.0,0,15.9,16.6,10.4,1010.0,1010.7
0.0,57.0,28.0,47.0,34.0,4.0,7.0,0,17.8,21.9,4.8,1011.9,1007.0
1.2,59.0,11.0,48.0,34.0,5.0,1.0,1,20.4,20.9,9.5,1002.9,1004.7
0.0,50.0,31.0,82.0,47.0,7.0,6.0,0,14.5,15.9,4.5,1003.7,1002.9
2.0,48.0,33.0,48.0,49.0,2.0,5.0,1,14.1,16.6,11.6,1012.2,1010.7
0.0,70.0,35.0,47.0,33.0,3.0,7.0,0,18.1,18.6,9.0,1010.5,1006.3
0.2,61.0,26.0,47.0,55.0,1.0,7.0,0,10.7,14.1,9.1,1003.7,1007.2
2.8,87.0,28.0,51.0,34.0,7.0,6.0,1,14.0,14.8,8.5,1002.2,1003.8
0.0,59.0,19.0,52.0,57.0,7.0,7.0,0,12.7,14.8,6.580150990877634,1011.9,1011.7
0.2,74.0,30.0,54.0,30.0,6.0,7.0,0,20.8,21.6,9.6,1016.7,1016.4
0.0,46.0,24.0,52.0,42.0,7.0,6.0,0,18.7,19.9,4.6,1021.2,1021.2
0.0,33.0,22.0,64.0,46.0,1.0,6.0,0,19.0,22.6,9.3,1024.3,1019.8
0.0,39.0,19.0,76.0,43.0,7.0,6.0,0,19.2,22.1,6.9,1016.2,1011.8
0.6,87.0,24.0,35.0,35.0,2.0,6.0,0,14.6,16.9,9.0,1003.8,1010.4
0.0,50.0,20.0,53.0,31.0,8.0,7.0,0,16.3,17.9,6.6,1019.3,1016.9
0.2,59.0,19.0,42.0,35.0,2.0,4.0,0,15.6,17.1,6.580150990877634,1016.3,1018.3
0.0,33.0,20.0,56.0,43.0,1.0,3.0,0,18.0,19.0,10.8,1020.9,1017.7
0.0,41.0,30.0,65.0,55.0,7.0,5.0,0,15.9,19.3,7.9,1019.3,1020.3
0.4,44.0,11.0,84.0,39.0,8.0,4.0,0,23.7,26.2,7.8,1019.3,1013.0
0.0,50.0,30.0,61.0,20.0,7.0,2.0,0,17.6,18.9,10.2,1015.1,1017.3
0.0,47.530914826498424,22.0,47.0,47.0,1.0,4.0,0,13.6,16.4,11.3,1025.1,1023.7
0.0,47.530914826498424,19.0,47.0,77.0,6.0,6.0,0,8.4,14.1,9.3,1020.7,1020.8
11.8,48.0,26.0,66.0,50.0,8.0,7.0,1,10.3,11.1,4.7,1031.9,1032.2
0.0,33.0,17.0,59.0,36.0,0.0,7.0,0,17.0,18.0,8.5,1028.6,1023.3
0.0,37.0,13.0,36.0,36.0,8.0,8.0,0,17.6,18.4,1.0,1017.1,1014.7
0.2,57.0,17.0,64.0,62.0,7.0,8.0,0,17.6,24.5,5.8,1013.8,1008.4
0.0,57.0,17.0,31.0,67.0,1.0,8.0,0,16.9,26.0,9.0,1004.9,1007.2
0.0,44.0,17.0,48.0,49.0,8.0,7.0,0,21.1,30.6,6.2,1002.3,1000.1
0.0,47.530914826498424,19.0,63.0,40.0,7.0,3.0,0,15.7,17.0,8.5,1017.4,1019.6
0.0,47.530914826498424,22.0,50.0,46.0,1.0,1.0,0,15.9,16.7,13.0,1027.3,1022.8
0.0,30.0,6.0,64.0,50.0,7.0,7.0,0,18.8,20.6,3.5,1016.9,1008.7
0.0,52.0,20.0,92.0,55.0,8.0,5.0,0,14.9,15.7,6.6,1002.7,1008.3
0.6,37.0,26.0,51.0,59.0,1.0,1.0,0,15.1,16.4,13.0,1023.3,1023.8
0.0,39.0,20.0,64.0,57.0,1.0,5.0,0,17.3,19.3,11.1,1021.2,1016.0
0.0,56.0,31.0,77.0,55.0,7.0,3.0,0,14.0,15.2,4.6,1010.1,1010.4
2.8,56.0,22.0,46.0,35.0,2.0,2.0,1,15.6,16.5,10.8,1019.5,1016.4
0.0,35.0,17.0,48.0,44.0,6.0,7.0,0,14.2,15.0,11.9,1013.2,1008.9
0.2,31.0,20.0,72.0,91.0,7.0,7.0,0,12.3,15.2,5.0,1006.5,1005.6
6.2,48.0,22.0,68.0,39.0,7.0,8.0,1,18.8,20.7,4.9,1008.9,1002.5
9.2,91.0,26.0,49.0,45.0,6.0,7.0,1,16.6,18.6,9.5,984.6,991.6
0.4,69.0,31.0,53.0,40.0,3.0,6.0,0,21.1,22.4,11.7,1007.4,1009.0
0.0,56.0,31.0,54.0,32.0,7.0,6.0,0,22.2,23.5,9.5,1015.5,1016.2
0.0,54.0,13.0,64.0,41.0,8.0,7.0,0,23.8,26.8,6.9,1019.6,1012.6
0.6,41.0,24.0,81.0,61.0,8.0,8.0,0,14.8,18.4,1.5,1017.6,1018.0
0.0,89.0,39.0,60.0,22.0,7.0,7.0,0,29.0,30.5,6.3,1008.9,1001.8
0.0,50.0,17.0,48.0,60.0,3.0,4.0,0,16.8,18.7,9.1,1005.0,1005.2
0.2,70.0,33.0,43.0,35.0,2.0,5.0,0,16.6,18.4,11.4,1006.7,1001.3
5.6,57.0,17.0,51.0,39.0,3.0,6.0,1,14.3,15.9,13.0,1015.1,1016.5
0.0,41.0,24.0,52.0,77.0,5.0,7.0,0,13.1,17.4,7.4,1017.7,1017.0
0.0,43.0,30.0,69.0,64.0,1.0,1.0,0,15.8,19.1,11.1,1014.8,1013.8
0.0,28.0,17.0,72.0,77.0,8.0,7.0,0,16.4,16.8,1.5,1017.1,1013.5
6.6,61.0,26.0,97.0,91.0,8.0,8.0,1,15.3,16.6,0.5,1001.2,993.4
6.8,48.0,22.0,51.0,88.0,2.0,8.0,1,11.8,19.1,6.3,994.4,991.5
19.8,54.0,24.0,58.0,59.0,7.0,8.0,1,14.2,15.4,0.1,996.3,998.3
1.2,54.0,28.0,64.0,53.0,7.0,7.0,1,14.9,15.9,2.3,1007.4,1005.8
0.6,56.0,31.0,76.0,48.0,7.0,6.0,0,12.7,14.2,5.5,1009.3,1011.3
0.2,33.0,20.0,60.0,59.0,7.0,7.0,0,12.9,14.5,8.9,1018.8,1019.3
0.0,35.0,22.0,58.0,47.0,1.0,1.0,0,20.3,20.9,13.6,1016.6,1011.6
0.0,46.0,19.0,48.0,90.0,7.0,7.0,0,13.9,18.3,7.0,1006.4,1002.6
6.8,48.0,26.0,94.0,83.0,8.0,8.0,1,11.5,13.4,0.0,1001.5,1005.1
5.6,39.0,15.0,60.0,66.0,8.0,8.0,1,10.8,12.8,0.0,1011.9,1010.8
0.0,50.0,11.0,66.0,45.0,7.0,6.0,0,17.3,19.5,8.8,1003.8,998.6
0.8,61.0,15.0,54.0,40.0,2.0,2.0,0,15.9,18.3,11.6,998.0,998.8
2.6,59.0,30.0,57.0,33.0,3.0,7.0,1,18.3,18.7,10.8,998.0,998.4
0.6,67.0,22.0,68.0,40.0,7.0,6.0,0,14.3,17.0,11.7,1001.3,1003.9
1.6,48.0,20.0,49.0,39.0,2.0,3.0,1,17.0,19.5,13.0,1016.6,1014.7
2.2,39.0,15.0,88.0,57.0,8.0,4.0,1,21.4,22.5,4.7,1008.6,1002.3
5.8,50.0,19.0,49.0,54.0,6.0,6.0,1,20.3,22.6,7.4,1001.1,997.9
0.0,52.0,20.0,44.0,38.0,5.0,6.0,0,17.4,19.1,10.9,1002.7,1004.3
0.0,39.0,15.0,50.0,31.0,7.0,6.0,0,20.0,20.9,9.2,1010.4,1007.3
0.0,56.0,20.0,52.0,37.0,7.0,7.0,0,19.2,20.3,1.1,1003.2,1000.6
1.0,35.0,22.0,45.0,50.0,2.0,4.0,0,14.1,16.2,11.8,1012.7,1012.5
0.0,39.0,26.0,45.0,60.0,1.0,1.0,0,13.8,16.8,10.4,1017.3,1016.9
0.0,39.0,20.0,55.0,54.0,7.0,7.0,0,18.0,19.8,9.1,1013.5,1010.5
2.2,52.0,20.0,91.0,85.0,8.0,8.0,1,14.8,15.7,0.0,1002.7,1000.9
11.4,57.0,33.0,78.0,63.0,7.0,6.0,1,14.4,15.0,7.8,1006.5,1007.6
0.0,31.0,17.0,56.0,48.0,6.0,7.0,0,17.9,18.3,8.6,1007.3,1004.7
0.0,37.0,22.0,55.0,77.0,6.0,7.0,0,16.1,19.8,7.5,1005.1,1005.1
2.6,39.0,22.0,57.0,54.0,6.0,5.0,1,14.5,15.9,8.6,1011.0,1009.8
0.0,50.0,17.0,65.0,65.0,6.0,7.0,0,17.0,19.0,3.0,1005.2,1000.9
7.8,52.0,31.0,52.0,46.0,6.0,2.0,1,15.1,18.2,8.6,1009.0,1011.7
0.0,31.0,17.0,55.0,47.0,7.0,2.0,0,19.8,21.4,8.7,1017.7,1016.7
0.0,39.0,26.0,64.0,64.0,1.0,1.0,0,19.0,20.7,12.9,1018.1,1015.5
0.0,104.0,50.0,46.0,27.0,7.0,4.0,0,28.4,29.9,7.0,1006.6,996.6
0.0,48.0,33.0,44.0,70.0,3.0,1.0,0,15.3,19.2,10.6,1009.3,1011.3
0.0,56.0,15.0,61.0,31.0,7.0,4.0,0,24.3,25.4,8.8,1014.7,1008.7
0.0,43.0,24.0,42.0,47.0,1.0,3.0,0,17.8,20.4,11.2,1013.0,1013.1
0.0,43.0,22.0,59.0,47.0,8.0,7.0,0,18.7,22.9,4.7,1009.9,1007.9
0.0,46.0,15.0,66.0,47.0,6.0,3.0,0,22.3,25.0,9.5,1004.0,998.8
0.0,87.0,39.0,44.0,31.0,7.0,7.0,0,22.1,25.5,9.2,992.4,992.6
0.0,76.0,33.0,38.0,34.0,1.0,5.0,0,19.0,20.5,11.1,998.7,999.4
0.2,50.0,17.0,63.0,50.0,6.0,5.0,0,17.2,20.5,6.0,991.3,991.6
0.4,57.0,20.0,42.0,28.0,5.0,4.0,0,19.6,19.8,9.8,994.9,994.6
2.8,76.0,22.0,48.0,32.0,1.0,6.0,1,17.0,17.5,8.6,992.2,996.2
0.2,50.0,20.0,45.0,61.0,4.0,4.0,0,12.7,16.1,10.6,1009.5,1013.0
0.4,41.0,22.0,64.0,44.0,8.0,5.0,0,17.9,20.1,2.9,1017.2,1014.7
0.0,37.0,22.0,47.0,40.0,1.0,4.0,0,20.4,22.9,13.3,1014.5,1011.3
0.0,80.0,39.0,46.0,37.0,3.0,7.0,0,23.8,24.9,3.3,1004.5,1000.1
0.0,65.0,31.0,38.0,33.0,1.0,5.0,0,24.3,26.0,13.6,1000.5,1000.5
0.0,52.0,24.0,46.0,58.0,5.0,5.0,0,17.0,22.7,8.3,1005.5,1004.0
0.0,70.0,35.0,45.0,44.0,5.0,7.0,0,14.6,17.8,10.6,1010.5,1013.7
0.8,41.0,13.0,42.0,35.0,6.0,3.0,0,17.3,17.9,5.8,1021.1,1019.2
0.0,43.0,28.0,48.0,47.0,4.0,6.0,0,18.0,24.2,10.8,1014.7,1011.3
0.0,50.0,17.0,62.0,38.0,6.0,4.0,0,22.0,25.2,8.7,1009.4,1005.5
1.0,35.0,26.0,54.0,53.0,6.0,3.0,0,17.7,20.1,12.2,1015.1,1017.0
0.0,50.0,17.0,47.0,22.0,1.0,1.0,0,30.3,33.5,13.1,1011.4,1006.1
0.0,52.0,28.0,53.0,61.0,1.0,3.0,0,19.5,25.9,12.9,1003.9,1007.3
0.0,65.0,35.0,66.0,31.0,7.0,3.0,0,22.1,23.5,9.1,1006.6,1003.9
2.8,67.0,39.0,64.0,49.0,6.0,5.0,1,14.5,15.8,7.0,1005.5,1008.6
0.6,56.0,22.0,48.0,51.0,6.0,4.0,0,17.1,20.1,8.6,1021.4,1020.4
0.0,41.0,6.0,51.0,38.0,5.0,6.0,0,22.2,23.3,8.9,1018.4,1016.5
0.2,56.0,20.0,78.0,39.0,7.0,7.0,0,22.5,23.2,3.7,1013.5,1009.0
0.0,54.0,13.0,83.0,48.0,7.0,7.0,0,22.3,28.4,5.6,1006.1,1000.8
0.0,43.0,26.0,40.0,54.0,1.0,3.0,0,20.4,24.5,12.0,1007.1,1004.5
0.0,124.0,50.0,39.0,44.0,7.0,7.0,0,22.6,28.4,7.8,987.2,985.3
0.6,57.0,24.0,41.0,23.0,2.0,7.0,0,23.8,25.7,10.8,1002.3,999.8
0.2,59.0,24.0,39.0,29.0,6.0,2.0,0,19.4,21.2,9.4,995.9,1002.8
0.0,52.0,7.0,47.0,36.0,4.0,4.0,0,22.9,27.4,10.2,1013.5,1012.4
0.0,48.0,30.0,47.0,57.0,5.0,6.0,0,18.3,22.3,12.1,1019.4,1022.4
0.0,44.0,26.0,55.0,45.0,1.0,0.0,0,24.7,28.9,13.4,1019.1,1014.3
0.0,31.0,19.0,70.0,58.0,1.0,6.0,0,21.9,23.7,10.7,1013.9,1012.4
0.0,31.0,15.0,64.0,45.0,7.0,8.0,0,26.0,28.2,4.1,1011.7,1008.6
0.4,48.0,28.0,56.0,70.0,3.0,3.0,0,21.7,31.1,11.7,1008.7,1011.1
0.0,39.0,22.0,84.0,74.0,5.0,7.0,0,17.8,23.1,4.0,1015.8,1018.0
0.0,33.0,22.0,58.0,43.0,6.0,1.0,0,19.8,20.5,10.9,1026.3,1023.4
0.6,50.0,13.0,85.0,64.0,8.0,7.0,0,19.3,20.6,2.3,1016.2,1014.2
0.4,30.0,20.0,70.0,57.0,8.0,3.0,0,18.9,20.1,3.7,1019.1,1017.1
0.0,31.0,22.0,62.0,49.0,1.0,1.0,0,24.3,24.4,12.8,1013.4,1010.5
0.0,54.0,22.0,47.0,34.0,0.0,4.0,0,28.0,30.1,12.4,1001.5,1002.3
0.0,35.0,24.0,66.0,54.0,7.0,2.0,0,20.7,22.2,8.1,1011.2,1007.3
0.6,43.0,19.0,83.0,59.0,8.0,7.0,0,25.5,26.0,1.9,1004.3,999.4
2.0,70.0,28.0,34.0,31.0,2.0,7.0,1,20.9,23.3,4.2,1005.1,1007.4
0.0,46.0,20.0,41.0,44.0,3.0,5.0,0,15.5,18.2,9.9,1015.6,1015.1
0.0,52.0,24.0,54.0,75.0,5.0,7.0,0,11.9,17.3,7.2,1017.2,1017.4
0.0,48.0,22.0,54.0,69.0,7.0,7.0,0,13.7,16.3,4.3,1019.4,1019.5
2.0,44.0,31.0,56.0,51.0,6.0,7.0,1,15.0,16.3,7.0,1026.4,1027.9
0.0,30.0,19.0,60.0,41.0,1.0,1.0,0,19.1,19.8,11.6,1032.9,1030.2
0.0,37.0,22.0,60.0,52.0,0.0,1.0,0,19.0,20.6,11.7,1027.7,1024.6
0.0,41.0,20.0,59.0,67.0,7.0,7.0,0,15.0,18.8,6.7,1023.6,1024.8
0.0,50.0,9.0,65.0,50.0,8.0,5.0,0,19.2,19.5,5.6,1026.8,1024.6
0.0,30.0,19.0,63.0,43.0,4.0,1.0,0,21.5,22.5,11.0,1023.0,1020.7
0.0,33.0,24.0,63.0,63.0,1.0,6.0,0,20.9,23.2,8.8,1018.6,1015.5
0.0,30.0,24.0,62.0,55.0,3.0,1.0,0,21.5,22.6,9.2,1011.3,1008.9
0.0,35.0,19.0,75.0,68.0,8.0,4.0,0,19.3,19.8,4.2,1010.8,1010.7
5.6,54.0,28.0,72.0,64.0,1.0,5.0,1,18.3,23.3,12.1,1016.4,1015.9
0.0,37.0,22.0,57.0,45.0,3.0,1.0,0,18.2,18.9,12.0,1020.5,1018.4
0.0,100.0,17.0,56.0,37.0,6.0,6.0,0,25.6,27.9,7.9,1011.8,1006.5
33.0,74.0,22.0,84.0,87.0,4.0,8.0,1,14.3,16.8,2.3,1002.8,1006.1
14.2,52.0,20.0,82.0,79.0,7.0,7.0,1,16.7,18.0,1.2,1017.2,1019.8
0.8,26.0,13.0,84.0,61.0,7.0,7.0,0,18.6,19.7,5.3,1023.8,1022.2
0.0,44.0,19.0,67.0,33.0,7.0,6.0,0,24.9,26.8,7.3,1014.7,1010.7
0.0,35.0,26.0,85.0,68.0,6.0,4.0,0,18.4,20.1,6.5,1010.7,1010.4
0.2,37.0,13.0,67.0,45.0,5.0,5.0,0,18.7,20.3,5.2,1012.2,1012.2
0.0,37.0,13.0,71.0,75.0,8.0,7.0,0,16.4,19.2,0.0,1019.8,1018.1
0.0,80.0,30.0,68.0,49.0,7.0,8.0,0,24.2,25.0,1.1,1007.5,999.1
2.0,89.0,50.0,47.0,48.0,1.0,5.0,1,15.8,18.4,8.7,995.6,991.9
3.6,61.0,31.0,69.0,68.0,5.0,6.0,1,11.5,13.7,4.4,1008.8,1012.1
0.4,52.0,20.0,59.0,42.0,6.0,4.0,0,18.8,19.9,7.2,1011.2,1008.7
0.0,50.0,15.0,60.0,44.0,7.0,6.0,0,15.9,16.9,7.3,1007.7,1008.4
0.2,41.0,20.0,51.0,52.0,2.0,4.0,0,15.2,16.7,10.5,1020.7,1022.1
0.0,33.0,20.0,66.0,50.0,6.0,5.0,0,16.7,17.9,9.5,1024.7,1022.7
0.0,31.0,17.0,76.0,56.0,8.0,1.0,0,17.0,17.7,10.1,1026.0,1025.5
0.2,28.0,17.0,75.0,61.0,3.0,1.0,0,19.8,21.0,8.5,1027.2,1024.3
0.0,31.0,17.0,78.0,45.0,1.0,6.0,0,22.0,23.1,8.7,1021.0,1017.9
0.0,30.0,20.0,66.0,45.0,3.0,1.0,0,24.9,25.3,3.8,1015.3,1012.5
0.0,67.0,13.0,78.0,78.0,6.0,8.0,0,16.9,22.3,3.5,1007.1,1002.5
36.4,48.0,17.0,65.0,38.0,4.0,3.0,1,19.5,20.4,8.4,1000.0,999.5
13.4,56.0,19.0,88.0,66.0,7.0,6.0,1,16.7,19.7,4.9,1000.2,1001.8
5.2,50.0,15.0,58.0,60.0,2.0,4.0,1,18.3,19.9,6.1,1011.4,1011.9
0.0,37.0,13.0,63.0,56.0,6.0,5.0,0,16.6,17.6,3.3,1014.0,1011.9
0.0,46.0,13.0,63.0,40.0,1.0,5.0,0,23.5,26.5,10.7,1009.6,1008.8
0.0,28.0,17.0,82.0,62.0,7.0,2.0,0,19.9,20.2,8.3,1017.2,1015.5
0.0,31.0,15.0,82.0,51.0,1.0,1.0,0,23.7,24.0,10.6,1012.9,1009.0
4.0,33.0,17.0,91.0,83.0,8.0,8.0,1,17.3,19.4,11.2,1011.9,1013.1
