Rainfall,WindGustSpeed,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
0.0,26.0,9.0,24.0,8.0,1.0,0.0,0,36.8,39.0,13.3,1012.5,1008.8
0.0,46.0,20.0,19.0,4.0,0.0,5.0,0,41.3,42.3,12.9,1007.1,1005.2
0.0,54.0,11.0,44.0,18.0,2.0,1.0,0,34.5,36.7,12.7,1010.7,1007.0
0.8,78.0,31.0,63.0,8.0,7.0,2.0,0,37.1,38.3,10.3,1002.8,1000.8
0.0,41.0,15.0,41.0,24.0,0.0,0.0,0,33.3,36.4,12.8,1008.3,1003.8
0.0,39.0,13.0,53.0,24.0,7.0,3.0,0,27.1,30.3,12.2,1011.5,1011.9
0.0,30.0,9.0,36.0,12.0,0.0,0.0,0,32.4,34.7,13.4,1017.3,1015.8
0.0,35.0,17.0,38.0,9.0,0.0,0.0,0,35.7,38.0,13.4,1018.6,1016.1
0.0,26.0,11.0,28.0,8.0,1.0,3.0,0,40.0,41.5,12.3,1014.9,1011.9
0.0,50.0,13.0,23.0,14.0,1.0,3.0,0,42.4,43.7,13.2,1011.0,1008.4
0.0,44.0,19.0,22.0,11.0,1.0,1.0,0,42.3,42.8,13.2,1011.9,1009.7
0.0,35.0,11.0,18.0,12.0,0.0,1.0,0,41.9,43.3,13.1,1011.5,1008.7
0.0,33.0,9.0,20.0,9.0,6.0,5.0,0,42.4,44.1,9.8,1011.8,1009.2
0.0,33.0,13.0,42.0,11.0,1.0,4.0,0,41.5,42.9,10.2,1012.3,1009.3
0.0,24.0,20.0,50.0,13.0,5.0,4.0,0,41.6,42.6,9.1,1009.8,1007.0
0.0,31.0,11.0,46.0,22.0,1.0,1.0,0,38.2,40.1,12.1,1009.5,1006.1
0.0,35.0,19.0,37.0,13.0,1.0,0.0,0,39.6,40.9,13.0,1007.0,1003.7
0.0,44.0,19.0,41.0,12.0,0.0,0.0,0,39.5,41.1,13.0,1006.4,1004.5
0.0,33.0,15.0,38.0,12.0,0.0,0.0,0,41.4,43.1,12.9,1008.4,1005.2
0.0,56.0,31.0,11.0,10.0,0.0,2.0,0,46.1,46.7,11.7,1004.4,1002.9
0.0,44.0,17.0,44.0,22.0,1.0,1.0,0,33.5,34.6,12.4,1011.0,1010.3
0.0,46.0,24.0,49.0,19.0,1.0,3.0,0,24.1,26.6,12.2,1016.7,1014.5
0.0,48.0,24.0,49.0,19.0,1.0,1.0,0,22.2,24.5,12.8,1018.7,1016.4
0.0,52.0,28.0,57.0,20.0,0.0,0.0,0,22.8,24.6,12.6,1020.1,1017.3
0.0,48.0,24.0,60.0,22.0,1.0,1.0,0,24.7,27.3,12.6,1019.9,1016.8
0.0,50.0,28.0,54.0,35.0,4.0,5.0,0,25.0,26.9,6.6,1020.6,1018.6
0.0,39.0,24.0,46.0,29.0,1.0,4.0,0,28.0,30.3,11.4,1020.4,1017.3
0.0,33.0,15.0,51.0,20.0,7.0,7.0,0,30.4,31.1,4.2,1015.3,1013.3
0.0,43.0,24.0,45.0,21.0,5.0,2.0,0,30.8,32.4,11.6,1015.7,1013.2
0.0,41.0,26.0,47.0,19.0,5.0,1.0,0,31.2,33.2,10.2,1013.8,1011.8
0.0,31.0,19.0,48.0,23.0,2.0,6.0,0,30.8,32.6,9.2,1011.6,1008.6
0.0,50.0,19.0,36.0,14.0,0.0,2.0,0,35.1,36.2,11.3,1008.7,1007.1
0.0,33.0,19.0,69.0,28.0,7.0,3.0,0,27.3,30.2,7.6,1014.8,1013.6
0.0,43.0,22.0,57.0,28.0,0.0,0.0,0,26.7,28.8,12.3,1018.4,1015.4
0.0,33.0,11.0,63.0,22.0,0.0,1.0,0,28.8,30.9,12.0,1016.5,1013.5
0.0,57.0,24.0,29.0,8.0,3.0,7.0,0,35.3,36.4,10.8,1012.5,1010.6
0.0,41.0,20.0,52.0,15.0,0.0,3.0,0,26.0,28.6,12.3,1018.9,1016.6
0.0,39.0,11.0,48.0,16.0,0.0,2.0,0,28.2,30.6,12.1,1019.0,1016.8
0.0,22.0,4.0,49.0,13.0,1.0,7.0,0,32.1,34.0,11.0,1017.0,1014.2
0.0,43.0,15.0,16.0,6.0,1.0,3.0,0,37.7,39.5,10.4,1012.4,1010.1
0.0,37.0,20.0,69.0,21.0,1.0,1.0,0,27.7,30.3,12.2,1013.8,1012.1
0.0,31.0,7.0,53.0,28.0,7.0,7.0,0,24.2,26.4,5.5,1015.1,1013.8
0.0,26.0,13.0,42.0,31.0,7.0,8.0,0,25.1,28.1,1.1,1013.3,1012.6
0.6,63.0,24.0,37.0,16.0,7.0,7.0,0,35.9,37.6,0.3,1005.7,1003.2
1.2,57.0,30.0,66.0,27.0,0.0,6.0,1,22.4,23.4,0.7,1019.4,1018.2
0.0,43.0,22.0,61.0,41.0,4.0,7.0,0,21.9,24.6,8.8,1021.2,1018.7
0.0,28.0,15.0,76.0,33.0,1.0,0.0,0,23.0,25.2,10.3,1019.0,1015.7
0.0,28.0,6.0,66.0,32.0,1.0,7.0,0,25.5,27.5,11.1,1016.7,1014.9
0.0,33.0,13.0,57.0,30.0,3.0,1.0,0,26.6,28.7,10.9,1018.4,1016.6
0.0,26.0,9.0,53.0,17.0,1.0,0.0,0,30.4,32.0,11.5,1018.7,1015.3
0.0,35.0,11.0,39.0,87.0,8.0,8.0,0,20.6,22.4,0.4,1016.9,1016.9
7.0,41.0,20.0,86.0,45.0,6.0,7.0,1,28.9,29.4,6.1,1017.0,1014.1
1.2,31.0,7.0,95.0,73.0,7.0,7.0,1,23.1,26.2,2.0,1016.4,1014.8
14.0,24.0,11.0,92.0,41.0,1.0,3.0,1,29.3,30.3,11.0,1015.9,1013.4
0.0,50.0,30.0,67.0,42.0,7.0,6.0,0,26.7,27.6,8.3,1010.3,1010.7
0.0,41.0,19.0,63.0,37.0,2.0,7.0,0,20.2,21.4,7.2,1017.8,1015.4
0.0,33.0,17.0,86.0,50.0,6.0,7.0,0,20.1,21.7,1.8,1017.2,1016.0
0.0,30.0,13.0,84.0,42.0,0.0,1.0,0,21.6,23.1,11.4,1019.5,1017.6
0.0,26.0,15.0,58.0,20.0,0.0,6.0,0,26.6,28.3,8.8,1017.1,1014.1
0.0,31.0,15.0,41.0,13.0,1.0,0.0,0,32.9,34.3,11.3,1014.5,1012.0
0.0,28.0,13.0,67.0,16.0,1.0,1.0,0,32.8,33.9,11.1,1015.4,1012.5
0.0,50.0,24.0,31.0,8.0,1.0,5.0,0,36.4,37.7,9.0,1012.3,1009.8
0.0,41.0,13.0,76.0,33.0,7.0,2.0,0,26.9,28.6,10.3,1015.1,1012.8
0.0,26.0,11.0,77.0,29.0,1.0,0.0,0,25.2,27.0,11.1,1017.2,1014.7
0.0,35.0,0.0,51.0,28.0,2.0,7.0,0,28.1,28.6,4.8,1016.6,1014.8
0.0,39.0,20.0,45.0,23.0,7.0,1.0,0,32.0,33.0,9.7,1015.8,1014.4
0.0,39.0,20.0,70.0,36.0,3.0,1.0,0,26.9,28.4,11.2,1021.1,1020.8
0.0,31.0,17.0,67.0,17.0,0.0,1.0,0,24.4,26.3,11.0,1027.0,1024.5
0.0,20.0,7.0,49.0,21.0,1.0,1.0,0,28.0,28.8,10.9,1024.2,1021.1
0.0,26.0,9.0,41.0,10.0,1.0,3.0,0,30.0,31.5,11.1,1021.7,1019.2
0.0,30.0,11.0,36.0,10.0,1.0,1.0,0,30.9,31.8,11.0,1021.9,1019.2
0.0,31.0,13.0,45.0,21.0,0.0,1.0,0,31.3,32.1,10.9,1020.5,1017.8
0.0,41.0,19.0,51.0,23.0,0.0,0.0,0,31.1,32.0,10.2,1020.6,1017.5
0.0,28.0,7.0,58.0,30.0,1.0,1.0,0,32.5,33.2,10.7,1019.1,1016.2
0.0,44.0,20.0,80.0,37.0,6.0,6.0,0,22.8,24.1,8.7,1018.2,1017.7
0.0,35.0,19.0,72.0,32.0,0.0,0.0,0,19.8,21.7,10.8,1025.3,1023.3
0.0,37.0,19.0,66.0,38.0,3.0,4.0,0,22.7,23.5,10.7,1023.7,1019.7
0.0,43.0,22.0,56.0,25.0,0.0,0.0,0,18.7,19.7,10.6,1028.1,1025.1
0.0,39.0,22.0,66.0,30.0,0.0,0.0,0,21.3,22.1,10.6,1030.1,1026.0
0.0,28.0,15.0,77.0,34.0,0.0,0.0,0,22.4,23.1,10.8,1027.7,1023.6
0.0,19.0,7.0,58.0,27.0,1.0,1.0,0,25.9,26.5,10.7,1022.2,1017.7
0.0,26.0,7.0,59.0,23.0,1.0,7.0,0,24.7,25.2,10.2,1020.6,1018.7
0.0,20.0,9.0,54.0,19.0,2.0,1.0,0,25.9,26.7,10.5,1023.2,1020.5
0.0,20.0,13.0,34.0,11.0,1.0,4.0,0,27.4,27.9,10.6,1023.0,1019.9
0.0,24.0,9.0,32.0,10.0,1.0,1.0,0,28.3,28.9,10.8,1021.1,1016.8
0.0,41.0,22.0,34.0,11.0,0.0,1.0,0,29.8,30.5,10.9,1015.7,1011.5
0.0,50.0,17.0,61.0,28.0,7.0,1.0,0,21.3,21.9,10.5,1013.9,1013.5
0.0,35.0,15.0,53.0,33.0,3.0,0.0,0,20.9,21.7,10.3,1016.9,1013.6
0.0,26.0,11.0,69.0,42.0,1.0,5.0,0,22.5,24.1,9.4,1020.0,1018.1
0.0,33.0,17.0,67.0,38.0,1.0,1.0,0,22.6,23.2,10.4,1024.2,1021.7
0.0,31.0,17.0,78.0,39.0,0.0,0.0,0,23.6,24.5,10.6,1023.8,1019.7
0.0,22.0,13.0,58.0,25.0,0.0,0.0,0,25.9,26.1,10.4,1021.6,1018.0
0.0,35.0,9.0,45.0,27.0,3.0,6.0,0,24.8,24.9,9.9,1022.8,1019.1
0.0,19.0,13.0,53.0,26.0,1.0,1.0,0,25.4,26.0,10.6,1022.1,1018.4
0.0,46.0,24.0,43.0,29.0,5.0,7.0,0,25.9,26.9,5.6,1016.0,1010.4
8.0,43.0,15.0,93.0,78.0,7.0,7.0,1,16.3,17.9,3.3,1002.9,1002.3
0.4,63.0,35.0,90.0,54.0,8.0,5.0,0,20.3,21.0,3.3,1006.0,1000.0
5.8,54.0,28.0,73.0,67.0,7.0,7.0,1,13.0,15.6,5.8,1009.3,1010.1
0.4,52.0,24.0,90.0,72.0,8.0,4.0,0,17.6,18.9,4.8,1014.9,1012.2
7.2,26.0,11.0,83.0,45.0,1.0,5.0,1,14.8,15.2,8.5,1023.3,1021.8
0.0,19.0,11.0,75.0,40.0,1.0,6.0,0,15.8,16.4,8.2,1024.1,1021.5
0.0,20.0,9.0,68.0,38.0,0.0,1.0,0,18.3,18.5,9.6,1024.4,1021.6
0.0,24.0,15.0,61.0,40.0,6.0,4.0,0,21.3,21.8,7.7,1024.6,1022.0
0.4,28.0,11.0,97.0,58.0,8.0,5.0,0,17.8,18.8,4.1,1027.0,1025.1
0.2,24.0,13.0,82.0,35.0,1.0,0.0,0,19.0,19.5,9.2,1029.7,1027.4
0.0,28.0,11.0,78.0,48.0,1.0,1.0,0,18.4,18.8,9.0,1031.8,1029.4
0.0,22.0,9.0,88.0,47.0,6.0,7.0,0,18.9,19.1,7.6,1032.1,1028.7
0.0,28.0,13.0,85.0,43.0,2.0,1.0,0,18.4,18.7,9.8,1029.7,1025.8
0.0,33.0,17.0,83.0,47.0,4.0,1.0,0,17.1,17.7,9.0,1029.8,1027.6
0.0,31.0,17.0,82.0,45.0,0.0,0.0,0,18.0,18.3,9.9,1031.4,1027.8
0.0,28.0,17.0,91.0,55.0,7.0,5.0,0,17.0,18.0,9.9,1028.3,1024.5
0.0,26.0,15.0,88.0,40.0,0.0,0.0,0,19.5,20.1,10.0,1025.0,1021.7
0.2,24.0,11.0,71.0,33.0,0.0,1.0,0,21.1,21.7,9.8,1023.9,1021.2
0.0,22.0,13.0,79.0,39.0,1.0,6.0,0,19.3,19.5,8.9,1023.4,1020.4
0.0,28.0,15.0,84.0,47.0,2.0,7.0,0,18.4,19.7,5.0,1021.2,1017.7
0.0,31.0,20.0,89.0,48.0,7.0,5.0,0,18.9,19.1,5.7,1018.8,1016.2
0.0,44.0,24.0,77.0,44.0,1.0,7.0,0,20.5,20.8,5.5,1017.9,1014.8
0.0,43.0,20.0,82.0,54.0,7.0,6.0,0,19.3,19.5,5.3,1018.1,1017.5
0.0,20.0,6.0,86.0,54.0,5.0,7.0,0,18.0,18.5,4.3,1024.0,1021.4
0.0,26.0,13.0,77.0,46.0,7.0,7.0,0,17.7,18.3,7.1,1023.2,1018.9
0.0,46.0,24.0,65.0,49.0,7.0,7.0,0,19.8,21.9,4.2,1017.7,1015.6
0.0,35.0,19.0,88.0,57.0,7.0,7.0,0,18.9,19.4,1.2,1019.6,1018.1
0.6,39.0,20.0,61.0,34.0,1.0,1.0,0,22.8,23.0,2.7,1023.0,1020.0
0.0,37.0,20.0,64.0,36.0,1.0,0.0,0,22.4,22.7,8.5,1022.4,1017.5
0.0,43.0,20.0,71.0,52.0,7.0,7.0,0,20.2,20.6,1.0,1017.7,1015.2
0.0,41.0,20.0,70.0,50.0,7.0,7.0,0,22.1,22.8,4.6,1019.2,1016.9
5.8,41.0,13.0,93.0,68.0,8.0,5.0,1,19.2,19.8,2.9,1017.2,1016.0
2.2,22.0,11.0,100.0,62.0,8.0,6.0,1,16.3,17.2,4.4,1023.1,1021.6
0.0,26.0,17.0,97.0,53.0,1.0,5.0,0,16.5,17.1,8.0,1024.5,1022.3
0.0,31.0,15.0,96.0,49.0,1.0,7.0,0,13.3,13.9,5.8,1026.9,1025.4
0.0,28.0,15.0,95.0,51.0,2.0,7.0,0,14.1,14.4,7.6,1027.2,1025.0
0.0,33.0,20.0,88.0,36.0,1.0,1.0,0,17.3,17.6,8.4,1029.3,1027.1
0.0,30.0,11.0,66.0,72.0,7.0,8.0,0,13.3,14.5,0.6,1029.3,1026.2
10.2,24.0,7.0,99.0,93.0,8.0,8.0,1,14.0,14.2,0.0,1025.3,1022.9
2.4,22.0,13.0,100.0,81.0,8.0,7.0,1,15.4,16.0,0.5,1024.7,1022.2
0.4,20.0,9.0,100.0,76.0,0.0,6.0,0,14.8,16.1,3.1,1020.9,1018.2
0.0,19.0,6.0,94.0,55.0,1.0,3.0,0,16.8,17.2,7.7,1019.7,1017.0
0.0,20.0,9.0,93.0,54.0,0.0,4.0,0,16.3,17.7,8.7,1017.7,1015.0
6.0,31.0,13.0,96.0,65.0,7.0,7.0,1,15.0,16.3,3.8,1011.2,1006.5
2.8,33.0,20.0,96.0,68.0,7.0,7.0,1,15.0,15.4,5.8,1008.6,1007.7
0.0,48.0,17.0,90.0,67.0,5.0,4.0,0,13.1,15.1,6.5,1012.7,1011.2
1.0,54.0,20.0,88.0,69.0,3.0,1.0,0,13.7,14.6,7.3,1013.2,1013.7
0.6,26.0,15.0,85.0,45.0,0.0,5.0,0,11.4,12.2,9.6,1024.6,1024.3
0.0,46.0,9.0,95.0,45.0,1.0,5.0,0,12.5,12.9,8.5,1027.6,1024.9
0.0,39.0,24.0,79.0,49.0,8.0,8.0,0,10.9,11.6,2.0,1023.0,1018.8
0.0,39.0,17.0,65.0,35.0,8.0,1.0,0,16.9,17.0,6.5,1011.0,1007.1
0.0,37.0,26.0,76.0,39.0,7.0,1.0,0,16.8,17.0,5.7,1008.7,1006.0
7.6,37.0,20.0,93.0,63.0,7.0,7.0,1,13.9,14.3,4.4,1010.2,1013.6
0.0,17.0,9.0,95.0,55.0,0.0,0.0,0,15.7,15.9,8.9,1023.5,1023.3
0.0,19.0,9.0,100.0,58.0,0.0,1.0,0,15.3,15.7,7.4,1028.8,1026.6
0.2,22.0,6.0,91.0,49.0,2.0,1.0,0,16.6,16.6,8.4,1028.9,1027.0
0.2,22.0,13.0,95.0,45.0,3.0,2.0,0,17.0,17.2,9.0,1027.0,1023.3
0.0,35.0,22.0,87.0,65.0,7.0,7.0,0,15.9,16.1,1.7,1019.2,1015.5
0.0,24.0,15.0,79.0,35.0,6.0,1.0,0,19.2,19.5,7.4,1017.7,1015.2
0.0,37.0,28.0,93.0,32.0,3.0,1.0,0,19.9,20.1,7.9,1017.4,1014.2
0.2,39.0,20.0,74.0,26.0,7.0,1.0,0,17.8,18.1,6.6,1015.0,1012.1
0.0,31.0,19.0,96.0,69.0,7.0,7.0,0,13.9,14.4,0.6,1014.2,1013.6
0.0,19.0,11.0,88.0,63.0,1.0,7.0,0,14.4,14.8,2.5,1015.2,1010.8
3.8,26.0,13.0,99.0,95.0,7.0,8.0,1,11.4,11.8,3.1,1006.6,1003.5
1.6,19.0,11.0,100.0,81.0,8.0,7.0,1,12.5,12.6,1.0,1007.5,1006.2
0.0,30.0,19.0,97.0,53.0,1.0,5.0,0,17.1,17.7,6.2,1008.1,1005.7
0.0,35.0,20.0,76.0,40.0,2.0,7.0,0,19.8,20.5,7.6,1009.6,1007.0
0.0,94.0,41.0,36.0,80.0,6.0,7.0,0,14.3,23.2,4.3,1000.0,998.6
2.0,50.0,26.0,61.0,47.0,0.0,7.0,1,16.0,17.0,6.6,1007.6,1007.8
0.0,54.0,28.0,80.0,51.0,1.0,7.0,0,14.5,15.1,4.2,1012.9,1010.9
3.8,39.0,20.0,92.0,72.0,5.0,7.0,1,14.2,15.2,5.3,1017.6,1017.6
0.2,35.0,19.0,86.0,58.0,7.0,7.0,0,15.2,16.0,3.8,1023.2,1021.2
0.0,22.0,11.0,93.0,52.0,7.0,7.0,0,12.6,13.9,3.9,1024.3,1022.6
0.0,46.0,13.0,88.0,45.0,8.0,4.0,0,11.8,12.1,3.8,1025.2,1023.5
0.0,22.0,13.0,97.0,44.0,1.0,2.0,0,13.3,13.6,5.0,1025.8,1022.7
0.0,28.0,15.0,95.0,45.0,3.0,2.0,0,15.8,16.2,8.7,1026.3,1024.2
0.0,28.0,20.0,80.0,41.0,4.0,7.0,0,18.2,18.5,9.4,1027.3,1023.7
0.0,50.0,28.0,61.0,37.0,6.0,7.0,0,17.0,17.6,1.6,1023.3,1017.4
1.8,52.0,33.0,64.0,68.0,8.0,8.0,1,13.2,14.9,0.7,1013.2,1008.0
2.2,41.0,22.0,78.0,47.0,0.0,1.0,1,17.1,17.2,9.1,1009.9,1007.9
0.0,50.0,22.0,80.0,43.0,4.0,3.0,0,15.6,15.7,6.5,1009.4,1006.8
0.6,26.0,7.0,91.0,82.0,7.0,7.0,0,10.7,12.9,4.4,1006.9,1004.2
0.6,22.0,13.0,97.0,56.0,8.0,7.0,0,13.7,14.3,5.1,1011.2,1011.4
0.0,20.0,11.0,99.0,43.0,7.0,2.0,0,14.3,14.6,5.1,1017.3,1017.7
0.0,43.0,15.0,97.0,47.0,8.0,7.0,0,13.3,14.3,6.0,1023.3,1021.2
0.0,43.0,20.0,70.0,38.0,3.0,6.0,0,16.6,17.3,8.0,1019.5,1015.7
0.0,35.0,22.0,63.0,34.0,1.0,3.0,0,18.9,19.8,9.6,1019.8,1016.7
0.0,50.0,30.0,41.0,19.0,0.0,0.0,0,20.8,21.3,9.7,1018.4,1014.7
0.0,44.0,24.0,37.0,17.0,6.0,5.0,0,23.9,24.9,7.5,1012.1,1006.8
0.0,65.0,33.0,77.0,35.0,3.0,5.0,0,17.2,19.8,7.1,1009.5,1006.9
0.4,30.0,13.0,85.0,37.0,0.0,1.0,0,13.4,14.0,9.1,1022.3,1022.9
0.0,31.0,15.0,81.0,35.0,0.0,0.0,0,14.6,15.1,9.2,1026.9,1024.4
0.0,37.0,19.0,75.0,28.0,6.0,1.0,0,15.5,16.1,8.9,1024.4,1019.2
0.0,20.0,11.0,70.0,64.0,8.0,6.0,0,13.0,13.3,2.3,1015.6,1014.2
0.0,41.0,24.0,91.0,50.0,0.0,6.0,0,15.8,16.9,8.5,1022.6,1021.4
0.0,28.0,19.0,97.0,56.0,7.0,7.0,0,15.2,16.1,8.9,1026.5,1024.7
0.0,30.0,15.0,96.0,61.0,7.0,7.0,0,15.4,16.0,2.4,1028.1,1026.9
0.2,31.0,19.0,100.0,56.0,4.0,7.0,0,16.1,16.6,5.0,1027.6,1024.1
0.0,31.0,19.0,99.0,46.0,8.0,7.0,0,16.5,17.2,5.8,1025.9,1024.4
0.0,28.0,13.0,96.0,52.0,7.0,7.0,0,15.3,15.5,0.3,1029.3,1027.0
0.0,39.0,20.0,78.0,38.0,1.0,1.0,0,18.4,18.5,9.0,1028.3,1023.7
0.0,31.0,9.0,81.0,36.0,3.0,7.0,0,15.3,15.7,9.4,1026.3,1024.2
0.0,30.0,17.0,64.0,40.0,0.0,1.0,0,18.4,19.0,9.2,1021.5,1019.1
0.0,28.0,17.0,77.0,35.0,1.0,4.0,0,20.1,20.8,9.3,1021.8,1018.8
0.0,54.0,30.0,35.0,17.0,5.0,7.0,0,23.9,25.0,9.0,1017.5,1012.7
0.0,61.0,24.0,64.0,28.0,1.0,1.0,0,16.0,16.5,9.7,1020.0,1021.4
0.0,30.0,15.0,64.0,17.0,1.0,2.0,0,16.8,17.3,9.6,1026.6,1021.9
0.0,33.0,13.0,46.0,17.0,4.0,6.0,0,18.5,18.7,7.7,1019.2,1015.3
0.0,44.0,22.0,32.0,21.0,7.0,7.0,0,18.6,19.7,0.6,1011.4,1005.4
0.2,48.0,22.0,87.0,45.0,7.0,7.0,0,16.5,18.5,5.1,1009.1,1009.1
0.0,31.0,20.0,95.0,49.0,8.0,4.0,0,17.1,18.1,6.9,1014.5,1012.5
0.0,26.0,13.0,80.0,41.0,1.0,4.0,0,18.7,20.3,8.9,1016.9,1015.3
0.0,30.0,20.0,65.0,27.0,1.0,1.0,0,21.4,21.9,10.2,1021.1,1017.0
0.0,56.0,33.0,50.0,15.0,1.0,1.0,0,27.0,27.6,9.6,1015.4,1010.2
1.2,80.0,37.0,68.0,23.0,6.0,1.0,1,20.1,21.0,8.5,1006.4,1007.3
0.0,44.0,24.0,69.0,32.0,0.0,6.0,0,17.3,18.3,9.0,1021.3,1022.3
0.0,24.0,17.0,56.0,30.0,1.0,0.0,0,20.5,21.1,10.5,1028.4,1024.4
0.0,35.0,17.0,47.0,28.0,6.0,7.0,0,18.8,19.6,1.0,1024.0,1020.0
0.0,31.0,20.0,63.0,29.0,3.0,1.0,0,23.4,24.2,10.0,1017.4,1011.5
0.0,61.0,22.0,58.0,45.0,7.0,8.0,0,16.9,18.2,0.7,1004.8,1005.3
0.0,37.0,17.0,59.0,72.0,8.0,7.0,0,15.7,16.2,1.0,1010.1,1006.7
1.4,44.0,30.0,100.0,42.0,4.0,7.0,1,20.5,21.1,8.4,1009.6,1005.0
0.0,78.0,35.0,52.0,22.0,6.0,1.0,0,19.8,20.6,8.8,1006.7,1001.7
0.4,67.0,41.0,62.0,31.0,0.0,6.0,0,17.0,17.9,9.7,1013.2,1010.0
0.0,50.0,20.0,59.0,21.0,0.0,0.0,0,19.7,20.3,10.6,1018.3,1015.8
0.0,41.0,20.0,45.0,16.0,0.0,0.0,0,21.5,22.1,10.9,1017.0,1012.8
0.0,41.0,24.0,52.0,22.0,5.0,8.0,0,20.9,21.4,3.1,1014.7,1009.8
4.6,57.0,17.0,80.0,62.0,1.0,5.0,1,18.2,19.9,8.2,1002.3,1003.1
0.4,37.0,24.0,74.0,42.0,0.0,7.0,0,14.7,15.0,5.8,1019.0,1018.3
0.0,41.0,24.0,70.0,47.0,3.0,7.0,0,17.8,18.8,6.5,1021.8,1019.4
0.0,24.0,13.0,79.0,38.0,1.0,3.0,0,19.2,19.4,8.8,1024.2,1020.5
0.0,50.0,33.0,45.0,19.0,1.0,1.0,0,23.1,23.7,9.4,1019.8,1013.5
0.0,43.0,22.0,37.0,30.0,3.0,1.0,0,20.8,21.5,10.2,1012.3,1010.5
0.4,44.0,28.0,67.0,31.0,1.0,6.0,0,19.0,19.1,9.6,1016.2,1014.2
0.0,33.0,15.0,52.0,31.0,3.0,0.0,0,17.2,17.8,7.9,1020.8,1017.2
0.0,54.0,30.0,40.0,13.0,4.0,4.0,0,23.2,24.1,8.3,1012.0,1004.7
0.0,50.0,31.0,60.0,44.0,1.0,5.0,0,18.0,20.1,8.7,1007.8,1007.1
0.2,39.0,20.0,64.0,30.0,1.0,2.0,0,17.8,18.6,10.6,1017.5,1015.4
0.0,30.0,17.0,71.0,33.0,7.0,3.0,0,16.2,17.0,6.8,1019.6,1016.4
0.0,30.0,17.0,56.0,24.0,0.0,0.0,0,19.4,20.4,11.6,1020.5,1017.3
0.0,67.0,39.0,21.0,4.0,1.0,1.0,0,30.4,31.3,9.8,1016.3,1010.6
0.0,70.0,33.0,8.0,5.0,1.0,2.0,0,33.4,34.0,8.6,1013.6,1009.8
0.0,57.0,30.0,54.0,16.0,7.0,1.0,0,22.7,23.7,9.2,1016.3,1016.0
0.0,26.0,9.0,54.0,24.0,0.0,1.0,0,18.0,18.7,10.1,1025.4,1021.2
0.0,50.0,11.0,28.0,14.0,1.0,1.0,0,22.8,24.0,10.7,1021.8,1017.5
0.0,44.0,24.0,20.0,6.0,1.0,1.0,0,27.9,28.4,9.0,1019.1,1012.4
4.6,56.0,26.0,94.0,66.0,8.0,7.0,1,18.3,20.1,3.1,1011.8,1013.6
0.4,24.0,11.0,70.0,28.0,0.0,0.0,0,20.4,21.3,10.8,1023.9,1019.0
0.0,39.0,22.0,48.0,33.0,7.0,3.0,0,26.5,27.2,8.8,1015.7,1012.6
0.2,33.0,17.0,54.0,25.0,1.0,3.0,0,20.9,21.5,10.7,1017.8,1015.1
0.0,72.0,39.0,43.0,34.0,5.0,5.0,0,23.5,24.1,5.5,1012.1,998.2
7.2,70.0,17.0,66.0,27.0,1.0,5.0,1,23.1,24.1,8.1,1002.8,993.7
