MinTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,Pressure3pm,Sunshine,Pressure9am
5.3,2.0,78.0,73.0,56.0,3.0,1.0,6.9,1,1012.3,5.6,1012.1
6.6,0.2,61.0,62.0,53.0,5.0,1.0,10.6,0,1014.0,8.2,1013.5
-1.6,0.0,31.0,82.0,53.0,1.0,1.0,3.0,0,1021.9,8.9,1024.3
-3.1,0.0,35.0,80.0,52.0,1.0,6.0,5.9,0,1030.0,3.9,1030.5
-0.1,0.0,13.0,81.0,55.0,1.0,2.0,4.7,0,1028.9,7.0,1032.9
-0.6,0.0,41.0,86.0,59.0,5.0,5.0,3.7,0,1026.3,7.1,1030.0
3.0,0.8,35.0,99.0,96.0,7.0,8.0,6.3,0,1021.1,0.2,1024.4
2.9,16.8,35.0,93.0,72.0,6.0,6.0,5.5,1,1019.6,6.5,1021.6
-1.3,0.0,39.0,95.0,68.0,7.0,6.0,1.8,0,1016.8,2.8,1020.0
1.8,0.0,65.0,83.0,85.0,7.0,7.0,6.0,0,1010.5,1.2,1014.6
2.9,1.6,59.0,76.0,66.0,7.0,3.0,5.5,1,1018.2,7.7,1016.7
-2.6,0.2,20.0,87.0,54.0,1.0,7.0,0.8,0,1022.7,6.5,1027.1
0.5,0.0,31.0,92.0,69.0,7.0,7.0,2.8,0,1021.9,0.9,1024.4
2.7,0.0,41.0,93.0,51.0,5.0,1.0,6.7,0,1019.0,8.9,1021.8
-1.7,0.0,28.0,83.0,46.0,1.0,7.0,3.9,0,1020.1,5.2,1023.0
-0.9,0.2,17.0,99.0,62.0,7.0,7.0,2.7,0,1020.8,1.9,1024.1
-1.8,0.0,41.0,99.0,55.0,7.0,3.0,1.3,0,1013.9,4.7,1019.7
1.3,0.0,46.0,75.0,73.0,3.0,5.0,7.7,0,1009.4,5.6,1010.8
2.4,1.2,35.0,71.0,48.0,1.0,3.0,6.0,1,1014.9,8.1,1016.7
-1.1,0.2,41.0,92.0,87.0,7.0,8.0,2.4,0,1009.0,0.0,1014.4
2.3,19.2,54.0,78.0,56.0,7.0,3.0,7.6,1,1010.3,7.5,1006.9
-2.2,0.0,39.0,68.0,33.0,1.0,1.0,3.4,0,1025.8,9.2,1025.7
-3.5,0.0,26.0,76.0,48.0,1.0,5.0,3.6,0,1031.1,7.7,1033.5
-1.0,0.0,30.0,82.0,51.0,3.0,5.0,3.7,0,1027.4,8.4,1032.2
-2.1,0.0,31.0,92.0,25.0,2.0,1.0,1.4,0,1020.9,8.1,1025.7
-2.0,0.2,33.0,88.0,50.0,7.0,7.0,1.2,0,1015.3,5.9,1020.0
-2.3,0.0,28.0,92.0,66.0,7.0,7.0,1.0,0,1010.0,1.9,1013.8
-1.6,1.4,59.0,74.0,56.0,2.0,4.0,5.6,1,1014.9,9.1,1014.1
0.8,0.0,40.064214262665374,69.0,49.0,3.0,1.0,6.5,0,1016.8,8.6,1020.9
-2.8,0.0,31.0,84.0,48.0,1.0,1.0,2.7,0,1014.6,8.7,1018.3
-2.8,0.0,48.0,81.0,38.0,1.0,7.0,3.0,0,1012.9,6.8,1017.3
3.0,1.0,65.0,64.0,82.0,8.0,7.0,9.6,0,1001.3,0.7,1005.1
4.4,6.6,57.0,67.0,56.0,1.0,1.0,6.9,1,1014.9,9.3,1013.9
2.3,0.0,35.0,70.0,48.0,1.0,1.0,7.8,0,1018.1,9.6,1021.2
-2.0,0.0,31.0,81.0,60.0,1.0,7.0,2.6,0,1018.3,5.8,1020.9
-1.9,0.0,50.0,78.0,72.0,3.0,8.0,5.5,0,1019.2,4.2,1020.8
4.8,4.0,48.0,67.0,48.0,5.0,1.0,8.9,1,1017.6,8.3,1018.2
-0.6,0.0,41.0,89.0,78.0,7.0,7.0,3.8,0,1015.9,5.0,1018.4
3.1,1.2,43.0,69.0,62.0,6.0,2.0,7.6,1,1019.1,7.2,1019.8
-2.9,0.0,43.0,76.0,70.0,1.0,6.0,5.6,0,1019.0,7.3,1022.4
-3.5,0.4,50.0,92.0,68.0,8.0,6.0,3.3,0,1012.6,4.7,1014.8
-0.3,0.4,39.0,72.0,60.0,1.0,1.0,4.7,0,1016.6,9.9,1017.4
0.1,0.0,59.0,69.0,63.0,1.0,6.0,7.0,0,1020.1,7.9,1021.3
2.3,0.0,44.0,58.0,41.0,1.0,1.0,6.5,0,1022.4,9.8,1024.2
