MinTemp,Rainfall,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp
4.9,0.2,98.0,46.0,0,16.3,16.7
8.2,2.8,61.0,54.0,1,16.3,17.1
3.7,0.0,97.0,50.0,0,17.3,18.6
2.1,0.2,90.0,35.0,0,20.7,20.8
3.2,0.0,79.0,32.0,0,20.8,21.4
2.9,0.0,81.0,26.0,0,23.2,23.9
6.5,0.0,65.0,29.0,0,23.4,26.7
8.6,1.4,51.0,44.0,1,16.4,18.8
6.4,0.0,56.0,44.0,0,17.0,17.6
1.5,0.2,93.0,39.0,0,17.6,18.1
5.0,0.0,97.0,89.0,0,10.8,11.2
4.2,5.0,97.0,38.0,1,18.7,19.4
2.4,0.0,82.0,39.0,0,17.7,19.4
2.6,0.2,89.0,50.0,0,17.9,19.8
3.2,0.0,83.0,40.0,0,19.4,19.7
3.2,0.2,81.0,39.0,0,19.8,20.8
3.3,0.0,83.0,39.0,0,19.6,19.9
2.5,0.0,82.0,38.0,0,19.6,20.0
3.2,0.2,69.0,32.0,0,19.9,20.8
6.3,0.0,82.0,34.0,0,19.0,19.3
2.6,0.0,81.0,40.0,0,18.9,19.5
3.8,0.0,97.0,38.0,0,20.2,20.5
4.1,0.0,77.0,28.0,0,22.3,24.1
3.5,0.0,46.0,35.0,0,17.5,17.9
1.5,0.0,97.0,36.0,0,17.3,17.8
2.6,0.2,97.0,50.0,0,16.8,17.8
5.9,0.0,97.0,69.0,0,17.3,18.6
5.0,5.2,84.0,43.0,1,18.8,20.8
3.9,0.2,77.0,38.0,0,21.0,21.4
4.9,0.0,75.0,32.0,0,21.5,22.0
3.2,0.0,77.0,35.0,0,21.5,21.9
3.7,0.0,84.0,29.0,0,26.5,26.9
9.0,0.2,43.0,25.0,0,21.2,22.9
4.1,0.0,55.0,29.0,0,18.9,19.8
3.5,0.0,73.0,34.0,0,20.8,21.2
6.4,0.0,92.0,31.0,0,23.1,23.4
5.0,0.0,77.0,25.0,0,26.6,27.3
10.7,0.2,65.0,39.0,0,20.4,20.9
7.5,0.0,73.0,39.0,0,25.5,26.4
12.577449352374625,2.175303643724696,75.82262996941895,49.0989898989899,0,23.354090758529313,24.5
10.9,1.4,29.0,29.0,1,18.6,20.2
10.7,0.0,26.0,25.0,0,20.4,21.9
6.5,0.0,47.0,15.0,0,25.5,25.9
4.0,0.0,48.0,14.0,0,25.6,26.1
11.0,0.4,75.0,39.0,0,25.8,26.8
13.0,0.0,34.0,25.0,0,18.3,19.8
4.2,0.0,50.0,31.0,0,20.2,22.3
5.6,0.0,53.0,29.0,0,21.9,23.4
5.3,0.0,64.0,34.0,0,22.0,23.2
8.3,0.0,68.0,97.0,0,14.8,18.4
11.0,4.0,87.0,34.0,1,24.9,25.9
11.0,0.0,40.0,29.0,0,21.9,22.9
6.2,0.0,65.0,34.0,0,22.3,22.8
9.8,0.2,81.0,47.0,0,21.6,22.3
6.4,0.2,57.0,35.0,0,19.9,22.4
6.8,0.0,44.0,36.0,0,19.4,21.3
4.7,0.0,60.0,25.0,0,22.8,23.7
4.2,0.0,56.0,22.0,0,24.4,24.5
6.0,0.0,46.0,18.0,0,30.9,31.4
6.7,0.0,39.0,11.0,0,31.4,32.6
10.5,0.0,58.0,61.0,0,18.0,23.5
14.1,0.0,76.0,43.0,0,25.0,26.2
12.3,0.0,64.0,58.0,0,22.7,23.9
12.8,0.0,88.0,25.0,0,31.0,33.1
14.5,0.2,41.0,44.0,0,22.8,27.1
10.2,0.0,54.0,32.0,0,26.6,27.2
10.4,0.0,57.0,34.0,0,27.1,29.5
11.8,0.0,67.0,52.0,0,22.2,23.1
13.2,0.2,59.0,33.0,0,30.3,30.9
15.0,9.0,50.0,38.0,1,19.8,21.0
9.2,0.0,32.0,30.0,0,22.0,24.1
7.1,0.0,46.0,21.0,0,27.3,27.9
13.6,0.0,30.0,24.0,0,18.8,20.3
9.4,0.0,32.0,30.0,0,15.9,17.8
9.2,0.0,35.0,29.0,0,21.7,22.8
6.1,0.0,41.0,25.0,0,24.1,24.6
7.0,0.0,50.0,16.0,0,28.1,29.2
8.5,0.0,33.0,9.0,0,32.5,33.6
12.5,0.0,58.0,65.0,0,19.1,25.1
13.4,6.0,82.0,91.0,1,14.0,16.1
10.7,11.8,98.0,84.0,1,15.3,16.7
11.5,3.6,97.0,57.0,1,19.7,21.4
9.4,6.2,61.0,38.0,1,21.6,23.1
8.8,0.0,54.0,31.0,0,18.8,20.8
10.9,0.0,46.0,32.0,0,20.1,20.9
9.2,0.0,55.0,96.0,0,12.3,19.2
9.8,0.2,58.0,52.0,0,17.8,19.5
10.5,1.2,92.0,60.0,1,17.8,19.1
7.6,0.6,72.0,71.0,0,18.6,22.5
13.8,0.2,36.0,24.0,0,24.2,24.6
14.0,0.0,38.0,35.0,0,19.0,22.3
11.7,0.4,41.0,30.0,0,22.2,24.6
7.4,0.0,37.0,26.0,0,21.0,22.2
7.3,0.0,49.0,24.0,0,23.6,24.5
11.8,0.0,65.0,29.0,0,24.2,24.8
9.0,0.2,65.0,29.0,0,26.1,26.6
11.6,0.0,63.0,18.0,0,31.7,33.2
10.5,0.0,44.0,9.0,0,35.8,36.4
17.0,0.0,63.0,40.0,0,24.9,26.4
15.5,0.0,56.0,32.0,0,30.6,34.9
15.9,0.0,56.0,34.0,0,26.9,28.2
15.3,0.0,66.0,76.0,0,18.3,21.2
11.7,19.0,14.0,55.0,1,16.7,17.4
12.5,1.2,83.0,66.0,1,17.3,19.1
13.1,0.4,73.0,50.0,0,25.7,27.1
16.3,1.0,82.0,48.0,0,24.9,26.0
15.3,0.0,75.0,40.0,0,29.1,30.7
17.5,0.0,69.0,44.0,0,27.1,29.4
13.6,0.0,65.0,32.0,0,30.8,32.2
17.0,0.0,63.0,54.0,0,29.7,33.0
18.5,0.0,67.0,16.0,0,38.1,39.4
18.5,0.0,83.0,68.0,0,21.5,23.6
16.4,0.6,69.0,49.0989898989899,0,23.354090758529313,25.5
15.3,1.2,73.0,65.0,1,20.8,22.3
16.2,2.2,80.0,44.0,1,25.1,26.2
15.3,1.0,85.0,98.0,0,19.1,23.1
16.9,2.0,74.0,33.0,1,28.8,30.1
12.9,0.2,63.0,31.0,0,30.2,31.5
13.1,0.0,57.0,34.0,0,29.5,31.5
14.0,0.0,59.0,18.0,0,37.9,38.8
18.7,1.6,71.0,56.0,1,22.6,22.7
11.6,0.0,61.0,23.0,0,32.6,33.4
15.2,0.2,45.0,49.0989898989899,0,23.354090758529313,30.9
18.5,0.0,62.0,27.0,0,37.1,38.8
19.1,0.0,58.0,44.0,0,24.2,27.1
17.2,0.0,53.0,32.0,0,30.5,32.4
15.8,0.0,57.0,24.0,0,37.2,39.1
19.7,0.0,52.0,17.0,0,39.7,42.2
23.1,0.0,39.0,26.0,0,35.6,36.7
19.4,0.0,55.0,14.0,0,40.6,42.1
19.1,0.0,66.0,97.0,0,17.4,24.764366290643665
12.577449352374625,2.175303643724696,81.0,71.0,0,20.9,23.0
17.2,0.4,74.0,33.0,0,31.3,32.9
18.7,0.0,73.0,39.0,0,32.8,35.3
20.1,4.2,49.0,26.0,1,33.6,34.8
17.1,0.0,50.0,15.0,0,37.4,39.9
19.0,0.0,25.0,19.0,0,30.5,31.7
14.5,2.175303643724696,75.82262996941895,42.0,0,20.5,23.9
14.0,0.0,58.0,39.0,0,22.4,24.3
12.6,0.0,51.0,26.0,0,29.1,31.5
14.3,0.0,58.0,46.0,0,26.7,29.1
17.3,0.0,63.0,34.0,0,29.4,30.7
17.4,0.0,74.0,39.0,0,30.2,31.4
18.6,0.0,66.0,12.0,0,39.0,39.7
18.5,0.0,70.0,28.0,0,36.5,39.6
17.8,0.0,60.0,45.0,0,26.2,27.9
19.5,0.0,70.0,31.0,0,31.1,32.9
18.9,0.0,27.0,10.0,0,30.3,30.9
14.4,2.175303643724696,75.82262996941895,19.0,0,31.7,33.1
17.8,0.0,62.0,37.0,0,30.2,32.6
18.0,0.6,90.0,72.0,0,21.3,22.0
17.5,0.6,77.0,55.0,0,26.3,28.1
21.0,0.0,70.0,32.0,0,35.6,37.3
19.5,0.0,66.0,20.0,0,37.9,42.3
19.7,8.4,98.0,98.0,1,17.2,21.0
16.6,5.8,74.0,21.0,1,32.0,32.8
17.4,0.0,74.0,61.0,0,22.6,23.6
18.3,0.0,60.0,57.0,0,27.6,30.7
17.9,0.2,72.0,49.0989898989899,0,23.354090758529313,36.6
18.1,0.0,54.0,23.0,0,35.6,37.5
19.8,0.0,48.0,11.0,0,37.0,38.1
21.4,0.0,61.0,71.0,0,25.1,29.5
17.1,12.8,90.0,49.0989898989899,1,23.354090758529313,20.7
17.7,2.2,88.0,82.0,1,22.9,23.2
19.5,2.175303643724696,75.82262996941895,74.0,0,24.6,26.6
19.0,0.8,65.0,46.0,0,28.0,29.2
18.1,2.175303643724696,75.82262996941895,48.0,0,26.0,27.9
19.1,0.0,83.0,66.0,0,26.4,28.1
21.1,0.0,88.0,63.0,0,27.3,28.6
22.2,2.175303643724696,75.82262996941895,69.0,0,27.4,30.5
18.1,15.2,98.0,98.0,1,18.9,20.1
17.0,4.6,98.0,69.0,1,23.2,24.2
16.7,0.0,74.0,38.0,0,32.9,34.2
20.5,8.4,79.0,55.0,1,29.7,30.6
19.4,0.0,83.0,61.0,0,24.4,24.6
18.2,3.0,98.0,54.0,1,28.4,29.9
18.4,0.0,71.0,27.0,0,36.6,37.7
21.4,0.0,57.0,40.0,0,33.0,35.9
20.7,0.0,75.0,51.0,0,29.7,31.4
22.2,2.175303643724696,75.82262996941895,39.0,0,37.5,40.2
23.4,0.0,69.0,57.0,0,30.1,33.9
18.6,9.0,99.0,74.0,1,22.4,23.2
18.8,0.2,87.0,65.0,0,26.6,28.0
20.9,0.2,74.0,61.0,0,27.5,29.2
16.9,0.2,75.0,63.0,0,27.0,31.3
13.5,0.2,35.0,21.0,0,24.1,25.7
12.2,0.0,47.0,19.0,0,28.6,29.8
12.9,0.0,46.0,17.0,0,35.1,36.7
17.4,0.0,67.0,22.0,0,37.5,40.0
19.6,0.0,64.0,18.0,0,41.0,41.5
19.2,0.0,50.0,14.0,0,42.0,42.9
18.3,0.0,86.0,68.0,0,23.1,25.3
18.7,2.175303643724696,75.82262996941895,48.0,0,30.7,32.4
22.0,2.175303643724696,80.0,36.0,0,37.1,41.3
23.0,0.0,73.0,60.0,0,27.2,30.5
20.2,2.2,78.0,64.0,1,27.7,30.3
16.9,2.175303643724696,75.82262996941895,47.0,0,32.1,33.6
20.9,0.2,71.0,49.0989898989899,0,23.354090758529313,30.4
20.6,0.2,85.0,55.0,0,28.4,28.6
19.0,9.8,98.0,50.0,1,28.9,31.8
19.9,0.2,59.0,53.0,0,26.8,30.0
20.3,19.8,100.0,61.0,1,27.8,29.4
21.8,17.2,75.82262996941895,95.0,1,24.5,28.7
22.1,17.8,93.0,76.0,1,28.3,30.1
20.0,92.2,99.0,89.0,1,23.2,23.9
19.5,44.8,75.82262996941895,94.0,1,24.5,25.4
21.0,15.4,100.0,98.0,1,25.0,27.1
19.8,2.8,85.0,48.0,1,30.4,31.9
19.0,0.0,89.0,49.0,0,31.9,33.7
20.2,0.0,76.0,44.0,0,32.1,33.5
21.1,0.0,79.0,33.0,0,36.1,37.1
21.6,20.2,98.0,80.0,1,25.0,25.2
21.7,25.4,75.82262996941895,91.0,1,26.2,27.2
20.0,9.0,99.0,45.0,1,32.9,33.7
19.9,0.2,57.0,55.0,0,25.8,28.4
17.5,0.0,66.0,46.0,0,27.7,28.4
17.0,0.0,65.0,47.0,0,26.1,26.9
15.9,0.0,85.0,57.0,0,25.7,27.0
16.5,2.175303643724696,75.82262996941895,42.0,0,30.2,31.3
17.6,0.0,83.0,33.0,0,34.6,35.1
19.7,0.0,77.0,28.0,0,35.7,36.3
23.7,0.0,57.0,60.0,0,25.4,31.7
18.6,0.0,68.0,57.0,0,24.3,25.4
15.9,2.175303643724696,75.82262996941895,42.0,0,26.7,27.4
14.9,0.0,75.0,55.0,0,25.2,27.3
16.6,0.0,80.0,38.0,0,31.9,32.4
18.9,2.175303643724696,75.82262996941895,54.0,0,29.2,30.4
17.8,9.8,68.0,91.0,1,17.4,20.0
15.4,2.8,69.0,54.0,1,21.0,22.8
15.9,0.0,68.0,52.0,0,23.5,25.6
16.3,0.0,85.0,65.0,0,24.4,26.8
18.0,0.2,83.0,91.0,0,22.0,24.1
19.8,10.6,75.82262996941895,56.0,1,30.3,30.8
21.2,0.0,91.0,66.0,0,27.6,27.9
20.7,0.0,95.0,51.0,0,29.6,31.6
16.9,0.0,50.0,38.0,0,29.4,30.3
14.9,0.0,72.0,70.0,0,19.8,20.8
16.8,0.0,59.0,42.0,0,23.2,23.4
15.7,0.0,65.0,50.0,0,23.5,25.3
16.3,2.175303643724696,75.82262996941895,60.0,0,21.6,23.7
16.0,1.4,73.0,44.0,1,26.1,26.8
15.9,0.2,85.0,47.0,0,26.4,27.3
15.2,0.0,87.0,36.0,0,28.1,28.8
11.9,0.0,75.0,30.0,0,28.1,29.2
13.5,0.0,94.0,33.0,0,29.2,30.3
14.3,0.0,98.0,32.0,0,32.5,33.0
16.0,0.0,76.0,28.0,0,33.8,34.3
17.8,0.0,77.0,26.0,0,34.1,36.0
19.8,0.0,68.0,47.0,0,26.2,27.6
16.5,0.0,79.0,36.0,0,29.3,30.8
17.4,0.0,75.0,54.0,0,28.0,28.6
18.4,0.0,79.0,47.0,0,28.8,29.6
17.0,0.0,88.0,30.0,0,34.2,35.0
20.4,0.0,67.0,47.0,0,29.9,30.8
18.6,0.0,87.0,57.0,0,29.0,31.6
19.7,0.0,77.0,74.0,0,23.8,26.4
19.3,5.0,99.0,98.0,1,21.0,21.1
17.2,2.175303643724696,90.0,62.0,0,22.7,23.3
15.8,0.0,64.0,39.0,0,26.5,27.1
14.9,0.0,83.0,44.0,0,25.0,25.4
13.8,0.0,78.0,52.0,0,24.7,25.5
15.3,0.0,64.0,61.0,0,20.5,22.3
13.5,0.0,75.0,63.0,0,21.0,22.5
14.9,0.0,74.0,64.0,0,22.3,23.1
17.4,10.2,100.0,75.0,1,23.5,24.7
17.8,4.6,87.0,39.0,1,26.7,28.2
13.3,2.175303643724696,67.0,42.0,0,25.2,25.6
14.7,0.0,89.0,50.0,0,26.4,27.1
15.5,0.0,76.0,36.0,0,26.2,27.6
10.4,0.0,38.0,26.0,0,24.3,24.6
8.3,0.0,60.0,38.0,0,23.2,23.2
9.0,0.0,78.0,40.0,0,25.0,25.5
11.6,0.0,79.0,43.0,0,24.9,25.4
14.7,0.0,73.0,58.0,0,22.2,23.9
14.3,0.0,69.0,51.0,0,25.5,26.5
14.2,0.0,83.0,47.0,0,26.3,26.7
16.1,0.0,73.0,48.0,0,27.7,28.2
15.3,0.0,99.0,44.0,0,26.6,27.3
13.8,0.0,94.0,39.0,0,27.2,27.7
13.2,0.0,79.0,38.0,0,29.1,29.2
12.7,0.2,73.0,37.0,0,29.1,30.9
15.1,2.175303643724696,75.82262996941895,36.0,0,29.1,31.3
16.1,2.175303643724696,75.82262996941895,49.0989898989899,0,23.354090758529313,23.0
9.7,0.0,47.0,49.0989898989899,0,23.354090758529313,22.7
7.1,0.0,97.0,61.0,0,18.1,18.2
7.6,0.2,76.0,31.0,0,24.3,25.3
8.5,0.0,65.0,36.0,0,25.0,25.3
8.6,0.2,82.0,62.0,0,19.5,20.8
12.2,0.0,85.0,58.0,0,22.4,22.8
9.4,0.0,99.0,43.0,0,25.6,25.9
12.3,0.2,86.0,49.0989898989899,0,23.354090758529313,24.9
13.6,0.0,99.0,70.0,0,22.4,24.4
10.6,0.4,96.0,35.0,0,18.9,19.4
4.9,1.2,67.0,36.0,1,20.9,21.4
6.1,0.0,78.0,39.0,0,22.2,22.6
5.6,0.0,79.0,42.0,0,23.5,23.8
8.2,0.0,83.0,49.0989898989899,0,23.354090758529313,24.6
