Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,RainToday,Temp3pm,MaxTemp,Pressure9am,Pressure3pm
0.0,28.0,4.0,6.0,99.0,8.0,0.0,0,25.1,26.4,1022.8,1020.8
0.0,44.0,6.0,20.0,58.0,17.0,0.0,0,26.6,27.1,1022.2,1020.8
0.0,50.0,33.0,19.0,81.0,45.0,2.0,0,22.9,23.6,1024.2,1022.1
0.0,46.0,22.0,15.0,64.0,30.0,0.0,0,26.4,27.7,1023.3,1020.6
0.0,35.0,19.0,6.0,53.0,29.0,0.0,0,26.9,28.6,1023.2,1020.6
0.0,50.0,20.0,30.0,60.0,36.0,5.0,0,26.6,28.6,1022.5,1019.1
0.0,43.0,20.0,15.0,77.0,91.0,7.0,0,13.5,17.6,1016.5,1016.3
4.2,33.0,9.0,17.0,95.0,53.0,5.0,1,13.6,14.9,1022.8,1022.6
0.0,46.0,20.0,20.0,81.0,88.0,8.0,0,12.5,16.4,1020.0,1018.8
0.2,39.0,19.0,19.0,81.0,53.0,4.0,0,12.5,13.3,1025.9,1024.9
0.0,41.0,22.0,20.0,93.0,63.0,7.0,0,15.0,15.7,1029.4,1027.6
2.4,33.0,20.0,13.0,90.0,51.0,7.0,1,18.4,18.8,1027.7,1024.9
0.2,39.0,0.0,22.0,77.0,28.0,8.0,0,22.1,22.9,1023.0,1019.0
0.0,37.0,7.0,17.0,79.0,47.0,3.0,0,19.1,20.2,1019.7,1018.7
0.0,28.0,15.0,15.0,89.0,25.0,5.0,0,21.5,22.6,1023.4,1020.6
0.0,41.0,6.0,26.0,80.0,28.0,0.0,0,20.9,21.8,1023.0,1021.1
0.0,30.0,11.0,11.0,52.0,23.0,2.0,0,23.2,23.9,1022.6,1018.7
0.0,56.0,26.0,31.0,48.0,21.0,1.0,0,24.2,25.2,1014.5,1010.4
1.6,80.0,41.0,20.0,74.0,66.0,3.0,1,10.5,13.5,1008.0,1011.4
0.4,57.0,28.0,35.0,75.0,48.0,7.0,0,15.7,17.5,1012.9,1010.0
0.2,28.0,9.0,13.0,87.0,54.0,7.0,0,17.0,18.5,1017.8,1017.6
0.0,35.0,9.0,19.0,93.0,63.0,7.0,0,16.0,16.6,1023.8,1022.9
0.0,48.0,28.0,20.0,81.0,60.0,7.0,0,15.9,16.8,1025.0,1022.5
0.0,35.0,11.0,15.0,80.0,36.0,0.0,0,20.7,21.2,1023.2,1020.3
0.0,31.0,22.0,7.0,55.0,32.0,2.0,0,20.1,20.8,1024.4,1021.7
0.0,41.0,13.0,20.0,57.0,33.0,0.0,0,20.3,21.1,1025.0,1021.4
0.0,61.0,35.0,41.0,62.0,39.0,3.0,0,18.9,20.1,1017.2,1012.7
2.0,61.0,37.0,20.0,99.0,98.0,8.0,1,14.3,15.1,1002.2,998.1
3.6,74.0,24.0,44.0,100.0,73.0,8.0,1,13.7,15.5,1000.5,993.0
10.2,78.0,35.0,41.0,77.0,85.0,7.0,1,7.8,9.8,998.0,1000.9
3.4,35.0,20.0,20.0,99.0,69.0,7.0,1,9.7,10.1,1011.5,1010.5
4.6,35.0,11.0,17.0,92.0,60.0,3.0,1,8.7,10.5,1020.2,1020.6
0.0,24.0,7.0,13.0,93.0,58.0,8.0,0,9.6,10.0,1023.2,1021.4
0.0,31.0,19.976912928759894,19.0,99.0,41.0,0.0,0,13.3,13.7,1022.9,1020.4
0.0,44.982718511133264,22.0,6.0,69.0,87.0,7.0,0,10.5,11.0,1023.4,1022.9
0.2,24.0,0.0,11.0,99.0,50.0,0.0,0,14.4,15.0,1028.0,1026.1
0.2,22.0,0.0,6.0,100.0,58.0,8.0,0,14.8,15.4,1029.6,1027.6
0.0,30.0,13.0,20.0,97.0,72.0,8.0,0,14.7,14.8,1031.3,1030.2
0.0,30.0,7.0,9.0,78.0,46.0,4.0,0,15.6,17.4,1031.7,1028.8
0.0,30.0,19.0,17.0,82.0,72.0,2.0,0,11.6,12.8,1029.3,1027.1
0.4,35.0,13.0,20.0,100.0,57.0,8.0,0,14.9,15.4,1028.5,1027.4
0.2,37.0,20.0,20.0,100.0,88.0,7.0,0,12.0,12.4,1031.3,1029.4
0.0,33.0,22.0,19.0,99.0,74.0,7.0,0,13.7,14.4,1028.6,1026.0
0.0,39.0,26.0,17.0,77.0,62.0,0.0,0,13.6,14.8,1026.1,1023.9
0.4,22.0,0.0,15.0,96.0,58.0,0.0,0,15.2,16.7,1025.3,1022.7
0.0,24.0,9.0,15.0,70.0,62.0,3.0,0,12.4,14.2,1023.4,1020.3
0.6,41.0,13.0,26.0,92.0,58.0,8.0,0,13.1,13.3,1017.7,1014.7
0.4,54.0,19.0,35.0,92.0,74.0,7.0,0,11.9,13.7,1013.4,1011.3
0.0,56.0,26.0,28.0,97.0,87.0,7.0,0,14.1,17.2,1010.6,1007.9
3.2,59.0,24.0,26.0,88.0,68.0,8.0,1,10.8,11.5,1013.3,1015.2
1.6,31.0,15.0,15.0,99.0,76.0,8.0,1,12.5,13.1,1022.3,1020.8
0.2,30.0,17.0,13.0,91.0,42.0,2.0,0,16.6,17.3,1024.3,1021.5
0.0,37.0,26.0,19.0,67.0,52.0,5.0,0,16.8,17.9,1021.6,1019.7
0.0,37.0,17.0,6.0,72.0,48.0,5.0,0,17.9,18.9,1022.9,1021.9
0.0,30.0,11.0,17.0,76.0,43.0,3.0,0,17.4,18.2,1025.7,1023.5
0.0,35.0,11.0,20.0,75.0,39.0,1.0,0,18.5,19.0,1025.4,1021.6
0.0,63.0,30.0,28.0,60.0,53.0,7.0,0,17.1,18.5,1020.0,1018.1
0.0,63.0,33.0,31.0,68.0,57.0,7.0,0,17.1,17.7,1022.1,1020.0
0.0,52.0,31.0,30.0,70.0,99.0,8.0,0,11.8,13.6,1018.6,1015.5
10.4,26.0,4.0,17.0,86.0,61.0,5.0,1,13.4,14.2,1022.0,1020.6
0.4,26.0,7.0,11.0,69.0,81.0,8.0,0,10.7,11.8,1023.3,1021.9
0.8,41.0,17.0,22.0,93.0,67.0,6.0,0,10.0,11.3,1025.7,1025.0
1.0,54.0,13.0,30.0,89.0,60.0,3.0,0,11.1,12.4,1028.4,1027.1
0.0,50.0,22.0,28.0,98.0,74.0,5.0,0,11.7,12.7,1031.7,1030.5
0.0,28.0,9.0,9.0,79.0,42.0,3.0,0,14.3,15.0,1033.9,1030.7
0.0,35.0,22.0,17.0,80.0,94.0,8.0,0,9.8,10.8,1030.7,1028.9
7.2,30.0,11.0,20.0,90.0,82.0,8.0,1,11.8,12.6,1029.6,1026.3
10.2,31.0,17.0,17.0,94.0,97.0,8.0,1,11.8,12.4,1022.6,1018.9
8.8,35.0,17.0,15.0,66.0,81.0,8.0,1,11.6,12.9,1019.2,1017.2
3.4,19.0,0.0,7.0,80.0,64.0,3.0,1,13.0,13.4,1018.2,1015.5
0.0,33.0,11.0,13.0,91.0,94.0,7.0,0,8.1,9.9,1013.0,1009.2
3.8,24.0,11.0,15.0,100.0,81.0,7.0,1,9.1,9.3,1006.1,1004.9
0.8,39.0,17.0,24.0,99.0,89.0,7.0,0,6.9,11.6,1007.5,1006.3
6.2,65.0,20.0,28.0,99.0,81.0,7.0,1,6.1,8.4,1007.1,1008.1
3.0,41.0,15.0,17.0,85.0,90.0,3.0,1,5.4,8.2,1020.5,1021.7
0.4,22.0,0.0,11.0,99.0,72.0,7.0,0,7.2,8.7,1026.3,1023.7
0.2,59.0,31.0,37.0,89.0,76.0,3.0,0,6.5,8.1,1021.7,1018.2
0.0,65.0,31.0,35.0,82.0,92.0,6.0,0,6.6,8.5,1011.4,1007.9
0.0,37.0,17.0,24.0,82.0,60.0,4.0,0,12.3,13.9,1009.6,1008.3
0.2,28.0,13.0,13.0,94.0,64.0,2.0,0,12.4,13.8,1014.0,1014.9
0.0,35.0,20.0,13.0,100.0,64.0,7.0,0,11.5,11.8,1023.7,1023.5
0.2,17.0,2.0,7.0,100.0,58.0,1.0,0,12.2,12.5,1029.2,1027.8
0.2,26.0,4.0,15.0,99.0,59.0,3.0,0,11.5,12.2,1030.5,1028.8
0.2,37.0,17.0,24.0,100.0,65.0,1.0,0,12.5,13.4,1029.0,1025.4
0.0,63.0,31.0,37.0,77.0,82.0,8.0,0,10.2,10.9,1020.3,1016.1
2.6,39.0,6.0,15.0,100.0,84.0,5.0,1,10.8,14.0,1020.1,1018.1
0.6,37.0,24.0,19.0,100.0,73.0,6.0,0,13.2,13.5,1019.1,1017.1
0.4,56.0,26.0,28.0,81.0,99.0,4.0,0,9.9,14.1,1016.1,1014.1
8.0,33.0,15.0,9.0,100.0,69.0,4.0,1,12.2,12.5,1014.3,1013.1
0.0,26.0,9.0,19.0,100.0,100.0,8.0,0,8.1,9.1,1013.9,1011.0
0.4,28.0,15.0,17.0,81.81782047035442,70.0,8.0,0,11.6,12.4,1009.3,1007.0
0.0,17.0,0.0,9.0,98.0,73.0,6.0,0,10.7,12.7,1008.4,1006.6
0.0,44.0,4.0,30.0,92.0,73.0,3.0,0,10.4,11.7,1006.8,1004.1
0.4,50.0,22.0,37.0,99.0,77.0,7.0,0,12.6,13.6,1007.0,1005.4
1.0,83.0,37.0,39.0,83.0,70.0,6.0,0,13.7,15.7,998.5,988.7
7.0,69.0,30.0,41.0,91.0,70.0,5.0,1,10.6,11.2,999.9,999.3
1.6,54.0,24.0,35.0,95.0,76.0,7.0,1,8.6,8.8,1006.3,1003.4
10.8,48.0,17.0,26.0,98.0,66.0,8.0,1,8.7,9.7,1011.3,1013.5
4.0,46.0,19.0,26.0,97.0,94.0,7.0,1,9.0,10.1,1018.3,1017.7
4.0,37.0,17.0,13.0,79.0,75.0,6.0,1,8.2,9.3,1017.8450928381963,1016.271201061712
0.2,33.0,13.0,24.0,98.0,81.0,2.0,0,9.3,9.6,1023.5,1022.4
0.6,46.0,9.0,7.0,84.0,58.0,0.0,0,11.1,11.4,1026.2,1024.0
0.0,46.0,30.0,26.0,68.0,63.0,4.0,0,10.1,10.9,1028.2,1027.2
0.0,44.0,24.0,26.0,74.0,59.0,4.0,0,11.8,12.1,1029.6,1026.8
0.2,65.0,28.0,33.0,77.0,75.0,8.0,0,9.2,9.5,1024.1,1019.7
1.8,94.0,50.0,48.0,82.0,94.0,8.0,1,8.2,8.8,1012.1,1007.8
17.8,50.0,24.0,33.0,98.0,73.0,8.0,1,10.9,11.0,1005.3,1003.4
1.0,39.0,17.0,15.0,98.0,94.0,7.0,0,7.4,9.5,1004.2,1002.9
3.4,30.0,17.0,15.0,99.0,89.0,8.0,1,7.7,9.7,1004.6,1003.9
0.4,20.0,11.0,9.0,98.0,66.0,7.0,0,8.7,8.8,1010.6,1011.1
0.0,24.0,2.0,15.0,98.0,59.0,7.0,0,10.5,10.9,1017.7,1017.7
0.2,41.0,7.0,17.0,99.0,64.0,5.0,0,9.5,11.3,1022.8,1020.6
0.2,56.0,20.0,41.0,94.0,77.0,5.0,0,8.5,9.8,1018.6,1014.4
0.0,44.0,24.0,31.0,98.0,82.0,8.0,0,11.4,12.0,1017.4,1015.2
0.0,61.0,35.0,44.0,75.0,48.0,5.0,0,13.8,14.9,1016.2,1011.9
0.2,56.0,26.0,31.0,51.0,57.0,2.0,0,11.0,13.7,1013.4,1008.2
0.0,59.0,19.0,20.0,90.0,98.0,8.0,0,7.6,12.1,1005.5,1003.6
4.2,37.0,13.0,19.0,98.0,59.0,8.0,1,9.5,10.4,1019.1,1021.2
0.0,46.0,20.0,28.0,94.0,60.0,3.0,0,9.3,9.7,1025.2,1022.6
0.0,44.0,30.0,28.0,65.0,61.0,7.0,0,9.6,10.3,1023.2,1019.3
0.0,37.0,24.0,26.0,67.0,59.0,6.0,0,9.8,10.5,1015.7,1012.9
0.2,46.0,17.0,26.0,98.0,92.0,7.0,0,8.9,10.6,1017.3,1017.4
3.2,35.0,15.0,24.0,98.0,78.0,6.0,1,10.4,11.2,1022.5,1021.1
1.2,31.0,13.0,15.0,99.0,79.0,8.0,1,10.7,11.0,1025.2,1024.8
0.8,35.0,17.0,22.0,99.0,89.0,6.0,0,9.9,11.0,1024.1,1020.5
4.2,43.0,19.0,20.0,99.0,67.0,7.0,1,11.1,11.8,1021.9,1021.3
1.0,43.0,20.0,19.0,98.0,79.0,8.0,0,10.8,11.8,1025.3,1023.9
4.0,61.0,28.0,37.0,98.0,76.0,7.0,1,9.8,12.1,1024.8,1020.4
1.8,72.0,4.0,13.0,80.0,62.0,1.0,1,9.2,10.2,1023.1,1022.6
0.0,39.0,24.0,26.0,80.0,73.0,4.0,0,11.0,12.1,1018.1,1016.7
2.8,44.0,19.0,28.0,98.0,71.0,8.0,1,11.0,12.2,1019.9,1017.4
0.0,59.0,35.0,39.0,74.0,65.0,6.0,0,12.1,13.3,1014.4,1010.2
2.6,72.0,30.0,24.0,84.0,50.0,3.0,1,9.8,10.2,1014.3,1019.0
0.6,39.0,15.0,28.0,81.0,57.0,3.0,0,10.1,11.0,1025.0,1021.5
0.0,44.0,22.0,28.0,61.0,56.0,8.0,0,8.3,10.0,1019.0,1016.3
2.0,43.0,22.0,22.0,86.0,58.0,7.0,1,9.9,10.8,1015.9,1011.3
0.4,44.0,26.0,20.0,77.0,64.0,6.0,0,12.4,13.7,1008.7,1007.8
0.2,19.0,0.0,11.0,99.0,79.0,8.0,0,10.9,12.2,1012.3,1011.3
0.0,31.0,7.0,20.0,92.0,63.0,7.0,0,13.9,15.2,1015.1,1014.4
0.0,33.0,19.976912928759894,22.0,99.0,70.0,0.0,0,12.9,14.2,1020.8,1017.9
0.8,76.0,31.0,48.0,80.0,58.0,3.0,0,14.8,15.4,1015.5,1010.6
1.2,83.0,46.0,48.0,72.0,62.0,6.0,1,11.7,13.1,999.9,1001.7
5.0,50.0,26.0,22.0,75.0,52.0,3.0,1,11.0,12.3,1016.1,1019.3
0.0,35.0,13.0,22.0,99.0,66.0,8.0,0,12.4,13.3,1027.8,1025.6
0.0,48.0,26.0,30.0,73.0,58.0,0.0,0,12.8,14.2,1024.4,1019.4
1.2,52.0,20.0,37.0,81.0,70.0,7.0,1,13.7,14.5,1017.2,1011.3
2.2,85.0,33.0,39.0,76.0,64.0,7.0,1,9.1,12.4,997.0,1000.4
2.2,57.0,24.0,41.0,89.0,58.0,2.0,1,10.4,12.0,1008.7,1005.4
0.4,67.0,35.0,46.0,99.0,62.0,7.0,0,14.6,15.0,1007.2,1001.9
0.8,78.0,26.0,30.0,84.0,76.0,7.0,0,9.7,11.8,1000.7,996.5
11.2,81.0,28.0,56.0,87.0,79.0,2.0,1,8.3,9.9,1005.0,998.7
6.8,57.0,31.0,33.0,88.0,62.0,3.0,1,11.6,12.2,1009.6,1009.2
0.0,63.0,37.0,37.0,91.0,63.0,6.0,0,12.1,13.1,1012.1,1010.3
0.0,43.0,20.0,28.0,99.0,66.0,6.0,0,14.1,15.6,1013.7,1010.4
5.2,61.0,33.0,19.0,99.0,90.0,8.0,1,10.1,11.1,998.8,998.4
10.8,69.0,24.0,26.0,79.0,69.0,3.0,1,10.4,11.3,1012.3,1013.1
1.6,48.0,26.0,28.0,93.0,89.0,5.0,1,11.2,12.7,1015.5,1015.0
2.0,35.0,20.0,17.0,73.0,51.0,6.0,1,10.9,12.8,1022.4,1020.5
0.4,61.0,35.0,37.0,70.0,57.0,3.0,0,14.0,14.8,1021.2,1016.6
0.0,56.0,31.0,35.0,67.0,57.0,2.0,0,14.7,16.7,1010.7,1008.3
0.2,52.0,28.0,19.0,99.0,98.0,6.0,0,6.5,11.7,1011.3,1010.6
4.0,44.0,24.0,28.0,99.0,61.0,7.0,1,11.3,12.6,1016.2,1015.0
0.0,67.0,30.0,39.0,69.0,56.0,7.0,0,12.7,14.1,1012.6,1005.5
0.8,39.0,22.0,17.0,88.0,93.0,6.0,0,10.1,11.8,1004.1,1004.0
6.2,46.0,22.0,24.0,96.0,82.0,8.0,1,9.1,11.1,1013.6,1014.0
1.0,37.0,19.0,19.0,82.0,63.0,6.0,0,9.5,9.9,1015.8,1014.6
0.0,30.0,13.0,11.0,72.0,68.0,7.0,0,10.1,11.3,1018.4,1017.6
0.0,87.0,39.0,59.0,66.0,39.0,2.0,0,18.4,18.7,1016.1,1008.7
0.0,72.0,22.0,37.0,63.0,28.0,5.0,0,24.0,26.2,1012.6,1007.3
0.0,61.0,7.0,39.0,82.0,56.0,8.0,0,14.2,16.2,1013.0,1012.1
