Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp,Evaporation,Sunshine,Pressure9am,Pressure3pm,Temp9am
0.0,43.0,9.0,22.0,49.0,37.0,0,20.2,20.2,5.770363849765259,12.3,1020.6,1020.1,16.1
0.0,39.0,11.0,15.0,56.0,32.0,0,21.3,23.0,5.770363849765259,9.2,1023.3,1019.4,15.0
0.0,41.0,9.0,9.0,30.0,15.0,0,26.3,27.8,16.4,10.8,1017.2,1012.5,19.1
1.4,41.0,11.0,13.0,59.0,40.0,1,21.8,22.2,7.2,0.8,1012.7,1009.5,17.2
0.0,36.49921060940954,2.0,15.0,47.0,49.0,0,21.0,25.1,5.2,1.1,1007.6,1006.1,18.8
0.6,35.0,15.0,19.0,62.0,41.0,0,19.9,20.5,3.4,8.8,1010.4,1008.4,15.6
0.0,54.0,13.0,31.0,50.0,60.0,0,16.9,19.9,6.2,4.3,1005.2,1003.5,16.6
5.0,54.0,20.0,28.0,50.0,46.0,1,15.0,17.1,5.770363849765259,10.7,1009.4,1009.3,12.5
0.0,39.0,9.0,20.0,49.0,38.0,0,20.9,22.3,5.770363849765259,12.1,1013.1,1007.8,14.8
0.0,44.0,11.0,13.0,48.0,26.0,0,26.7,28.3,15.4,11.5,1009.8,1006.1,18.4
0.0,50.0,19.0,17.0,26.0,12.0,0,30.1,31.5,9.8,8.1,1007.8,1005.5,21.7
0.0,33.0,7.0,17.0,45.0,31.0,0,26.7,27.9,7.2,12.5,1005.7,1005.0,23.7
0.0,37.0,9.0,20.0,63.0,47.0,0,22.5,25.2,7.6,7.7,1005.1,1004.7,19.2
2.6,41.0,6.0,15.0,70.0,51.0,1,18.6,20.3,3.6,4.9,1005.3,1007.2,17.3
0.0,41.0,17.0,24.0,57.0,33.0,0,20.5,21.0,5.770363849765259,13.3,1014.3,1014.7,16.3
0.0,41.0,13.0,22.0,60.0,27.0,0,24.2,25.2,9.6,11.1,1013.7,1010.6,16.9
0.0,33.0,20.0,17.0,46.0,44.0,0,20.2,21.3,6.8,9.6,1012.8,1012.1,17.1
0.0,35.0,13.0,17.0,62.0,33.0,0,22.7,23.2,5.4,11.3,1013.1,1010.8,17.3
0.0,30.0,11.0,15.0,57.0,39.0,0,22.3,23.8,6.0,11.0,1013.7,1013.7,17.5
0.0,48.0,22.0,19.0,31.0,56.0,0,22.7,25.0,6.0,0.1,1010.4,1008.4,21.9
1.0,37.0,22.0,22.0,65.0,52.0,0,22.5,23.2,2.2,3.5,1010.8,1011.0,19.1
0.0,33.0,4.0,13.0,75.0,60.0,0,19.7,23.1,5.770363849765259,6.0,1011.9,1011.3,17.7
0.0,43.0,13.0,20.0,49.0,40.0,0,19.5,20.8,5.770363849765259,10.2,1016.7,1014.9,14.7
0.0,31.0,11.0,9.0,43.0,16.0,0,27.1,29.3,14.4,11.6,1014.9,1009.1,17.0
1.4,39.0,11.0,22.0,55.0,37.0,1,25.1,26.2,6.6,7.4,1001.9,1003.6,22.6
0.0,48.0,13.0,13.0,56.0,35.0,0,25.6,28.0,6.4,12.5,1010.8,1008.9,19.3
0.0,41.0,11.0,17.0,31.0,22.0,0,27.6,29.3,8.2,5.3,1010.0,1007.4,22.8
9.8,43.0,9.950125470514429,19.0,95.0,97.0,1,18.3,20.7,4.0,7.747993216506501,1001.5,994.7,18.7
23.6,41.0,17.0,13.0,78.0,60.0,1,18.4,19.8,5.770363849765259,3.1,1006.9,1008.6,16.7
0.6,41.0,15.0,13.0,60.0,63.0,0,16.5,20.4,5.770363849765259,7.0,1014.2,1014.7,14.9
0.0,28.0,11.0,15.0,57.0,38.0,0,21.8,24.3,13.2,12.3,1016.3,1014.4,16.0
0.0,26.0,7.0,9.0,65.0,43.0,0,25.1,25.9,6.4,7.5,1015.5,1012.0,18.4
0.0,24.0,9.0,9.0,51.0,36.0,0,27.9,29.3,5.6,8.7,1009.7,1005.6,22.3
0.0,46.0,20.0,26.0,71.0,49.0,0,21.4,22.6,6.0,10.7,1010.2,1011.1,17.3
0.0,39.0,15.0,17.0,46.0,29.0,0,23.3,24.1,7.0,12.2,1018.2,1016.5,16.7
0.0,43.0,17.0,11.0,33.0,21.0,0,28.3,30.5,5.770363849765259,12.6,1018.9,1015.0,21.1
0.0,43.0,15.0,19.0,20.0,9.0,0,33.7,34.5,5.770363849765259,8.2,1011.4,1007.5,24.9
0.0,39.0,17.0,13.0,64.0,56.0,0,23.8,24.8,27.2,5.0,1009.5,1010.5,21.0
0.0,35.0,11.0,9.0,59.0,35.0,0,25.4,27.0,4.6,8.3,1016.3,1013.2,17.4
0.0,28.0,9.0,13.0,42.0,20.0,0,29.8,30.1,6.4,13.8,1012.9,1012.5,21.4
0.0,28.0,4.0,7.0,52.0,26.0,0,30.2,30.8,5.770363849765259,4.6,1013.4,1010.9,21.9
0.0,22.0,7.0,11.0,40.0,21.0,0,32.5,33.6,5.770363849765259,13.4,1009.7,1006.2,25.3
2.6,31.0,11.0,15.0,69.0,45.0,1,24.0,25.3,20.8,12.0,1009.2,1007.9,20.7
0.0,39.0,19.0,17.0,63.0,61.0,0,23.1,24.3,5.770363849765259,3.3,1008.7,1007.6,19.8
0.0,37.0,15.0,15.0,46.0,39.0,0,21.0,22.8,12.8,9.3,1013.2,1012.5,17.2
0.2,54.0,22.0,26.0,88.0,52.0,0,22.4,23.1,5.770363849765259,7.0,1011.2,1010.5,17.4
1.2,30.0,15.0,9.0,61.0,41.0,1,22.4,23.3,11.8,9.0,1010.6,1009.0,17.8
0.0,50.0,17.0,20.0,58.0,40.0,0,22.5,22.9,5.770363849765259,10.9,1011.3,1012.4,18.1
0.0,37.0,17.0,13.0,39.0,25.0,0,22.7,24.1,14.2,12.6,1020.9,1018.5,16.1
0.0,30.0,9.0,13.0,26.0,15.0,0,28.2,29.1,5.770363849765259,12.7,1017.6,1014.7,21.9
0.0,31.0,2.0,13.0,25.0,7.0,0,32.2,33.3,5.770363849765259,12.0,1013.8,1012.2,24.2
0.0,26.0,4.0,15.0,28.0,22.0,0,29.2,30.5,24.6,13.3,1015.0,1013.2,22.3
0.0,31.0,6.0,15.471455457967378,25.0,44.82810539523212,0,21.55744747569771,31.0,8.2,13.3,1012.0,1016.8032642812304,23.1
0.2,48.0,11.0,22.0,75.0,43.0,0,24.3,25.1,8.2,9.1,1013.3,1013.5,18.5
0.0,37.0,17.0,22.0,45.0,30.0,0,23.2,23.8,7.4,12.7,1019.9,1019.2,17.6
0.0,54.0,6.0,13.0,36.0,27.0,0,25.0,26.0,8.0,9.5,1018.6,1014.8,18.7
0.0,35.0,2.0,22.0,46.0,29.0,0,27.7,28.7,5.770363849765259,12.6,1012.4,1009.6,19.5
0.0,41.0,6.0,20.0,52.0,32.0,0,27.1,28.4,5.770363849765259,12.5,1012.8,1010.7,18.8
0.0,28.0,6.0,11.0,44.0,20.0,0,33.1,35.2,22.6,12.4,1016.8,1013.2,21.2
0.0,54.0,19.0,30.0,11.0,4.0,0,40.0,41.3,10.2,10.7,1010.0,1007.1,32.7
0.0,35.0,7.0,20.0,57.0,35.0,0,30.8,32.3,12.6,12.8,1011.7,1009.8,23.8
0.0,48.0,11.0,28.0,55.0,41.0,0,24.6,25.2,10.0,11.3,1018.8,1018.3,19.0
0.0,35.0,13.0,17.0,52.0,28.0,0,26.3,27.6,7.4,12.6,1022.7,1021.1,19.2
0.0,31.0,11.0,20.0,41.0,35.0,0,23.7,27.2,5.770363849765259,12.9,1023.8,1020.6,16.8
0.0,33.0,6.0,13.0,22.0,15.0,0,32.3,32.9,5.770363849765259,13.0,1018.8,1014.9,25.6
0.0,35.0,7.0,19.0,19.0,7.0,0,36.7,38.5,24.8,13.1,1011.7,1008.8,28.2
0.0,39.0,6.0,19.0,19.0,44.82810539523212,0,35.7,36.9,11.4,11.9,1007.3,1007.6,28.5
0.0,30.0,6.0,17.0,49.0,25.0,0,27.4,29.0,9.2,11.8,1011.3,1008.2,21.7
0.0,52.0,19.0,20.0,55.0,55.0,0,24.8,27.6,7.4,11.0,1002.8,1004.7,22.4
0.0,46.0,17.0,22.0,47.0,32.0,0,26.6,27.6,7.6,11.7,1008.1,1005.5,19.2
1.0,59.0,19.0,17.0,48.0,41.0,0,22.9,24.4,5.770363849765259,12.4,1013.1,1013.6,18.8
0.0,28.0,7.0,13.0,53.0,21.0,0,29.7,30.4,5.770363849765259,12.9,1018.0,1016.5,19.8
0.0,24.0,7.0,7.0,42.0,15.0,0,35.1,36.6,5.770363849765259,13.2,1019.9,1015.9,22.0
0.0,30.0,7.0,15.0,16.0,5.0,0,42.0,43.2,32.2,12.0,1013.4,1009.9,32.4
0.0,35.0,11.0,22.0,10.0,7.0,0,43.9,45.7,13.0,12.5,1007.5,1005.3,38.3
0.0,50.0,19.0,24.0,16.0,11.0,0,42.4,43.4,14.6,12.9,1009.0,1007.5,37.3
0.0,48.0,11.0,15.0,17.0,12.0,0,42.2,43.1,13.8,13.1,1010.5,1007.2,36.3
0.0,69.0,9.0,17.0,38.0,12.0,0,40.2,41.1,14.4,7.747993216506501,1012.0,1010.5,31.4
0.0,65.0,7.0,17.0,41.0,24.0,0,37.4,40.6,5.770363849765259,10.0,1012.8,1010.2,29.9
0.0,56.0,2.0,24.0,32.0,22.0,0,36.4,38.8,24.0,11.0,1011.3,1009.2,31.4
0.0,35.0,4.0,17.0,49.0,29.0,0,34.5,36.3,11.4,13.0,1010.8,1007.7,25.7
0.0,24.0,2.0,13.0,49.0,34.0,0,31.9,33.0,8.6,13.1,1008.1,1006.0,24.5
0.0,39.0,2.0,24.0,67.0,27.0,0,33.5,35.6,8.6,12.8,1008.0,1007.6,23.9
0.0,31.0,2.0,13.0,38.0,15.0,0,41.4,43.9,8.8,12.1,1006.8,1003.5,28.8
0.0,70.0,19.0,22.0,12.0,29.0,0,33.8,41.5,5.770363849765259,11.6,1000.8,1004.4,37.4
0.8,35.0,15.0,20.0,65.0,37.0,0,23.3,24.8,5.770363849765259,4.3,1013.7,1015.7,20.2
0.0,43.0,11.0,24.0,47.0,33.0,0,22.8,23.3,27.6,12.2,1020.0,1018.1,17.1
0.0,43.0,13.0,17.0,54.0,33.0,0,19.2,21.1,9.4,6.4,1021.5,1020.3,16.0
0.0,46.0,11.0,20.0,49.0,35.0,0,20.0,21.3,5.0,7.3,1023.7,1021.5,14.7
0.0,43.0,13.0,19.0,56.0,24.0,0,22.8,23.8,4.8,12.7,1023.1,1020.3,15.7
0.0,36.49921060940954,19.0,22.0,43.0,21.0,0,27.2,28.8,7.0,12.7,1021.9,1019.4,18.9
0.0,48.0,11.0,20.0,36.0,31.0,0,27.7,31.3,5.770363849765259,12.3,1020.6,1018.0,24.2
0.0,35.0,7.0,20.0,58.0,36.0,0,27.6,30.0,5.770363849765259,11.7,1017.8,1014.8,19.7
0.0,37.0,4.0,20.0,47.0,34.0,0,29.9,31.7,24.8,12.5,1016.1,1012.8,23.1
0.0,39.0,11.0,20.0,30.0,23.0,0,32.3,34.2,9.4,11.8,1012.8,1010.2,27.4
0.0,31.0,9.0,17.0,25.0,17.0,0,34.3,35.4,9.4,12.5,1010.6,1007.6,28.0
0.0,39.0,9.0,19.0,24.0,54.0,0,25.4,33.0,8.4,7.8,1008.6,1009.3,27.5
0.0,39.0,11.0,19.0,50.0,49.0,0,22.8,24.9,7.8,9.0,1017.0,1017.0,19.9
0.0,41.0,13.0,19.0,55.0,37.0,0,25.3,26.4,5.770363849765259,12.0,1020.6,1017.6,19.1
0.0,31.0,2.0,17.0,59.0,23.0,0,29.3,31.4,5.770363849765259,12.5,1016.3,1012.7,19.6
0.0,46.0,2.0,24.0,42.0,45.0,0,26.7,27.6,18.8,11.3,1012.3,1013.6,22.0
