Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
0.0,46.0,11.0,20.0,38.0,7.0,5.0,0,23.0,23.4,10.9,1021.1,1020.3
0.0,46.0,2.0,11.0,26.0,0.0,0.0,0,26.0,27.0,11.8,1025.4,1022.7
0.0,44.0,7.0,15.0,27.0,0.0,0.0,0,27.4,28.9,12.3,1022.9,1018.8
0.0,48.0,4.0,17.0,29.0,4.0,6.0,0,27.7,29.4,11.7,1018.7,1015.6
0.0,33.0,0.0,20.0,33.0,0.0,1.0,0,28.8,30.0,12.2,1019.5,1015.6
0.0,30.0,11.0,7.0,22.0,0.0,2.0,0,30.5,32.0,12.0,1016.9,1013.4
0.0,31.0,6.0,17.0,30.0,4.0,2.0,0,28.7,30.4,7.7,1012.7,1009.0
0.0,33.0,6.0,17.0,22.0,1.0,1.0,0,30.0,31.3,11.3,1009.0,1006.7
0.2,43.0,7.0,17.0,47.0,7.0,3.0,0,22.8,23.9,7.4,1012.8,1012.7
0.6,43.0,17.0,26.0,53.0,7.0,4.0,0,21.7,23.2,8.9,1017.3,1016.8
0.0,31.0,11.0,22.0,50.0,7.0,1.0,0,25.3,27.2,10.1,1017.5,1013.8
0.0,54.0,9.0,20.0,13.0,6.0,2.0,0,33.9,35.0,9.0,1010.6,1007.3
0.0,48.0,7.0,22.0,39.0,2.0,2.0,0,19.2,20.1,12.2,1018.5,1018.8
0.6,30.0,9.0,19.0,60.0,8.0,7.0,0,19.7,21.2,3.4,1020.5,1019.2
0.2,48.0,9.0,7.0,30.0,3.0,1.0,0,28.9,31.4,11.0,1019.2,1016.2
0.0,43.0,4.0,19.0,22.0,5.0,2.0,0,31.9,34.4,8.7,1013.8,1010.9
0.0,39.0,9.0,20.0,46.0,7.0,1.0,0,21.6,22.6,6.3,1012.9,1011.8
0.0,33.0,11.0,13.0,59.0,7.0,7.0,0,17.6,19.5,0.8,1014.7,1014.7
0.0,24.0,9.0,9.0,36.0,7.0,1.0,0,25.3,27.6,10.1,1015.5,1011.3
0.0,74.0,19.0,28.0,37.0,7.0,7.0,0,28.9,32.4,1.0,1009.3,1000.4
10.0,57.0,17.0,20.0,58.0,1.0,7.0,1,15.8,17.5,4.4,1012.5,1012.0
2.4,50.0,9.0,24.0,69.0,7.0,8.0,1,15.5,15.8,0.2,1015.7,1016.1
3.4,33.0,0.0,19.0,61.0,7.0,7.0,1,17.3,19.8,5.4,1016.3,1015.3
1.2,30.0,11.0,13.0,54.0,7.0,7.0,1,19.4,20.5,6.4,1016.5,1016.1
0.0,35.0,11.0,13.0,46.0,7.0,3.0,0,19.8,21.5,5.0,1021.2,1020.0
0.0,30.0,7.0,7.0,42.0,7.0,1.0,0,24.8,26.1,10.1,1021.4,1018.3
0.0,28.0,6.0,9.0,50.0,8.0,7.0,0,25.2,27.5,6.2,1020.9,1018.5
0.0,31.0,0.0,11.0,37.0,7.0,6.0,0,28.2,30.0,5.5,1021.2,1017.8
5.0,31.0,9.0,19.0,66.0,7.0,7.0,1,22.8,23.8,2.4,1018.8,1017.0
5.6,22.0,0.0,9.0,42.0,2.0,4.0,1,28.7,30.8,9.8,1016.8,1013.5
0.2,81.0,20.0,6.0,99.0,7.0,7.0,0,17.5,23.7,4.1,1007.8,1006.5
36.0,44.0,22.0,20.0,50.0,7.0,7.0,1,16.4,17.8,2.9,1011.4,1010.7
0.0,39.0,13.0,20.0,54.0,6.0,6.0,0,19.4,20.8,5.0,1012.0,1011.9
0.6,35.0,13.0,19.0,67.0,7.0,7.0,0,16.9,18.0,4.9,1017.5,1017.7
0.0,33.0,9.0,17.0,20.0,3.0,2.0,0,26.0,27.6,8.8,1017.5,1012.8
0.0,37.0,7.0,22.0,20.0,3.0,1.0,0,30.4,32.7,10.2,1013.9,1011.1
0.0,30.0,6.0,20.0,50.0,5.0,1.0,0,25.9,28.4,10.5,1015.8,1012.8
0.0,48.0,6.0,28.0,12.0,1.0,1.0,0,33.8,34.8,10.6,1013.4,1010.2
0.0,39.0,11.0,22.0,66.0,2.0,6.0,0,20.7,26.8,6.1,1010.0,1012.3
1.4,24.0,11.0,13.0,61.0,8.0,6.0,1,17.5,18.3,4.5,1016.8,1016.2
0.0,20.0,6.0,7.0,49.0,7.0,7.0,0,21.2,21.9,3.4,1017.4,1015.1
2.0,30.0,2.0,4.0,55.0,7.0,6.0,1,24.0,25.5,3.2,1016.3,1014.4
0.4,43.0,6.0,15.0,51.0,2.0,3.0,0,22.5,23.5,8.4,1019.4,1020.5
0.0,28.0,2.0,15.0,48.0,7.0,4.0,0,18.5,20.0,9.4,1026.9,1025.1
0.0,17.0,7.0,7.0,29.0,3.0,1.0,0,25.5,27.7,9.6,1024.1,1020.7
0.0,30.0,7.0,19.0,27.0,1.0,1.0,0,25.4,27.0,11.1,1022.1,1021.3
0.0,31.0,0.0,9.0,44.0,5.0,2.0,0,23.2,24.1,9.3,1026.0,1023.0
0.0,28.0,9.0,11.0,30.0,0.0,1.0,0,28.3,29.2,10.5,1023.6,1020.6
0.0,24.0,2.0,11.0,30.0,1.0,3.0,0,28.4,29.5,10.3,1022.4,1019.7
0.0,31.0,6.0,15.0,27.0,5.0,5.0,0,32.1,32.6,10.4,1021.4,1017.6
0.0,44.0,17.0,19.0,99.0,6.0,8.0,0,15.3,25.8,2.1,1014.4,1014.9
29.2,33.0,9.0,19.0,47.0,1.0,7.0,1,17.4,17.7,4.8,1022.3,1022.1
0.2,44.0,11.0,13.0,86.0,7.0,7.0,0,15.5,19.6,4.2,1019.9,1017.9
2.4,44.0,6.0,22.0,59.0,7.0,7.0,1,14.7,16.1,3.9,1025.8,1024.9
7.2,30.0,7.0,17.0,73.0,7.0,7.0,1,16.0,16.5,2.8,1029.8,1027.7
1.4,28.0,7.0,13.0,61.0,7.0,4.0,1,18.6,19.5,6.1,1028.1,1025.3
0.2,35.0,4.0,19.0,32.0,7.0,1.0,0,25.2,26.0,8.7,1023.8,1018.2
0.0,24.0,0.0,17.0,77.0,8.0,7.0,0,17.4,18.7,3.9,1020.1,1019.0
0.6,20.0,2.0,4.0,57.0,8.0,3.0,0,21.6,22.4,4.8,1024.0,1020.8
0.2,44.0,4.0,15.0,53.0,0.0,1.0,0,20.5,21.3,10.7,1022.8,1020.9
0.2,19.0,7.0,6.0,27.0,2.0,4.0,0,25.5,25.8,11.0,1022.8,1018.3
0.0,39.0,9.0,22.0,19.0,2.0,1.0,0,27.4,28.5,10.5,1014.2,1009.0
3.0,81.0,22.0,26.0,53.0,3.0,6.0,1,13.7,16.3,6.3,1007.3,1011.3
0.0,57.0,24.0,24.0,37.0,7.0,3.0,0,19.5,19.9,5.6,1013.0,1010.2
0.0,22.0,11.0,2.0,51.0,6.0,7.0,0,20.2,21.3,5.1,1017.8,1017.1
0.0,30.0,0.0,15.0,64.0,2.0,7.0,0,17.3,18.0,4.1,1023.6,1023.2
0.4,33.0,7.0,15.0,57.0,8.0,5.0,0,18.3,18.9,4.8,1026.0,1022.7
0.2,19.0,6.0,9.0,42.0,5.0,2.0,0,20.9,21.7,9.5,1024.2,1020.5
0.0,20.0,9.0,6.0,32.0,0.0,0.0,0,23.1,24.2,10.2,1024.5,1021.2
0.0,28.0,0.0,9.0,31.0,0.0,1.0,0,23.6,24.4,10.3,1024.8,1021.2
0.0,39.0,9.0,20.0,37.0,3.0,7.0,0,22.1,23.1,7.6,1019.5,1013.7
0.0,61.0,30.0,19.0,77.0,8.0,7.0,0,16.8,18.8,0.0,1002.8,998.4
1.2,61.0,15.0,35.0,62.0,7.0,7.0,1,17.7,18.1,3.9,1000.9,994.2
1.6,72.0,20.0,37.0,65.0,7.0,7.0,1,11.4,13.0,4.2,997.7,999.1
1.0,37.0,7.0,15.0,80.0,5.0,7.0,0,10.5,14.0,2.7,1011.6,1010.7
12.6,41.0,2.0,15.0,52.0,5.0,7.0,1,11.5,13.1,5.1,1020.0,1020.7
1.8,19.0,6.0,11.0,62.0,7.0,7.0,1,11.8,12.7,2.6,1024.1,1022.3
0.2,28.0,7.0,17.0,36.0,1.0,2.0,0,16.5,17.0,10.1,1023.7,1020.4
0.0,37.0,20.0,9.0,71.0,7.0,7.0,0,13.3,14.8,0.3,1023.0,1022.4
0.0,22.0,4.0,13.0,49.0,1.0,3.0,0,16.4,16.8,9.7,1028.0,1026.0
0.0,17.0,6.0,9.0,52.0,7.0,3.0,0,17.6,18.0,7.8,1029.5,1026.9
0.0,28.0,6.0,15.0,89.0,7.0,7.0,0,14.1,15.4,0.7,1030.8,1030.1
0.2,20.0,4.0,13.0,59.0,5.0,4.0,0,16.3,16.9,8.6,1032.5,1029.0
0.0,17.0,7.0,7.0,59.0,8.0,6.0,0,15.1,16.5,5.4,1029.5,1026.4
0.0,35.0,13.0,19.0,67.0,5.0,5.0,0,14.6,15.7,5.2,1027.8,1027.2
0.4,26.0,0.0,11.0,72.0,7.0,7.0,0,14.6,15.2,0.1,1031.0,1029.0
2.0,24.0,7.0,13.0,71.0,8.0,7.0,1,14.5,15.2,1.9,1028.0,1025.8
0.6,26.0,4.0,11.0,57.0,6.0,4.0,0,16.7,17.2,5.7,1026.5,1023.7
0.2,22.0,2.0,17.0,61.0,7.0,1.0,0,16.6,17.3,5.9,1025.4,1022.5
0.0,17.0,4.0,7.0,60.0,6.0,7.0,0,15.5,16.1,1.4,1023.1,1019.9
0.4,33.0,9.0,13.0,53.0,7.0,7.0,0,15.8,16.2,1.6,1017.1,1013.9
0.0,46.0,11.0,28.0,55.0,6.0,7.0,0,16.0,16.4,1.6,1012.4,1010.1
0.0,57.0,19.0,22.0,61.0,7.0,7.0,0,18.1,18.4,0.0,1009.4,1005.8
0.6,67.0,20.0,19.0,52.0,7.0,6.0,0,13.8,15.9,2.2,1012.2,1014.1
0.2,31.0,7.0,13.0,63.0,7.0,7.0,0,16.1,16.3,0.9,1021.5,1020.4
0.2,15.0,4.0,4.0,47.0,2.0,1.0,0,17.7,18.4,9.2,1025.3,1021.8
0.2,13.0,7.0,7.0,48.0,7.0,7.0,0,19.6,19.7,6.3,1022.8,1019.5
0.0,19.0,7.0,7.0,45.0,7.0,7.0,0,20.5,21.3,7.3,1022.9,1021.2
0.0,15.0,0.0,6.0,78.0,8.0,1.0,0,14.9,15.4,5.6,1025.6,1023.8
0.4,17.0,6.0,9.0,44.0,1.0,0.0,0,20.4,20.8,9.3,1025.3,1021.2
0.0,31.0,9.0,15.0,36.0,7.0,7.0,0,21.7,22.8,5.0,1021.2,1018.1
0.0,46.0,11.0,17.0,43.0,8.0,7.0,0,20.6,20.6,0.0,1022.1,1020.3
0.0,50.0,24.0,20.0,48.0,7.0,7.0,0,20.4,21.8,1.9,1019.1,1015.5
4.4,24.0,6.0,13.0,59.0,4.0,4.0,1,15.4,17.6,7.4,1021.7,1020.0
0.0,24.0,4.0,15.0,98.0,2.0,7.0,0,12.1,14.7,4.6,1022.9,1021.6
2.8,35.0,7.0,7.0,71.0,7.0,7.0,1,12.5,14.4,1.9,1024.9,1024.5
2.2,31.0,0.0,11.0,57.0,1.0,3.0,1,14.5,15.2,8.4,1028.7,1026.9
0.0,33.0,0.0,17.0,73.0,7.0,6.0,0,14.2,14.8,3.8,1032.1,1030.6
0.2,13.0,6.0,6.0,54.0,7.0,7.0,0,15.6,16.0,7.7,1034.8,1031.2
0.2,15.0,0.0,0.0,83.0,7.0,7.0,0,12.1,12.6,0.0,1031.2,1029.4
0.6,13.0,6.0,6.0,78.0,8.0,8.0,0,14.4,14.5,0.0,1029.5,1026.5
2.6,19.0,4.0,7.0,74.0,7.0,7.0,1,16.4,16.7,0.0,1022.8,1018.9
2.0,33.0,13.0,11.0,68.0,7.0,7.0,1,15.4,15.7,0.7,1018.9,1016.7
0.4,11.0,2.0,6.0,56.0,7.0,6.0,0,15.3,16.3,7.5,1018.0,1015.2
0.2,24.0,7.0,7.0,71.0,7.0,7.0,0,12.8,15.0,1.6,1013.5,1009.2
3.4,35.0,7.0,7.0,93.0,7.0,7.0,1,10.8,13.6,1.1,1005.6,1004.1
2.4,50.0,15.0,9.0,92.0,7.0,7.0,1,10.2,14.2,2.7,1006.7,1005.0
9.6,54.0,17.0,24.0,63.0,7.0,7.0,1,11.4,11.6,2.7,1007.0,1005.9
20.4,48.0,2.0,13.0,75.0,7.0,7.0,1,9.6,10.0,3.2,1019.2,1020.8
4.8,19.0,4.0,7.0,68.0,7.0,7.0,1,11.2,11.4,0.1,1025.6,1023.1
0.0,46.0,13.0,22.0,66.0,6.0,7.0,0,9.4,10.8,4.7,1022.7,1019.5
0.0,43.0,24.0,15.0,53.0,7.0,7.0,0,13.0,13.7,1.8,1013.6,1008.8
0.0,28.0,4.0,0.0,56.0,7.0,7.0,0,15.1,15.3,1.4,1009.9,1008.3
0.0,20.0,4.0,13.0,62.0,4.0,1.0,0,14.8,15.0,8.5,1014.4,1014.2
0.2,15.0,0.0,6.0,70.0,8.0,3.0,0,13.2,13.4,4.7,1023.7,1023.5
0.2,19.0,4.0,13.0,78.0,8.0,2.0,0,12.0,12.5,4.6,1029.4,1028.0
0.2,26.0,4.0,15.0,52.0,6.0,1.0,0,15.7,16.4,8.6,1030.8,1028.4
0.2,30.0,7.0,17.0,52.0,7.0,5.0,0,15.5,16.7,7.7,1029.8,1025.8
0.0,43.0,13.0,13.0,68.0,7.0,7.0,0,14.0,14.7,0.3,1022.2,1017.7
0.0,19.0,9.0,6.0,75.0,7.0,7.0,0,14.9,15.6,0.0,1019.9,1018.2
1.4,28.0,7.0,11.0,57.0,3.0,1.0,1,17.2,17.7,8.9,1019.2,1017.1
0.2,59.0,4.0,20.0,63.0,7.0,7.0,0,15.5,15.8,1.5,1017.7,1013.4
2.2,22.0,0.0,9.0,76.0,6.0,2.0,1,12.3,15.7,7.8,1014.1,1012.4
6.0,37.0,7.0,13.0,85.0,7.0,7.0,1,12.0,14.5,3.8,1013.8,1010.3
4.4,24.0,6.0,11.0,62.0,3.0,3.0,1,15.2,16.3,7.8,1009.5,1007.0
0.0,13.0,4.0,6.0,71.0,7.0,7.0,0,13.0,13.1,1.1,1008.3,1006.1
0.2,48.0,7.0,15.0,63.0,7.0,7.0,0,13.3,15.4,6.5,1006.7,1004.3
0.4,44.0,22.0,24.0,68.0,7.0,1.0,0,15.6,17.5,7.0,1006.5,1005.0
0.0,72.0,33.0,30.0,52.0,6.0,7.0,0,18.6,19.8,4.8,999.0,990.4
3.4,59.0,28.0,28.0,60.0,6.0,3.0,1,14.1,14.7,6.9,998.8,998.3
1.0,41.0,15.0,17.0,69.0,7.0,7.0,0,11.8,12.5,0.2,1005.4,1002.8
8.6,54.0,17.0,20.0,79.0,7.0,7.0,1,10.5,12.0,3.2,1009.4,1011.8
0.6,43.0,13.0,15.0,80.0,7.0,7.0,0,13.0,14.2,2.4,1016.4,1015.3
1.6,37.0,7.0,15.0,71.0,7.0,7.0,1,11.0,12.4,3.2,1021.7,1021.0
0.4,30.0,6.0,15.0,77.0,2.0,7.0,0,12.0,12.5,4.9,1022.4,1021.4
0.8,15.0,6.0,4.0,52.0,1.0,1.0,0,13.8,14.1,9.1,1026.6,1024.4
0.2,30.0,2.0,11.0,48.0,6.0,4.0,0,14.5,15.0,8.8,1029.1,1027.4
0.0,28.0,7.0,7.0,52.0,6.0,4.0,0,15.1,16.4,8.3,1030.2,1027.3
0.2,43.0,7.0,15.0,59.0,7.0,8.0,0,13.8,14.8,0.7,1025.6,1020.6
2.2,69.0,26.0,28.0,59.0,7.0,7.0,1,13.9,14.6,1.1,1012.8,1008.4
0.8,57.0,19.0,20.0,64.0,6.0,6.0,0,14.0,14.6,2.6,1005.4,1002.9
0.6,39.0,19.0,20.0,71.0,6.0,7.0,0,12.7,13.8,3.8,1003.9,1002.1
8.6,33.0,11.0,13.0,65.0,7.0,7.0,1,11.8,12.8,2.0,1004.4,1003.8
0.2,15.0,6.0,7.0,60.0,7.0,7.0,0,11.9,13.0,2.6,1010.4,1010.5
0.0,31.0,7.0,15.0,77.0,7.0,5.0,0,10.6,13.6,6.6,1017.3,1017.0
0.2,15.0,4.0,4.0,60.0,6.0,7.0,0,12.9,13.9,7.2,1022.8,1020.5
0.2,54.0,6.0,22.0,60.0,2.0,7.0,0,11.7,13.4,5.4,1019.2,1015.0
0.0,54.0,22.0,26.0,61.0,4.0,7.0,0,14.2,14.6,9.1,1016.9,1015.2
0.0,65.0,30.0,35.0,42.0,2.0,4.0,0,17.6,18.0,8.6,1016.1,1011.8
0.0,48.0,13.0,22.0,32.0,2.0,2.0,0,19.2,19.9,6.1,1012.9,1006.7
0.2,56.0,19.0,17.0,63.0,2.0,7.0,0,13.1,16.5,2.8,1004.0,1002.4
12.0,35.0,9.0,17.0,58.0,7.0,6.0,1,12.4,12.9,6.0,1017.7,1020.6
0.4,41.0,9.0,22.0,58.0,1.0,7.0,0,11.6,12.5,6.1,1024.9,1022.7
0.0,54.0,17.0,22.0,50.0,7.0,6.0,0,11.7,13.6,5.6,1022.8,1020.2
0.0,39.0,9.0,22.0,42.0,6.0,7.0,0,14.0,15.4,7.2,1015.6,1012.3
0.0,52.0,19.0,28.0,63.0,3.0,7.0,0,13.9,15.1,5.1,1016.2,1015.9
0.0,43.0,15.0,24.0,68.0,1.0,7.0,0,12.3,14.2,7.2,1021.6,1020.6
0.0,30.0,15.0,13.0,56.0,7.0,7.0,0,15.2,15.9,4.4,1024.0,1023.2
0.2,35.0,15.0,19.0,69.0,6.0,7.0,0,13.1,14.2,3.9,1023.1,1019.3
8.0,39.0,9.0,17.0,52.0,2.0,6.0,1,13.8,15.1,6.5,1020.9,1020.2
0.2,37.0,15.0,11.0,64.0,6.0,7.0,0,15.2,15.8,3.8,1024.1,1023.0
0.8,56.0,20.0,28.0,55.0,7.0,7.0,0,14.6,15.4,3.4,1024.3,1020.4
2.8,67.0,15.0,9.0,43.0,1.0,7.0,1,13.7,14.6,7.1,1022.3,1022.1
0.0,48.0,26.0,17.0,67.0,7.0,7.0,0,13.1,14.3,2.5,1017.6,1015.9
3.8,39.0,9.0,19.0,65.0,7.0,7.0,1,14.6,16.1,7.2,1019.6,1017.0
0.2,70.0,17.0,26.0,51.0,7.0,7.0,0,17.4,19.4,1.1,1014.2,1009.9
4.0,63.0,20.0,28.0,51.0,2.0,3.0,1,11.9,12.3,7.9,1012.3,1018.3
0.2,33.0,6.0,15.0,45.0,1.0,7.0,0,14.4,14.8,9.7,1025.0,1021.0
0.0,41.0,11.0,24.0,41.0,7.0,7.0,0,12.8,13.6,3.8,1019.0,1016.4
0.0,35.0,4.0,13.0,61.0,8.0,7.0,0,11.7,12.4,0.0,1017.8,1012.6
1.6,31.0,0.0,13.0,87.0,8.0,7.0,1,11.5,15.6,2.7,1009.3,1008.3
3.2,19.0,6.0,0.0,89.0,8.0,7.0,1,12.2,12.3,0.8,1011.6,1010.5
0.8,30.0,7.0,17.0,66.0,1.0,7.0,0,15.3,17.8,7.6,1014.8,1013.4
1.4,30.0,4.0,11.0,53.0,2.0,4.0,1,17.0,17.6,9.7,1020.0,1017.2
0.2,63.0,13.0,19.0,38.0,7.0,1.0,0,20.0,20.2,6.5,1015.2,1009.7
0.0,80.0,26.0,22.0,59.0,7.0,4.0,0,15.0,17.2,5.6,1001.3,1001.9
4.2,44.0,15.0,17.0,45.0,2.0,6.0,1,14.8,15.8,8.4,1015.5,1018.2
0.0,31.0,17.0,17.0,57.0,3.0,4.0,0,15.1,15.8,7.9,1027.5,1025.1
0.0,44.0,11.0,24.0,44.0,0.0,5.0,0,17.1,18.2,7.8,1024.3,1019.9
3.4,41.0,0.0,20.0,44.0,7.0,4.0,1,17.5,19.0,6.3,1018.4,1010.8
1.4,96.0,30.0,30.0,47.0,3.0,4.0,1,13.3,18.4,7.3,994.4,999.0
0.2,46.0,17.0,24.0,50.0,0.0,1.0,0,13.7,14.4,10.0,1009.0,1006.1
0.4,57.0,20.0,31.0,55.0,1.0,3.0,0,16.9,18.0,10.6,1007.3,1002.6
0.0,63.0,15.0,35.0,39.0,3.0,7.0,0,16.0,17.5,8.8,999.4,996.2
7.4,78.0,22.0,33.0,55.0,1.0,1.0,1,13.5,14.3,7.6,1004.9,999.5
3.2,59.0,31.0,26.0,52.0,2.0,7.0,1,14.3,14.8,5.8,1009.8,1008.3
0.0,57.0,22.0,26.0,48.0,1.0,6.0,0,16.8,17.7,7.8,1012.2,1009.3
0.0,48.0,19.0,22.0,57.0,5.0,5.0,0,17.8,18.4,8.6,1012.8,1010.1
0.0,57.0,24.0,20.0,65.0,7.0,7.0,0,14.4,15.9,0.5,997.1,997.0
6.2,43.0,22.0,24.0,49.0,1.0,4.0,1,14.1,15.2,6.6,1011.9,1011.8
0.0,46.0,22.0,15.0,94.0,7.0,7.0,0,12.1,16.1,3.6,1014.7,1013.9
5.0,28.0,11.0,13.0,44.0,3.0,7.0,1,14.0,15.2,8.3,1021.9,1020.6
0.0,46.0,15.0,17.0,40.0,1.0,1.0,0,18.2,18.7,10.8,1021.6,1017.4
0.0,70.0,19.0,24.0,38.0,1.0,7.0,0,20.3,21.7,8.8,1010.7,1007.1
0.8,61.0,24.0,20.0,68.0,1.0,7.0,0,11.9,16.0,6.5,1011.1,1010.0
4.4,43.0,20.0,15.0,49.0,1.0,5.0,1,14.9,16.0,9.1,1016.2,1015.0
0.0,43.0,11.0,15.0,44.0,7.0,7.0,0,15.2,15.8,1.2,1013.8,1008.0
0.6,31.0,6.0,11.0,66.0,6.0,7.0,0,15.5,16.0,3.0,1004.0,1003.4
6.2,57.0,15.0,24.0,88.0,7.0,7.0,1,11.5,15.0,4.8,1011.9,1012.1
4.0,44.0,17.0,24.0,65.0,7.0,7.0,1,12.7,13.1,0.8,1014.5,1013.6
0.0,24.0,13.0,7.0,55.0,7.0,7.0,0,12.9,14.0,2.8,1018.0,1017.7
0.2,38.059219380888294,15.0,20.0,43.0,2.0,7.0,0,18.6,22.7,9.1,1016.7,1010.6
0.0,72.0,13.0,33.0,21.0,7.0,6.0,0,27.6,29.0,6.0,1013.1,1006.6
1.0,59.0,4.0,24.0,55.0,7.0,7.0,0,18.6,19.6,2.2,1013.2,1011.0
0.2,20.0,6.0,6.0,43.0,1.0,7.0,0,15.0,16.0,6.4,1023.2,1021.2
0.0,28.0,7.0,9.0,35.0,1.0,3.0,0,18.8,19.7,10.8,1021.0,1017.9
0.0,37.0,9.0,15.0,29.0,2.0,4.0,0,22.5,23.0,8.5,1020.9,1013.7
0.0,48.0,13.0,15.0,90.0,8.0,8.0,0,13.8,18.8,0.0,1009.0,1007.9
14.2,24.0,0.0,6.0,48.0,4.0,0.0,1,17.5,18.2,10.2,1023.2,1018.9
0.0,61.0,26.0,24.0,50.0,7.0,7.0,0,19.5,20.2,6.8,1014.0,1011.6
3.8,31.0,6.0,19.0,39.0,7.0,3.0,1,16.8,17.5,6.3,1015.4,1013.5
0.0,37.0,4.0,9.0,48.0,1.0,7.0,0,18.2,19.4,7.6,1014.5,1006.5
18.2,48.0,20.0,22.0,62.0,7.0,4.0,1,17.6,18.0,5.5,997.3,995.8
