MinTemp,Rainfall,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp
17.7,0.0,81.0,65.0,0,24.4,25.6
16.8,17.4,99.0,68.0,1,24.2,25.6
17.7,0.2,93.0,57.0,0,24.9,25.9
15.1,0.0,88.0,72.0,0,23.2,24.2
15.9,2.6,99.0,57.0,1,25.2,26.5
16.6,0.0,99.0,67.0,0,25.0,27.1
16.5,3.4,99.0,55.0,1,27.8,28.3
16.8,13.6,94.0,43.0,1,30.2,30.8
12.2,0.2,56.0,38.0,0,25.5,27.2
10.2,0.0,76.0,37.0,0,24.3,25.4
15.1,0.0,74.0,48.0,0,25.6,26.7
12.8,0.0,88.0,45.0,0,29.8,31.0
15.2,0.0,91.0,45.0,0,29.0,29.9
15.4,0.0,96.0,53.0,0,27.2,27.3
13.6,0.0,99.0,49.0,0,26.6,28.4
14.2,0.2,92.0,36.0,0,29.5,29.8
16.9,0.0,90.0,38.0,0,32.1,32.7
15.7,0.0,93.0,42.0,0,33.8,34.2
18.5,28.6,96.0,59.0,1,29.6,29.7
19.4,0.2,78.0,61.0,0,22.5,23.5
13.5,0.0,89.0,46.0,0,24.9,25.5
11.9,0.0,99.0,46.0,0,26.0,26.9
14.4,0.0,86.0,48.0,0,25.2,25.9
18.0,3.8,89.0,95.0,1,17.1,20.7
17.1,58.4,99.0,83.0,1,22.5,23.2
18.9,16.4,97.0,81.0,1,22.5,24.5
17.6,6.8,99.0,66.0,1,26.2,26.5
18.1,0.8,95.0,66.0,0,19.4,20.2
16.4,0.0,76.0,59.0,0,23.6,24.1
11.9,0.0,74.0,58.0,0,20.9,21.5
15.6,0.0,69.0,57.0,0,21.4,21.8
9.8,0.0,76.0,47.0,0,22.9,23.3
11.7,0.0,87.0,50.0,0,23.5,24.1
10.5,0.2,99.0,49.0,0,24.4,24.8
14.2,0.0,97.0,67.0,0,23.2,23.9
17.2,1.2,92.0,72.0,1,23.5,24.3
17.9,0.2,89.0,79.0,0,21.4,22.3
16.1,3.4,88.0,61.0,1,25.3,25.9
12.6,0.2,71.0,29.0,0,28.5,28.8
10.5,0.2,55.0,40.0,0,23.8,24.4
8.8,0.0,83.0,37.0,0,23.1,23.6
10.2,0.0,77.0,45.0,0,23.0,23.5
11.9,0.0,63.0,83.0,0,17.9,20.9
14.2,7.0,73.0,76.0,1,17.5,19.0
13.9,2.0,75.0,77.0,1,18.4,20.9
13.6,4.2,84.0,49.0,1,23.128682170542632,21.9
12.9,1.0,78.0,62.0,0,20.3,21.3
8.8,0.0,99.0,62.0,0,22.0,24.2
12.5,0.0,50.0,46.0,0,21.6,23.4
15.2,0.0,39.0,35.0,0,18.5,20.0
7.7,0.0,47.0,36.0,0,17.9,18.4
6.2,0.0,62.0,36.0,0,20.6,22.1
5.2,0.0,85.0,58.0,0,16.7,17.6
7.6,0.0,67.0,62.0,0,16.9,19.3
4.9,0.0,86.0,50.0,0,21.2,21.5
4.4,0.0,85.0,42.0,0,20.9,21.9
8.6,0.0,81.0,47.0,0,21.1,21.8
7.1,0.0,95.0,42.0,0,22.8,23.5
9.7,0.0,87.0,52.0,0,20.1,20.5
9.3,0.0,99.0,53.0,0,22.0,22.3
7.1,0.0,93.0,42.0,0,21.9,22.6
7.8,0.0,80.0,53.0,0,19.5,21.0
5.1,0.0,85.0,44.0,0,21.4,21.8
6.2,0.0,94.0,77.0,0,16.5,18.3
5.6,0.2,99.0,46.0,0,20.0,20.1
3.9,0.2,99.0,39.0,0,20.1,20.4
5.0,0.0,87.0,36.0,0,21.0,21.3
2.9,0.0,57.0,37.0,0,20.0,21.0
5.5,0.0,68.0,38.0,0,20.8,21.6
13.3,0.0,50.0,44.0,0,21.3,21.8
2.7,0.0,81.0,40.0,0,19.1,19.8
4.0,0.0,96.0,59.0,0,19.3,19.8
9.3,0.0,99.0,73.0,0,17.4,19.9
12.5,6.0,99.0,60.0,1,19.6,20.4
13.3,7.0,97.0,67.0,1,17.8,19.5
13.6,23.6,99.0,97.0,1,15.4,17.4
14.1,32.6,99.0,80.0,1,19.0,20.6
13.3,4.4,96.0,58.0,1,20.5,21.1
10.1,0.2,95.0,76.0,0,18.3,18.8
9.0,0.0,99.0,58.0,0,21.4,21.8
10.5,0.2,99.0,94.0,0,15.8,16.2
11.7,2.0,99.0,70.0,1,16.9,19.0
11.9,0.6,73.0,61.0,0,16.5,17.2
11.2,0.0,64.0,82.0,0,14.2,18.5
10.8,4.6,99.0,77.0,1,15.8,16.4
9.8,1.0,99.0,77.0,0,15.7,15.8
10.6,0.4,99.0,62.0,0,19.4,19.6
12.6,6.6,99.0,79.0,1,17.8,17.9
9.5,0.2,99.0,90.0,0,15.5,15.8
11.1,0.0,100.0,54.0,0,18.7,20.2
4.2,0.2,83.0,41.0,0,18.1,18.5
8.1,0.6,88.0,48.0,0,18.9,19.3
8.6,0.0,64.0,40.0,0,18.0,18.7
5.0,0.0,49.0,46.0,0,14.7,16.6
8.1,0.0,39.0,35.0,0,13.0,14.5
-2.4,0.0,87.0,29.0,0,16.0,16.3
-0.8,0.0,83.0,45.0,0,15.7,16.2
2.4,0.0,99.0,49.0,0,14.6,17.8
5.4,0.0,90.0,69.0,0,14.2,18.1
1.7,0.0,87.0,35.0,0,18.1,19.8
2.8,0.0,65.0,72.0,0,15.4,17.9
9.1,0.2,94.0,77.0,0,14.7,16.5
6.5,1.0,88.0,74.0,0,14.8,17.8
4.9,2.2,99.0,49.0,1,17.0,17.5
7.6,2.6,99.0,90.0,1,15.6,16.1
10.1,0.4,100.0,90.0,0,17.2,17.3
11.6,13.8,100.0,67.0,1,19.7,19.9
5.6,0.0,100.0,66.0,0,17.6,19.0
3.8,0.0,99.0,58.0,0,17.7,18.5
4.3,0.4,88.0,59.0,0,14.7,16.0
4.2,0.0,99.0,47.0,0,18.0,18.2
5.7,0.0,99.0,63.0,0,15.0,15.5
7.7,0.0,99.0,56.0,0,17.9,19.2
3.1,0.0,78.0,41.0,0,20.9,21.1
7.1,0.0,77.0,57.0,0,19.3,19.8
13.7,0.0,56.0,31.0,0,20.4,21.2
10.0,0.0,42.0,37.0,0,17.4,18.4
10.0,0.0,45.0,40.0,0,15.0,16.3
1.9,0.0,64.0,43.0,0,16.5,17.0
4.4,0.0,64.0,31.0,0,17.5,17.7
-1.1,0.0,99.0,61.0,0,12.1,12.7
2.9,0.0,90.0,59.0,0,13.8,14.5
5.3,0.0,98.0,71.0,0,14.4,15.3
5.4,2.2,99.0,74.0,1,14.5,15.1
6.4,1.0,99.0,72.0,0,15.6,17.6
5.0,0.4,99.0,68.0,0,15.3,16.1
7.3,0.0,99.0,57.0,0,18.0,19.8
8.8,0.2,62.0,39.0,0,17.1,18.1
5.7,0.0,70.0,39.0,0,16.4,17.4
1.5,0.0,98.0,62.0,0,13.3,15.1
3.5,0.0,99.0,44.0,0,16.1,16.2
5.9,2.6,64.0,53.0,1,15.6,16.9
1.2,0.0,95.0,46.0,0,18.3,18.6
1.1,0.2,85.0,39.0,0,19.3,20.1
1.4,0.0,85.0,29.0,0,20.3,20.7
1.3,0.0,81.0,29.0,0,23.6,23.7
7.8,0.0,54.0,32.0,0,23.9,25.0
6.5,1.4,60.0,58.0,1,14.4,18.4
3.4,0.6,69.0,48.0,0,16.3,16.9
-0.9,0.0,99.0,43.0,0,17.1,17.8
3.2,0.2,99.0,91.0,0,11.6,12.0
2.5,7.8,99.0,44.0,1,18.2,18.7
0.5,0.0,85.0,38.0,0,17.7,18.8
0.2,0.0,85.0,42.0,0,18.4,18.8
0.6,0.0,89.0,42.0,0,18.9,19.2
2.4,0.0,80.0,40.0,0,19.5,19.6
0.6,0.0,79.0,38.0,0,19.1,19.2
0.2,0.0,82.0,39.0,0,18.9,19.0
0.5,0.0,53.0,36.0,0,19.8,20.8
4.0,0.0,89.0,38.0,0,18.4,18.7
0.6,0.0,83.0,42.0,0,18.5,18.6
1.3,0.0,91.0,37.0,0,19.9,20.3
2.3,0.0,56.0,26.0,0,23.3,24.2
1.1,0.0,60.0,38.0,0,17.0,17.3
-1.4,0.0,92.0,34.0,0,17.5,17.7
0.2,0.0,99.0,48.0,0,17.1,17.6
4.9,0.0,99.0,62.0,0,17.9,18.8
2.9,5.8,91.0,45.0,1,17.8,19.1
3.4,0.0,68.0,42.0,0,20.4,20.4
2.7,0.0,75.0,37.0,0,20.5,20.9
1.0,0.0,89.0,38.0,0,21.1,21.4
0.9,0.0,93.0,27.0,0,26.3,26.6
8.8,0.0,36.0,22.0,0,21.0,21.9
0.5,0.0,58.0,30.0,0,18.8,19.2
1.0,0.0,82.0,37.0,0,20.4,20.6
3.9,0.0,92.0,34.0,0,23.1,23.2
3.1,0.0,73.0,27.0,0,26.5,26.7
11.0,0.0,59.0,41.0,0,20.5,21.2
6.3,0.0,77.0,39.0,0,26.0,26.4
10.7,0.0,60.0,68.0,0,18.2,24.5
10.7,0.8,32.0,31.0,0,18.6,18.8
11.6,0.0,27.0,25.0,0,19.7,20.9
8.0,0.0,42.0,24.0,0,24.7,25.2
2.0,0.0,59.0,25.0,0,24.2,24.6
10.0,0.0,70.0,39.0,0,26.7,26.8
13.6,0.2,35.0,31.0,0,17.3,18.6
2.2,0.0,54.0,34.0,0,20.0,21.1
4.1,0.0,58.0,36.0,0,21.2,22.0
3.4,0.0,75.0,46.0,0,20.7,21.1
5.1,0.0,94.0,97.0,0,14.7,19.0
11.6,4.0,87.0,34.0,1,25.0,25.2
9.2,0.2,45.0,32.0,0,20.9,21.3
3.9,0.0,70.0,40.0,0,21.8,22.0
8.8,0.0,87.0,50.0,0,22.0,23.4
9.0,0.0,49.0,39.0,0,19.9,20.6
6.2,0.0,46.0,39.0,0,18.8,20.1
4.5,0.0,45.0,30.0,0,21.8,22.1
2.1,0.0,61.0,26.0,0,23.2,23.6
3.8,0.0,60.0,24.0,0,30.0,30.6
6.7,0.0,41.0,16.0,0,30.9,31.2
9.6,0.0,59.0,59.0,0,18.8,21.9
14.2,0.0,77.0,51.0,0,23.5,24.1
10.9,0.0,74.0,67.0,0,21.1,21.8
12.5,0.0,98.0,25.0,0,30.8,32.1
16.3,0.0,43.0,44.0,0,23.2,25.0
9.2,0.0,62.0,33.0,0,25.6,25.8
7.5,0.0,55.0,64.0,0,21.0,28.6
10.8,0.0,76.0,61.0,0,20.6,24.7
13.6,0.0,55.0,37.0,0,29.8,30.3
15.2,0.0,40.0,38.0,0,20.1,20.4
10.1,0.0,39.0,32.0,0,21.9,23.2
7.9,0.0,40.0,22.0,0,26.6,26.8
16.0,0.0,31.0,24.0,0,18.9,19.6
8.1,0.0,32.0,30.0,0,15.7,17.1
9.2,0.0,39.0,31.0,0,20.9,21.5
3.8,0.0,50.0,29.0,0,23.0,23.2
4.3,0.0,55.0,18.0,0,27.2,27.9
6.6,0.0,28.0,11.0,0,32.2,32.7
12.3,0.0,65.0,59.0,0,20.7,23.8
13.6,0.0,80.0,92.0,0,13.7,15.5
10.8,0.0,99.0,84.0,0,15.1,17.0
11.3,0.0,99.0,54.0,0,20.6,20.9
8.3,0.0,78.0,47.0,0,19.9,21.3
7.7,0.0,57.0,33.0,0,17.5,19.3
10.5,0.8,46.0,38.0,0,19.3,20.3
8.7,0.0,57.0,80.0,0,12.6,17.3
7.2,0.0,60.0,71.0,0,15.1,17.4
9.8,2.4,87.0,71.0,1,16.0,18.3
6.5,0.4,82.0,65.0,0,20.3,22.7
12.6,0.0,37.0,26.0,0,23.4,24.0
13.0,0.0,37.0,40.0,0,18.5,21.6
11.1,0.0,43.0,31.0,0,22.0,23.3
10.5,0.0,42.0,27.0,0,19.5,21.0
4.9,0.0,56.0,32.0,0,22.2,22.8
11.3,0.0,69.0,45.0,0,20.8,22.5
7.0,0.0,79.0,35.0,0,24.5,25.1
9.8,0.0,72.0,22.0,0,30.8,31.6
8.5,0.0,51.0,10.0,0,34.0,34.5
17.0,0.0,67.0,48.0,0,23.9,25.1
13.0,0.0,68.0,36.0,0,31.1,33.7
16.6,0.0,63.0,41.0,0,25.9,26.7
13.6,0.0,75.0,86.0,0,17.5,19.6
11.8,18.4,99.0,73.0,1,15.0,16.4
13.0,1.4,88.0,78.0,1,15.9,17.7
11.6,0.2,83.0,53.0,0,25.7,26.8
16.4,0.0,83.0,60.0,0,22.6,24.1
13.6,0.2,80.0,48.0,0,28.0,28.5
16.2,0.0,73.0,50.0,0,26.2,26.8
11.9,0.0,74.0,34.0,0,29.5,30.9
15.8,0.0,75.0,56.0,0,29.4,31.8
17.3,0.0,73.0,21.0,0,36.2,38.1
19.2,0.2,80.0,75.0,0,20.6,22.6
16.2,0.6,77.0,65.0,0,20.5,23.9
15.5,0.4,88.0,51.0,0,21.7,21.9
15.9,0.6,81.0,43.0,0,25.2,25.8
14.7,0.4,90.0,98.0,0,20.1,22.0
16.8,8.4,74.0,37.0,1,27.2,28.2
11.3,0.2,75.0,32.0,0,28.8,29.9
11.3,0.0,69.0,36.0,0,29.1,30.1
11.7,0.0,76.0,23.0,0,36.4,37.3
17.8,0.4,72.0,55.0,0,22.3,22.5
9.9,0.0,65.0,31.0,0,30.4,32.1
14.4,0.0,61.0,49.0,0,23.128682170542632,28.5
18.0,0.0,71.0,35.0,0,35.6,36.7
19.3,0.0,61.0,50.0,0,22.1,25.0
15.0,0.2,61.0,36.0,0,30.0,30.3
14.3,0.0,68.0,27.0,0,37.3,37.7
18.4,0.0,64.0,23.0,0,36.1,41.2
22.0,0.0,43.0,30.0,0,34.6,35.5
18.2,0.0,55.0,16.0,0,39.7,41.4
19.8,0.0,62.0,69.0,0,19.6,22.3
15.4,0.0,79.0,76.0,0,19.4,22.5
17.0,0.0,75.0,39.0,0,30.9,32.3
17.5,0.0,70.0,40.0,0,32.9,35.2
19.8,2.2,45.0,25.0,1,33.6,34.2
15.2,0.2,51.0,15.0,0,38.8,40.2
16.9,0.0,25.0,18.0,0,31.2,31.5
13.7,0.0,50.0,66.0,0,18.7,24.2
14.0,5.2,48.0,38.0,1,22.2,22.9
13.2,0.6,56.0,38.0,0,22.8,24.2
10.8,0.0,57.0,26.0,0,29.8,31.1
12.6,0.0,55.0,46.0,0,26.7,28.1
17.5,0.0,63.0,34.0,0,28.3,30.1
15.7,0.0,71.0,41.0,0,29.4,30.7
17.6,0.0,66.0,13.0,0,38.3,39.1
18.9,0.0,68.0,23.0,0,37.5,38.6
16.7,0.0,65.0,47.0,0,25.8,27.7
18.9,0.0,69.0,37.0,0,29.3,32.6
16.6,0.0,27.0,12.0,0,29.4,30.3
13.2,2.1384615384615384,76.89762711864407,19.0,0,30.9,32.7
17.6,0.0,64.0,37.0,0,30.8,32.4
18.2,1.4,92.0,73.0,1,21.4,22.2
17.0,0.0,73.0,55.0,0,25.7,28.3
20.9,0.0,64.0,31.0,0,36.0,36.6
18.2,0.0,65.0,22.0,0,38.7,42.1
19.0,6.0,89.0,94.0,1,17.3,20.5
15.3,6.4,74.0,25.0,1,30.7,31.9
17.3,0.2,76.0,60.0,0,23.1,24.6
17.0,0.0,60.0,47.0,0,27.8,30.8
16.6,0.0,62.0,17.0,0,35.7,36.4
16.8,0.0,57.0,21.0,0,35.8,37.6
17.8,0.0,44.0,25.0,0,35.3,38.4
20.4,0.0,72.0,64.0,0,25.3,28.9
16.9,10.0,87.0,89.0,1,18.4,20.2
17.2,0.8,88.0,81.0,0,22.1,23.4
19.4,24.6,99.0,73.0,1,24.4,25.1
18.8,0.2,70.0,48.0,0,27.7,28.4
17.4,2.1384615384615384,76.89762711864407,48.0,0,26.6,27.2
19.2,0.0,84.0,68.0,0,25.4,27.2
20.3,0.0,78.0,57.0,0,28.1,28.4
21.1,0.8,67.0,81.0,0,25.7,29.8
18.1,5.6,95.0,87.0,1,19.5,20.3
17.0,2.6,92.0,72.0,1,22.0,24.6
15.9,0.2,77.0,34.0,0,32.8,34.2
19.5,1.0,71.0,56.0,0,29.9,30.9
19.5,0.2,76.0,59.0,0,24.1,24.4
17.9,0.6,86.0,54.0,0,28.5,29.8
17.4,0.2,72.0,30.0,0,36.2,37.6
20.4,0.0,53.0,39.0,0,32.8,35.7
20.0,0.0,72.0,52.0,0,29.3,31.1
20.9,0.0,79.0,36.0,0,38.6,40.5
22.9,0.0,72.0,55.0,0,30.0,33.8
18.4,5.8,94.0,82.0,1,20.8,22.2
18.7,1.0,83.0,64.0,0,25.6,27.0
20.2,0.2,68.0,55.0,0,28.1,29.4
16.6,0.0,72.0,56.0,0,28.6,32.2
12.3,0.0,35.0,18.0,0,25.8,26.2
9.7,0.0,43.0,21.0,0,27.2,29.5
10.1,0.0,42.0,18.0,0,33.4,36.4
15.8,0.0,66.0,21.0,0,37.3,39.6
19.0,0.0,68.0,21.0,0,39.9,41.5
22.4,0.0,19.0,13.0,0,41.7,43.3
18.3,0.0,83.0,62.0,0,24.4,25.3
18.4,2.1384615384615384,78.0,49.0,0,30.5,32.6
21.3,0.0,74.0,38.0,0,35.7,39.7
23.5,0.0,65.0,57.0,0,27.8,30.2
20.7,1.2,81.0,61.0,1,28.2,29.3
16.2,2.8,89.0,44.0,1,31.0,33.2
20.7,0.2,71.0,56.0,0,27.1,29.6
18.8,0.0,82.0,49.0,0,28.7,30.3
18.0,6.6,92.0,42.0,1,31.1,31.9
18.8,0.0,60.0,52.0,0,26.5,29.5
20.4,8.0,82.0,57.0,1,28.7,29.6
21.7,18.4,99.0,72.0,1,26.2,29.5
21.7,26.4,87.0,72.0,1,27.7,29.3
19.8,17.2,89.0,92.0,1,23.0,24.0
19.3,34.6,99.0,91.0,1,23.9,25.2
20.1,12.2,92.0,76.0,1,25.8,27.4
19.3,0.8,85.0,48.0,0,29.9,30.7
18.3,0.0,99.0,43.0,0,31.3,32.7
19.5,0.0,83.0,45.0,0,31.9,33.2
21.5,0.0,77.0,34.0,0,36.1,36.3
21.4,37.4,93.0,77.0,1,25.1,25.4
21.5,30.8,95.0,80.0,1,26.1,28.4
20.0,20.4,89.0,49.0,1,23.128682170542632,32.8
18.4,2.1384615384615384,59.0,53.0,0,26.1,27.1
16.6,0.0,72.0,51.0,0,26.5,27.3
16.2,0.0,69.0,42.0,0,25.1,26.1
14.3,0.0,88.0,56.0,0,24.3,25.5
15.4,2.1384615384615384,76.89762711864407,43.0,0,30.2,30.7
16.4,0.0,85.0,34.0,0,34.0,34.3
18.9,2.1384615384615384,76.89762711864407,33.0,0,34.8,35.1
21.3,0.0,53.0,59.0,0,25.1,31.2
18.8,0.0,67.0,63.0,0,22.5,24.2
14.9,0.0,78.0,48.0,0,24.5,25.9
14.1,2.1384615384615384,82.0,57.0,0,25.3,26.6
14.6,0.0,86.0,41.0,0,30.1,31.1
17.6,0.0,88.0,57.0,0,28.9,30.0
17.4,9.8,68.0,94.0,1,17.0,19.7
14.7,5.6,67.0,56.0,1,20.2,22.2
15.3,0.2,71.0,53.0,0,23.9,25.0
15.3,0.0,87.0,65.0,0,25.1,25.5
17.1,0.2,92.0,84.0,0,22.1,23.5
19.6,11.8,87.0,58.0,1,28.8,30.2
21.0,0.0,82.0,67.0,0,26.4,28.0
19.5,0.0,82.0,55.0,0,28.8,31.1
16.0,0.0,56.0,39.0,0,28.4,29.4
13.0,0.0,76.0,73.0,0,19.5,20.7
15.9,0.4,62.0,45.0,0,22.6,22.8
13.0,0.0,64.0,47.0,0,24.0,24.5
15.3,2.1384615384615384,76.89762711864407,58.0,0,22.5,24.2
14.3,1.2,87.0,45.0,1,25.0,25.5
15.6,0.0,85.0,52.0,0,26.0,27.0
13.3,0.0,92.0,38.0,0,27.5,27.8
9.0,0.0,90.0,41.0,0,27.3,28.6
11.7,0.0,92.0,33.0,0,28.5,29.4
12.3,0.0,93.0,35.0,0,30.9,31.8
14.7,0.0,83.0,31.0,0,32.6,33.0
16.2,0.0,77.0,28.0,0,34.5,35.1
19.7,0.0,67.0,46.0,0,26.7,26.8
15.7,0.0,84.0,36.0,0,28.7,29.6
15.3,0.0,86.0,60.0,0,25.3,27.5
18.0,0.0,81.0,50.0,0,28.8,29.2
15.7,0.0,99.0,34.0,0,33.5,34.0
19.2,0.0,66.0,52.0,0,28.6,29.2
17.8,0.0,91.0,50.0,0,29.9,31.6
19.2,0.0,80.0,59.0,0,25.3,27.7
19.3,10.2,99.0,95.0,1,20.6,20.7
17.0,21.0,87.0,62.0,1,22.3,22.7
13.3,2.1384615384615384,75.0,37.0,0,26.1,26.2
14.3,2.1384615384615384,85.0,44.0,0,24.1,24.5
13.9,0.0,75.0,55.0,0,23.6,24.5
14.8,0.2,66.0,60.0,0,21.1,21.7
12.0,0.0,75.0,64.0,0,21.0,22.5
14.2,2.1384615384615384,77.0,67.0,0,22.2,22.9
17.3,10.4,99.0,75.0,1,22.7,24.3
17.8,0.0,53.0,38.0,0,26.9,28.4
12.1,0.0,73.0,44.0,0,24.6,25.1
13.8,0.0,90.0,50.0,0,25.5,27.1
16.0,0.0,70.0,35.0,0,25.9,27.7
10.2,0.0,36.0,23.0,0,23.6,24.1
5.6,0.0,71.0,49.0,0,23.128682170542632,22.9
7.1,0.0,87.0,41.0,0,24.5,24.9
9.5,0.0,81.0,52.0,0,24.7,25.0
13.2,0.0,81.0,65.0,0,21.2,21.8
13.2,0.0,77.0,53.0,0,24.7,26.1
12.2,0.0,98.0,52.0,0,26.0,26.1
14.2,0.0,99.0,55.0,0,26.0,26.4
13.8,0.0,99.0,51.0,0,25.4,26.0
11.8,0.0,99.0,42.0,0,26.2,26.5
11.1,0.0,83.0,37.0,0,27.9,28.0
10.7,0.2,75.0,36.0,0,29.0,29.6
15.2,0.0,71.0,45.0,0,28.1,28.6
16.2,5.0,91.0,65.0,1,20.4,22.0
8.0,0.4,70.0,33.0,0,21.9,22.1
4.6,0.0,91.0,60.0,0,18.4,18.9
4.7,0.0,76.0,35.0,0,23.7,24.4
6.7,2.1384615384615384,68.0,36.0,0,24.5,24.8
5.5,0.0,86.0,71.0,0,18.5,18.5
12.7,0.0,86.0,63.0,0,21.6,22.0
7.6,0.0,99.0,40.0,0,24.9,25.2
10.0,0.2,90.0,64.0,0,22.2,22.8
12.3,0.0,99.0,50.0,0,24.9,26.6
9.6,0.0,81.0,33.0,0,19.4,22.2
3.1,0.2,57.0,35.0,0,20.6,21.2
2.9,0.0,79.0,37.0,0,21.7,21.9
1.8,0.0,82.0,42.0,0,22.3,22.9
4.8,0.0,77.0,38.0,0,23.9,24.2
5.8,0.0,93.0,44.0,0,23.8,24.3
4.4,0.0,73.0,22.0,0,25.4,26.6
2.2,0.0,56.0,25.0,0,18.3,18.5
-0.7,0.0,71.0,34.0,0,20.6,21.0
2.9,0.0,75.0,36.0,0,19.7,20.0
2.7,0.0,74.0,34.0,0,21.2,21.9
2.3,0.0,80.0,41.0,0,20.4,21.1
6.6,0.0,99.0,73.0,0,15.8,15.9
9.9,2.1384615384615384,99.0,63.0,0,17.6,18.1
7.8,2.1384615384615384,76.89762711864407,76.0,0,16.8,20.1
5.2,2.4,99.0,54.0,1,18.8,19.1
6.9,0.0,99.0,63.0,0,17.6,20.8
6.3,1.4,86.0,54.0,1,17.0,18.4
3.3,0.0,79.0,62.0,0,16.6,17.4
6.0,0.0,98.0,64.0,0,17.7,17.8
11.2,2.0,99.0,78.0,1,16.4,17.4
10.4,5.4,100.0,99.0,1,14.4,15.6
12.3,16.2,76.0,88.0,1,15.3,17.7
8.4,1.8,99.0,54.0,1,19.0,19.9
10.9,2.4,99.0,49.0,1,23.128682170542632,17.1
9.9,0.6,74.0,44.0,0,19.5,20.0
10.9,4.8,94.0,87.0,1,16.5,19.1
5.9,1.6,95.0,58.0,1,18.3,18.9
6.4,0.0,99.0,48.0,0,18.6,19.1
10.4,1.0,91.0,94.0,0,15.5,19.7
13.9,29.0,99.0,99.0,1,14.6,16.0
12.9,19.0,64.0,43.0,1,19.8,20.1
4.7,0.0,73.0,49.0,0,17.1,18.2
4.1,0.0,83.0,55.0,0,15.9,17.2
4.9,0.2,99.0,53.0,0,17.5,17.8
2.9,0.0,83.0,43.0,0,14.1,17.4
8.5,0.0,45.0,30.0,0,16.1,16.7
-0.8,0.0,89.0,43.0,0,16.5,17.0
